chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chrX,75733625,75734126,2.818837710234132,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.314303831656582,1.72115602148292,2.30879013090202
chrX,170674840,170675341,1.2160926890106447,chrX,170670644,170680054,ENSMUSG00000093806.1,+,Asmt,protein_coding,4.11452288714071,8.56666292510818,9.61057355302304
chr10,3120778,3121279,2.628254443737224,chr10,3117841,3131546,ENSMUSG00000071434.2,+,9230019H11Rik,protein_coding,0.400023058472013,2.69908557914367,2.55280860002174
chrX,50602337,50602838,3.5434815813821805,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.142865378025719,0.899695193047891,1.82075319266257
chrX,50619929,50620430,2.507144428627777,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,2.153968544955739,3.594071110803448,9.073560837500109
chrX,50569053,50569554,2.614711885712949,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.342876907261726,0.938812375354321,2.17739557060678
chrX,50605469,50605970,2.9399989926902266,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.30001729385401,1.64292165687006,2.40264338825576
chr17,13550804,13551305,2.002312202284942,chr17,13480553,13763825,ENSMUSG00000038347.10,-,Tcte2,protein_coding,0.685753814523452,2.2101208003133,2.79682706914147
chrX,75734851,75735352,2.4263384847910405,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.385736520669441,1.44733574533791,2.13985426766529
chr11,46675673,46676174,1.7172676320732605,chr11,46666960,46709061,ENSMUSG00000040413.11,-,Timd2,protein_coding,1.71438453630863,4.04862836871551,5.68750739563668
chr12,73111699,73112200,1.2213060471595252,chr12,73097609,73115456,ENSMUSG00000034460.9,-,Six4,protein_coding,1.68581146070348,2.97290585528868,3.96060746032785
chrX,50623087,50623588,3.002913200019478,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.214298067038579,1.07572251342683,1.82075319266257
chrX,50572076,50572577,2.4031536973702408,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.328590369459154,1.31042560726541,1.80198254119182
chrX,50566309,50566810,2.9445967044286547,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.22858460484115,1.44733574533791,1.85829449560406
chrX,50599704,50600205,2.572627927041697,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.30001729385401,0.841019419588246,1.85829449560406
chrX,87238145,87238646,1.4095138621496817,chrX,86738870,88117645,ENSMUSG00000052372.6,-,Il1rapl1,protein_coding,2.38585181302951,4.10730414217515,6.38202150005436
chr5,106574501,106575002,0.7549856865758922,chr5,106572875,106577387,ENSMUSG00000101237.1,+,Gm29464,lincRNA,7.58615157316568,13.1042560726541,12.8578962574625
chr5,106574501,106575002,0.7549856865758922,chr5,106498894,106576718,ENSMUSG00000099061.1,-,Gm28050,lincRNA,7.58615157316568,13.1042560726541,12.8578962574625
chr5,106574501,106575002,0.7549856865758922,chr5,106555946,106698571,ENSMUSG00000098302.1,-,Gm28039,processed_transcript,7.58615157316568,13.1042560726541,12.8578962574625
chrX,50614325,50614826,2.691984104081373,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.8933227435795371,2.4786918689152913,4.614714568484567
chrX,50602838,50603339,2.1537381022672464,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.485742285287445,1.60380447456363,2.21493687354828
chrX,50590637,50591138,2.49862734559792,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.30001729385401,1.4277771541847,1.76444123825032
chr7,44670712,44671213,0.5379275669424455,chr7,44603803,44672843,ENSMUSG00000030739.13,-,Myh14,protein_coding,12.6578724930787,18.7762475070864,18.4515503957454
chr19,45079659,45080160,0.9605026213596732,chr19,45073241,45081289,ENSMUSG00000025213.7,+,Kazald1,protein_coding,3.80021905548413,6.08272184864987,7.43317798241625
chrX,75749265,75749766,2.061393039637161,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.514315360892589,1.32998419841862,2.19616622207753
chr9,3001885,3002386,2.405481347336105,chr9,2998922,3004330,ENSMUSG00000091028.1,+,Gm10722,protein_coding,1.1714960998109,4.96788215291661,6.28816824270062
chr9,3001885,3002386,2.405481347336105,chr9,3001346,3008948,ENSMUSG00000096385.3,+,Gm11168,protein_coding,1.1714960998109,4.96788215291661,6.28816824270062
chr9,3001885,3002386,2.405481347336105,chr9,2998282,3040313,ENSMUSG00000097312.1,-,Gm26870,lincRNA,1.1714960998109,4.96788215291661,6.28816824270062
chr9,3023876,3024377,2.3709253644724337,chr9,3021547,3027218,ENSMUSG00000095186.1,+,Gm10718,protein_coding,0.285730756051438,1.32998419841862,1.53919342060135
chr9,3023876,3024377,2.3709253644724337,chr9,3023417,3035289,ENSMUSG00000095891.3,+,Gm10717,protein_coding,0.285730756051438,1.32998419841862,1.53919342060135
chr9,3023876,3024377,2.3709253644724337,chr9,2998282,3040313,ENSMUSG00000097312.1,-,Gm26870,lincRNA,0.285730756051438,1.32998419841862,1.53919342060135
chr12,113424082,113424583,2.326802811240126,chr12,113416558,113424730,ENSMUSG00000076617.5,-,Ighm,IG_C_gene,0.414309596274585,2.40570671184545,2.13985426766529
chr12,113424082,113424583,2.326802811240126,chr12,113422645,113426722,ENSMUSG00000092683.1,-,Gm25747,miRNA,0.414309596274585,2.40570671184545,2.13985426766529
chr12,113424082,113424583,2.326802811240126,chr12,113422749,113426818,ENSMUSG00000092737.1,-,Gm24022,miRNA,0.414309596274585,2.40570671184545,2.13985426766529
chr12,113424082,113424583,2.326802811240126,chr12,113423150,113427227,ENSMUSG00000092748.1,-,Gm22175,miRNA,0.414309596274585,2.40570671184545,2.13985426766529
chr4,138367769,138368270,1.133782080375184,chr4,138336424,138369992,ENSMUSG00000028755.3,-,Cda,protein_coding,2.37156527522694,4.57671032985231,5.23701176033872
chr1,153683331,153683832,1.489843617780107,chr1,153651025,153702323,ENSMUSG00000042671.8,+,Rgs8,protein_coding,1.94296914114978,4.69406187677161,5.4998008809292
chr7,28796613,28797114,0.8721359363941811,chr7,28786969,28800963,ENSMUSG00000051735.6,+,Rinl,protein_coding,3.92879789570727,6.74771394785918,7.22670081623802
chr10,3118666,3119167,2.5997074610979816,chr10,3117841,3131546,ENSMUSG00000071434.2,+,9230019H11Rik,protein_coding,0.257157680446294,1.27130842495898,1.63304667795509
chr5,106561158,106561659,1.3882033559042697,chr5,106498894,106576718,ENSMUSG00000099061.1,-,Gm28050,lincRNA,1.02863072178518,2.15144502685365,2.72174446325848
chr5,106561158,106561659,1.3882033559042697,chr5,106555946,106698571,ENSMUSG00000098302.1,-,Gm28039,processed_transcript,1.02863072178518,2.15144502685365,2.72174446325848
chrX,50597047,50597548,2.4793512439624648,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.314303831656582,1.07572251342683,1.82075319266257
chrX,50584178,50584679,2.5115857714095515,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.185724991433435,0.50852336998359,1.12623908824489
chr8,20424580,20425081,0.412647392551852,chr8,20383782,20426814,ENSMUSG00000071793.8,-,2610005L07Rik,transcribed_unprocessed_pseudogene,19.2153933444592,24.741617808817,25.6782512119834
chr17,34197418,34197919,0.8392201522886799,chr17,34195721,34203454,ENSMUSG00000024338.10,+,Psmb8,protein_coding,4.22881518956128,7.9407880082053,7.60211384565299
chr17,34197418,34197919,0.8392201522886799,chr17,34197316,34207449,ENSMUSG00000092550.2,-,Gm20496,antisense,4.22881518956128,7.9407880082053,7.60211384565299
chr17,34197418,34197919,0.8392201522886799,chr17,34185553,34199225,ENSMUSG00000037321.13,+,Tap1,protein_coding,4.22881518956128,7.9407880082053,7.60211384565299
chrX,75758997,75759498,1.9495145885607803,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.571461512102876,1.50601151879756,2.25247817648977
chr16,90830559,90831060,0.6628257360132752,chr16,90824719,90907109,ENSMUSG00000039903.12,+,Eva1c,protein_coding,6.18607086851364,8.89915897471283,9.83582137067201
chr3,88023338,88023839,1.0015104823193872,chr3,88019750,88029583,ENSMUSG00000004894.6,-,Hapln2,protein_coding,2.38585181302951,4.85053060599733,4.80528677651152
chr6,31803163,31803664,1.9902393699843672,chr6,31784675,31924270,ENSMUSG00000087379.1,+,Gm13849,lincRNA,0.385736520669441,0.46940618767716,1.57673472354284
chr17,13552747,13553248,2.148252563183517,chr17,13480553,13763825,ENSMUSG00000038347.10,-,Tcte2,protein_coding,0.428596134077157,1.91674193301507,1.9521477529578
chrX,170674138,170674639,1.1688903274997935,chrX,170670644,170680054,ENSMUSG00000093806.1,+,Asmt,protein_coding,3.32876330799925,7.66696773206029,7.52703123976999
chr10,3120211,3120712,2.28436754491973,chr10,3117841,3131546,ENSMUSG00000071434.2,+,9230019H11Rik,protein_coding,0.242871142643722,1.21263265149933,1.23886299706938
chr6,148788918,148789419,2.338162673404674,chr6,148768683,148833467,ENSMUSG00000040029.10,-,Ipo8,protein_coding,0.30001729385401,0.860578010741461,1.57673472354284
chr14,22019520,22020021,0.8648332348373524,chr14,22017712,23058085,ENSMUSG00000063458.8,+,1700112E06Rik,protein_coding,3.34304984580183,5.9849288928838,6.11923237946389
chr14,22019520,22020021,0.8648332348373524,chr14,22019958,22024070,ENSMUSG00000098542.1,-,Gm27532,miRNA,3.34304984580183,5.9849288928838,6.11923237946389
chr4,154105196,154105697,1.2259319270053923,chr4,154054253,154142208,ENSMUSG00000029026.12,-,Trp73,protein_coding,1.32864801563919,2.28835516492616,3.13469879561494
chr17,34204834,34205335,1.4701449694404458,chr17,34197316,34207449,ENSMUSG00000092550.2,-,Gm20496,antisense,1.08577687299546,2.15144502685365,3.04084553826119
chr17,34204834,34205335,1.4701449694404458,chr17,34201527,34218321,ENSMUSG00000024339.8,+,Tap2,protein_coding,1.08577687299546,2.15144502685365,3.04084553826119
chrX,50616956,50617457,2.5257068796542046,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.271444218248866,1.27130842495898,1.63304667795509
chrX,50591409,50591910,1.943722078732944,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.457169209682301,0.723667872668956,1.80198254119182
chrX,50583666,50584167,1.973165856625425,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.457169209682301,1.31042560726541,1.83952384413332
chr7,80202480,80202981,1.6480704826593804,chr7,80184841,80228394,ENSMUSG00000030539.9,+,Sema4b,protein_coding,1.8587701296853925,3.5720763839409497,4.22121178461406
chr2,29521037,29521538,1.6185009753260635,chr2,29344819,29526793,ENSMUSG00000026799.11,+,Med27,protein_coding,1.5553289613799897,2.5869993321196048,3.071466120893132
chr18,37447376,37447877,1.2334807611056275,chr18,37440500,37448209,ENSMUSG00000047307.2,+,Pcdhb13,protein_coding,0.82861919254917,1.07572251342683,1.97091840442855
chr18,37447376,37447877,1.2334807611056275,chr18,37445656,37458350,ENSMUSG00000044043.4,+,Pcdhb14,protein_coding,0.82861919254917,1.07572251342683,1.97091840442855
chr18,37447376,37447877,1.2334807611056275,chr18,36950741,37842200,ENSMUSG00000103458.1,+,PCDHA4,protein_coding,0.82861919254917,1.07572251342683,1.97091840442855
chr18,37447376,37447877,1.2334807611056275,chr18,36967916,37835296,ENSMUSG00000102836.1,+,RP23-407E2.5,protein_coding,0.82861919254917,1.07572251342683,1.97091840442855
chr18,37447376,37447877,1.2334807611056275,chr18,36973941,37835296,ENSMUSG00000103125.1,+,RP23-407E2.6,protein_coding,0.82861919254917,1.07572251342683,1.97091840442855
chr17,35301924,35302425,1.456916105988284,chr17,35302206,35308317,ENSMUSG00000092438.1,-,Gm18734,unprocessed_pseudogene,1.15720956200832,2.32747234723259,3.20978140149793
chr19,45081209,45081710,1.003539505668945,chr19,45073241,45081289,ENSMUSG00000025213.7,+,Kazald1,protein_coding,2.00011529236007,3.10981599336119,4.03569006621085
chr2,91904573,91905074,1.4730922534907829,chr2,91728134,91920849,ENSMUSG00000040506.12,+,Ambra1,protein_coding,0.928624957167174,1.62336306571685,2.60912055443399
chrX,50576803,50577304,2.2679091221865577,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.342876907261726,1.27130842495898,1.70812928383808
chr9,3006564,3007065,1.9570461912621488,chr9,3001346,3008948,ENSMUSG00000096385.3,+,Gm11168,protein_coding,0.414309596274585,1.05616392227361,1.65181732942583
chr9,3006564,3007065,1.9570461912621488,chr9,2998282,3040313,ENSMUSG00000097312.1,-,Gm26870,lincRNA,0.414309596274585,1.05616392227361,1.65181732942583
chr4,120951504,120952005,0.4944509854065337,chr4,120928137,120953699,ENSMUSG00000064141.10,-,Zfp69,protein_coding,11.0149206457829,13.6910138072505,15.5796407207209
chrX,76598775,76599276,2.077863235292119,chrX,76580610,76604924,ENSMUSG00000079525.1,-,4930468A15Rik,protein_coding,0.428596134077157,1.19307406034612,1.85829449560406
chr15,79632109,79632610,1.2745465741087023,chr15,79607576,79660956,ENSMUSG00000042564.8,-,Fam227a,protein_coding,0.928624957167174,1.13439828688647,2.27124882796052
chr7,133007308,133007809,1.183088925999657,chr7,132985563,133126354,ENSMUSG00000030970.12,-,Ctbp2,protein_coding,1.1714960998109,1.68203883917649,2.68420316031698
chr7,133007308,133007809,1.183088925999657,chr7,130160451,133125350,ENSMUSG00000030849.13,-,Fgfr2,protein_coding,1.1714960998109,1.68203883917649,2.68420316031698
chr19,6839461,6839962,0.9300971347335396,chr19,6827085,6842601,ENSMUSG00000024952.8,-,Rps6ka4,protein_coding,2.9001671739221,4.1659799156348,5.55611283534144
chr7,84528771,84529272,0.5670247578349781,chr7,84526975,84580337,ENSMUSG00000097789.1,+,Gm2115,lincRNA,6.9146842964448,9.27077220662392,10.28631700597
chr13,67800338,67800839,1.5286845794541,chr13,67794594,67832985,ENSMUSG00000097276.1,-,4930525G20Rik,antisense,0.614321125510592,1.52557010995077,1.80198254119182
chr7,46714460,46714961,0.8246145059756803,chr7,46709998,46717676,ENSMUSG00000040026.7,-,Saa3,protein_coding,2.85730756051438,3.40319486065941,5.08684654857274
chr18,75599655,75600156,0.6317251053263118,chr18,75429224,75699696,ENSMUSG00000052928.8,-,Ctif,protein_coding,5.65746896981848,7.60829195860064,8.80343553978087
chr4,118037299,118037800,1.5776811547679823,chr4,117930154,118136914,ENSMUSG00000028538.8,-,St3gal3,protein_coding,0.800046116944027,1.97541770647472,2.42141403972651
chr11,116294281,116294782,1.2461843510318416,chr11,116286001,116309233,ENSMUSG00000020792.11,-,Exoc7,protein_coding,1.35722109124433,2.42526530299866,3.24732270443942
chr17,35439338,35439839,1.0676305406289182,chr17,35437155,35445773,ENSMUSG00000060550.11,+,H2-Q7,protein_coding,1.88582298993949,4.45935878293302,3.9793781117986
chrX,73659028,73659529,0.9096301997750902,chrX,73653994,73662117,ENSMUSG00000002012.9,-,Pnck,protein_coding,4.18595557615357,6.3761007159481,7.90244426918496
chr11,97477398,97477899,0.9789482092194316,chr11,97413533,97504402,ENSMUSG00000049807.12,+,Arhgap23,protein_coding,2.35727873742436,3.63789795449799,4.67389221621628
chr17,34653832,34654333,1.1806079364959023,chr17,34645146,34657074,ENSMUSG00000015461.11,+,Atf6b,protein_coding,1.3715076290469,2.62085121453081,3.13469879561494
chrX,75744418,75744919,1.7601721332912277,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.471455747484873,1.66248024802328,1.63304667795509
chr7,28766963,28767464,0.8399994051932311,chr7,28756251,28769512,ENSMUSG00000030595.11,-,Nfkbib,protein_coding,2.20012682159607,3.87260104833657,3.96060746032785
chr7,28766963,28767464,0.8399994051932311,chr7,28764735,28790665,ENSMUSG00000015149.9,+,Sirt2,protein_coding,2.20012682159607,3.87260104833657,3.96060746032785
chr11,3983239,3983740,0.7420406987463758,chr11,3981636,4001326,ENSMUSG00000049721.10,+,Gal3st1,protein_coding,4.45739979440243,7.76476068782636,7.4894899368285
chr7,4964221,4964722,0.99852143090232,chr7,4954134,4966390,ENSMUSG00000030433.10,-,Sbk2,protein_coding,2.67158256908095,4.22465568909444,5.36840632063396
chr7,4964221,4964722,0.99852143090232,chr7,4963260,4973168,ENSMUSG00000085272.3,-,Sbk3,protein_coding,2.67158256908095,4.22465568909444,5.36840632063396
chr8,95320684,95321185,1.2785788647297716,chr8,95308566,95328323,ENSMUSG00000090206.3,+,Tepp,protein_coding,1.15720956200832,2.65996839683724,2.83436837208297
chr5,124569767,124570268,1.3882033559042697,chr5,124568213,124581131,ENSMUSG00000029388.10,-,Eif2b1,protein_coding,0.542888436497732,0.958370966507536,1.44534016324761
chr5,124569767,124570268,1.3882033559042697,chr5,124550864,124571660,ENSMUSG00000029389.13,+,Ddx55,protein_coding,0.542888436497732,0.958370966507536,1.44534016324761
chr19,5433508,5434009,1.152986894210238,chr19,5433900,5437965,ENSMUSG00000088909.1,+,Gm25432,snoRNA,1.60009223388805,3.09025740220797,3.58519443091289
chr5,109600989,109601490,1.9545501784580788,chr5,109597079,109601163,ENSMUSG00000098393.1,+,Gm28000,misc_RNA,0.357163445064298,1.38865997187827,1.42656951177686
chr4,148360779,148361280,1.1865694947346188,chr4,148354379,148361460,ENSMUSG00000086326.1,-,Gm13200,lincRNA,1.6286653094932,2.87511289952261,3.73535964267888
chr7,19307387,19307888,1.0845269655731298,chr7,19300721,19312045,ENSMUSG00000003545.2,-,Fosb,protein_coding,5.365598574845853,6.3816813670708505,7.060632478691147
chr19,45077632,45078133,1.4263384847910403,chr19,45073241,45081289,ENSMUSG00000025213.7,+,Kazald1,protein_coding,2.9864991815266255,4.883070425121132,5.844139553115753
chr11,117095491,117095992,1.0356299435720793,chr11,117092948,117099067,ENSMUSG00000087057.3,-,Gm11730,antisense,1.60009223388805,3.36407767835298,3.30363465885167
chr17,25817597,25818098,1.0920712618942452,chr17,25792894,25966784,ENSMUSG00000097518.1,+,Gm26694,lincRNA,1.3715076290469,2.30791375607937,2.94699228090745
chr17,25817597,25818098,1.0920712618942452,chr17,25807085,25823244,ENSMUSG00000025738.7,+,Fbxl16,protein_coding,1.3715076290469,2.30791375607937,2.94699228090745
chr8,70562748,70563249,1.434007045517394,chr8,70537675,70594858,ENSMUSG00000070002.6,+,Ell,protein_coding,2.450712101664134,2.422372609079479,2.400140936741096
chr7,45277310,45277811,1.1460024534876414,chr7,45275513,45290998,ENSMUSG00000070568.6,+,1700039E15Rik,protein_coding,1.55723262048034,3.67701513680442,3.4725705220884
chr11,86967509,86968010,1.866250652708913,chr11,86934425,86995707,ENSMUSG00000018427.7,-,Ypel2,protein_coding,1.90152965185647,1.897176192430203,4.241482622847109
chr17,34187838,34188339,1.1881787475962762,chr17,34179988,34189764,ENSMUSG00000096727.1,-,Psmb9,protein_coding,1.58580569608548,3.30540190489334,3.64150638532513
chr17,34187838,34188339,1.1881787475962762,chr17,34185553,34199225,ENSMUSG00000037321.13,+,Tap1,protein_coding,1.58580569608548,3.30540190489334,3.64150638532513
chr7,7290683,7291184,1.973165856625425,chr7,7280316,7301511,ENSMUSG00000000605.8,-,Clcn4-2,protein_coding,1.4821730100228163,1.6462399060140827,2.456053438300858
chr2,180500455,180500956,1.3403748308136545,chr2,180497976,180546980,ENSMUSG00000027568.5,+,Ntsr1,protein_coding,0.642894201115736,0.782343646128601,1.65181732942583
chr4,118445968,118446469,0.8989412716036989,chr4,118440415,118459513,ENSMUSG00000006389.8,-,Mpl,protein_coding,1.60009223388805,2.67952698799046,3.0033042353197
chr19,45080469,45080970,1.131427940542158,chr19,45073241,45081289,ENSMUSG00000025213.7,+,Kazald1,protein_coding,1.30007494003404,3.20760894912726,2.87190967502446
chr4,147866801,147867302,1.8595090748298584,chr4,147866979,147872358,ENSMUSG00000070583.1,+,Fv1,protein_coding,0.7748311816337342,2.451031446456909,3.672550360361735
chr4,147866801,147867302,1.8595090748298584,chr4,147858778,147870816,ENSMUSG00000029022.14,-,Miip,protein_coding,0.7748311816337342,2.451031446456909,3.672550360361735
chr7,44335384,44335885,0.35109018288717,chr7,44308253,44360351,ENSMUSG00000038738.11,+,Shank1,protein_coding,13.4864916856279,17.4462633086678,17.2689993530883
chr17,34204253,34204754,0.7623685737675854,chr17,34197316,34207449,ENSMUSG00000092550.2,-,Gm20496,antisense,5.10029399551817,7.37358886476206,8.69081163095638
chr17,34204253,34204754,0.7623685737675854,chr17,34201527,34218321,ENSMUSG00000024339.8,+,Tap2,protein_coding,5.10029399551817,7.37358886476206,8.69081163095638
chr5,15974580,15975081,0.9384004384647492,chr5,15932691,16376511,ENSMUSG00000040118.11,+,Cacna2d1,protein_coding,1.18578263761347,1.46689433649113,2.29001947943127
chr7,44472870,44473371,0.9601097037999792,chr7,44465980,44473652,ENSMUSG00000038695.8,+,Josd2,protein_coding,1.57151915828291,2.89467149067582,3.07838684120269
chr10,81366048,81366549,1.1007159063459369,chr10,81355491,81368225,ENSMUSG00000034854.8,+,Mfsd12,protein_coding,1.68581146070348,2.56217544107117,3.64150638532513
chr10,81366048,81366549,1.1007159063459369,chr10,81361067,81367816,ENSMUSG00000020234.6,-,4930404N11Rik,protein_coding,1.68581146070348,2.56217544107117,3.64150638532513
chr10,81366048,81366549,1.1007159063459369,chr10,81364222,81380516,ENSMUSG00000020235.12,-,Fzr1,protein_coding,1.68581146070348,2.56217544107117,3.64150638532513
chr4,144765682,144766183,1.6877636377631775,chr4,144763627,144767792,ENSMUSG00000077327.1,-,Gm25938,snRNA,0.542888436497732,1.46689433649113,1.78321188972107
chr6,113282073,113282574,1.0676305406289182,chr6,113280307,113307627,ENSMUSG00000030270.7,+,Cpne9,protein_coding,1.88582298993949,3.54010499873192,3.9793781117986
chr6,113282073,113282574,1.0676305406289182,chr6,113235843,113283387,ENSMUSG00000030269.10,+,Mtmr14,protein_coding,1.88582298993949,3.54010499873192,3.9793781117986
chr7,43464716,43465217,1.191346026674959,chr7,43461151,43473913,ENSMUSG00000070604.3,+,Vsig10l,protein_coding,1.38579416684947,2.07321066224079,3.19101075002718
chr8,122459836,122460337,1.3724360400459528,chr8,122452206,122462692,ENSMUSG00000006587.5,-,Snai3,protein_coding,0.642894201115736,1.15395687803969,1.68935863236733
chr8,122459836,122460337,1.3724360400459528,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.642894201115736,1.15395687803969,1.68935863236733
chr10,123021996,123022497,1.520653651927919,chr10,122990061,123078505,ENSMUSG00000034602.9,-,Mon2,protein_coding,0.357163445064298,1.0366053311204,1.05115648236189
chrX,75729768,75730269,1.519447889182522,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.585748049905448,1.50601151879756,1.70812928383808
chr5,123369570,123370071,1.6799694802813794,chr5,123341834,123376082,ENSMUSG00000029438.5,+,Bcl7a,protein_coding,1.313710072559273,2.4520326098520124,4.058360811241134
chrX,75750279,75750780,2.00969173265054,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.357163445064298,1.1735154691929,1.4828814661891
chr8,120569739,120570240,1.3516774798791555,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,0.557174974300304,0.958370966507536,1.44534016324761
chr8,120569739,120570240,1.3516774798791555,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.557174974300304,0.958370966507536,1.44534016324761
chr7,139905637,139906138,0.8118028686865373,chr7,139892696,139943537,ENSMUSG00000066129.10,+,Kndc1,protein_coding,1.78581722532149,2.24923798261973,3.15346944708568
chrX,75757998,75758499,1.7903017994756152,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,1.991686032917685,2.675641144107202,5.842391129263385
chr4,141065049,141065550,0.421991669360553,chr4,141064512,141080357,ENSMUSG00000028923.10,-,Necap2,protein_coding,6.01463241488277,7.00197563285098,8.09015078389244
chr16,90831060,90831561,0.5925618544104557,chr16,90824719,90907109,ENSMUSG00000039903.12,+,Eva1c,protein_coding,5.24315937354389,7.35403027360885,7.93998557212645
chr9,42898142,42898643,0.8913141026371383,chr9,42516135,42946493,ENSMUSG00000032017.10,-,Grik4,protein_coding,1.97154221675492,2.75776135260332,3.67904768826663
chr7,126625376,126625877,0.3825567927631275,chr7,126621249,126632861,ENSMUSG00000030717.5,-,Nupr1,protein_coding,10.9577744945727,12.458822564598,14.3407777236516
chr4,57046043,57046544,0.867371192602829,chr4,56989972,57145437,ENSMUSG00000028434.8,-,Epb4.1l4b,protein_coding,1.87153645213692,3.01202303759511,3.43502921914691
chr6,125225441,125225942,1.3705013541708106,chr6,125213551,125246543,ENSMUSG00000030337.12,+,Vamp1,protein_coding,1.0288137511578863,2.8096066506322988,3.311550382130636
chr6,125225441,125225942,1.3705013541708106,chr6,125221933,125233860,ENSMUSG00000038213.7,-,Tapbpl,protein_coding,1.0288137511578863,2.8096066506322988,3.311550382130636
chr7,47050313,47050814,0.4257593605278727,chr7,47048640,47056776,ENSMUSG00000010307.5,+,Tmem86a,protein_coding,12.9864628625379,15.5490799668059,17.513017822208
