gene_name,2mo,9mo,18mo,gene_chrom,gene_start,gene_end,strand,gene_type
1700003G18Rik,17.907634446656868,17.85307024460835,18.52804649704395,chr7,116079759,116095142,-,processed_transcript
1700003M02Rik,9.86212752545701,8.791466062134067,9.659066426983465,chr4,34686559,34732206,-,protein_coding
1700003M07Rik,4.738065923537897,5.43715224653134,5.379390610539493,chr4,129958374,129965657,+,lincRNA
1700006E09Rik,11.682264703418577,13.776095452116577,13.563314659622435,chr11,101982279,101994264,+,protein_coding
1700006H21Rik,0.449914576891287,0.533635444043425,0.379896959802697,chr13,107685397,107694173,+,lincRNA
1700006J14Rik,3.05631626370978,2.20569316871282,2.66300319861694,chr10,120362157,120386336,+,processed_transcript
1700007F19Rik,2.72275890498003,2.1879053205780443,2.216065598849065,chr3,58139707,58165807,-,lincRNA
1700007G11Rik,2.383383685342207,1.8388188009329691,1.9958557189634325,chr5,98327354,98803910,+,protein_coding
1700007J10Rik,1.209339354092269,1.2326978757403126,1.1648311193950327,chr11,59723917,59742154,-,processed_transcript
1700007K13Rik,5.357603467349136,6.938446629106832,6.728893863171944,chr2,28460001,28468332,-,protein_coding
1700007L15Rik,17.02073387267003,18.323262363637724,19.112169110073893,chr16,33377855,33382727,-,lincRNA
1700008J07Rik,23.7508353711335,26.55192091078735,26.125364946431553,chr7,127508438,127514869,-,antisense
1700008O03Rik,7.929356560315067,9.38160757041898,9.259367648524387,chr7,44358043,44387820,-,protein_coding
1700009P17Rik,5.04680040905985,5.422625503887943,5.6733141570534995,chr1,171111918,171128967,+,protein_coding
1700010B13Rik,15.967313190914215,17.80919355254259,18.823521910223825,chr15,73643852,73654347,+,processed_transcript
1700010I14Rik,5.380357767789583,6.060912787790983,5.363251197214557,chr17,8986333,9010319,+,protein_coding
1700010K24Rik,32.1921636913593,31.8722662879003,32.4178739031635,chr3,108246909,108258985,-,antisense
1700010L04Rik,23.2559293365531,16.4110686891488,17.1847507110749,chr7,82849599,82861849,+,protein_coding
1700011A15Rik,2.381444398372848,2.9136495244771012,2.9795839984525228,chr15,101445745,101455909,+,protein_coding
1700011E24Rik,2.846651638222501,3.644475970700383,3.9516732779476635,chr17,87387571,87429741,-,protein_coding
1700011H14Rik,1.7934525892632,1.48172774962724,1.486067519228195,chr14,49224358,49247428,-,protein_coding
1700011I03Rik,3.7661125326015634,3.9207579573169804,3.9125248548568794,chr18,57531780,57733065,+,protein_coding
1700011L22Rik,3.7777310163113254,4.210383653502625,4.46565151768072,chr8,79208430,79250583,-,protein_coding
1700012B09Rik,1.75311542030053,1.25582207831553,1.4860675192282,chr9,14754587,14773030,-,protein_coding
1700012C14Rik,2.6095045459694663,2.83982995471776,2.969341678457843,chr6,30458128,30465313,+,antisense
1700012I11Rik,1.86792120888658,1.27360992645031,1.78775039907151,chr15,67224769,67379094,+,lincRNA
1700013F07Rik,2.3964415509358914,2.940924224950431,2.7350098119128776,chr3,108532150,108546723,+,protein_coding
1700015O11Rik,0.5879918091096474,0.6492564569195001,0.5437740797175855,chr6,113629645,113635144,-,lincRNA
1700016D06Rik,2.5850695301555406,2.251941573863252,2.242136958835523,chr8,11652924,11703063,-,protein_coding
1700016G22Rik,0.421988844532518,0.377102380457354,0.364999039810434,chr13,5853508,5860092,-,lincRNA
1700016H13Rik,2.26819003936228,2.9136495244771,2.58851359865563,chr5,103646039,103658010,-,protein_coding
1700016K19Rik,1.250452237842681,1.6186941802650554,1.4804807992310969,chr11,75997912,76005569,+,protein_coding
1700016P03Rik,8.555358394024157,9.724616575284667,9.350307035143828,chr11,75170560,75179633,+,processed_transcript
1700017B05Rik,3.9654539949452747,4.991270186619504,5.357664477217435,chr9,57250322,57264599,-,protein_coding
1700017D01Rik,2.5474473629499803,1.746766686835475,1.3780575992842925,chr19,11094816,11132876,-,protein_coding
1700017G19Rik,1.31561228001314,1.38033701525899,1.32591487931137,chr3,40502867,40524912,-,lincRNA
1700017J07Rik,4.92578890217185,4.720894894970835,5.117435517342205,chr2,168976268,168980906,+,lincRNA
1700017N19Rik,9.761594888965421,9.221220473070389,10.56634975451225,chr10,100588511,100620401,+,protein_coding
1700018B08Rik,0.932409174867805,0.6972836468834085,0.601503519687603,chr8,121528780,121546320,-,protein_coding
1700018C11Rik,0.735377618780931,0.811125874946006,0.826834559570575,chr4,63605089,63624428,-,protein_coding
1700018L02Rik,16.666490786267143,18.776852491074628,18.65840329697625,chr19,29044245,29050729,+,antisense
1700018M17Rik,34.0957677804821,36.1182256376725,38.2317871801439,chr4,59547154,59551625,+,pseudogene
1700019B03Rik,0.907586301660011,1.061934533646418,1.1210684794177594,chr8,3468862,3489181,+,protein_coding
1700019D03Rik,3.5546354433562657,3.6223173941667697,3.7401228140575298,chr1,52920324,53022179,-,protein_coding
1700019G17Rik,15.651855843898483,17.60641208380605,17.66520863082541,chr6,85897051,85906884,-,protein_coding
1700019L03Rik,10.886898474385495,12.587867196713233,12.84324852666307,chr2,32775381,32786428,-,protein_coding
1700019O17Rik,4.246779891300286,4.112550488761326,3.9504317846149704,chr1,86424329,86430052,+,protein_coding
1700020A23Rik,0.490251745853954,0.569211140312987,0.398519359793025,chr2,130403259,130408074,+,protein_coding
1700020D05Rik,1.26596653359755,1.38389458488595,1.15086431940229,chr19,5500767,5505787,-,protein_coding
1700020G17Rik,1.6321039134125306,1.184670685776403,1.385506559280423,chr10,110782585,110898550,-,antisense
1700020I14Rik,6.502351636781943,6.5281402654645735,6.458248316645855,chr2,119592297,119609502,+,lincRNA
1700020L24Rik,19.734184200197152,22.754215334011665,22.824854921479,chr11,83435677,83443233,+,protein_coding
1700020N01Rik,4.110512660253332,4.264636590313707,4.104842517868114,chr10,21591145,21624376,+,protein_coding
1700020N18Rik,0.58644037953416,0.627911039157763,0.5754321597011435,chr1,91402879,91408029,-,lincRNA
1700021A07Rik,2.64053313747921,2.90653438522319,2.82315583853377,chr10,21417358,21428565,+,lincRNA
1700021F05Rik,7.3928722131115805,7.470896216607953,8.142458171771125,chr10,43523121,43542994,-,protein_coding
1700021J08Rik,2.156487109927203,2.4985997346655466,2.3985651187542802,chr4,117000166,117005012,-,antisense
1700021K19Rik,10.11283854485575,10.525425498312512,10.652385242467584,chr16,32819703,32879766,-,protein_coding
1700021N21Rik,7.074518864221626,7.8230956096766135,7.404266236154506,chr4,134446766,134452171,-,antisense
1700022H16Rik,1.2551065265691395,1.0459254703251148,1.117343999419695,chr12,9563236,9572585,-,lincRNA
1700022I11Rik,0.443708858589338,0.54786572255125,0.439488639771747,chr4,42967604,42985640,+,protein_coding
1700022N22Rik,17.2849940436947,18.240845333946584,18.5988116170072,chr17,25983815,25990469,+,lincRNA
1700023E05Rik,2.1854471286696318,2.3634120888412116,2.6245169053035964,chr5,77014023,77063529,+,protein_coding
1700023F06Rik,1.3807723221836046,1.428957133494061,1.2688061860077002,chr11,103196944,103210558,-,protein_coding
1700023H06Rik,37.55545573381858,36.00349401720314,37.91893086030641,chr13,80882224,80887524,-,processed_transcript
1700023L04Rik,0.9091377312354989,0.9783316474129475,0.983262719489335,chr6,29983329,29995776,+,lincRNA
1700024G13Rik,0.378548816418876,0.466041621131258,0.521427199729192,chr14,32374502,32390373,-,protein_coding
1700024P16Rik,1.163572181615396,1.3002916986524804,1.4041289592707513,chr4,104911456,105018863,+,protein_coding
1700025G04Rik,2.8793988559787804,2.9755637186865824,3.058908888235888,chr1,151850403,152092125,-,protein_coding
1700025H01Rik,1.43972664605212,1.49773681294855,1.29611903932685,chr16,30193071,30202299,+,lincRNA
1700025N21Rik,4.525520071696155,3.043500815861,2.9888951984476897,chr10,83137150,83144038,-,antisense
1700025N23Rik,4.447948592921792,4.253074489026096,4.273840797780336,chr6,39061878,39069598,-,antisense
1700026D08Rik,0.800537660951393,0.675938229121672,0.793314239587984,chr7,83772101,83796880,-,protein_coding
1700026D11Rik,1.1966693458924587,1.0589698922906179,1.0689257594448438,chr2,132488634,132526057,+,antisense
1700026J14Rik,12.24284792336131,13.62193410161516,14.125711139330335,chr6,48534582,48539474,-,lincRNA
1700026L06Rik,2.3221797885892355,2.4952793363470533,2.3598305267743998,chr2,28690080,28701727,-,protein_coding
1700027A07Rik,7.557013462198139,8.363846192973941,8.45177623561048,chr15,78909966,78915660,-,antisense
1700027H10Rik,2.790246091513725,1.9842344594348011,2.0065635989578716,chr3,45414584,45441310,-,antisense
1700028B04Rik,0.722966182177034,0.68661093800254,0.800763199584116,chr7,28490550,28499713,+,transcribed_processed_pseudogene
1700028D13Rik,2.10373850436064,2.29107483975977,2.21606559884906,chr5,112204763,112212004,+,lincRNA
1700028E10Rik,23.055794921315226,23.353665816153743,24.61788166721446,chr5,151366675,151398164,+,processed_transcript
1700028I16Rik,6.517555646621715,6.8536578863310496,7.029955996348925,chr10,82810123,82826242,+,lincRNA
1700028K03Rik,2.0401298917656625,1.286061420144653,1.072029492776564,chr5,107506944,107553549,+,protein_coding
1700028N14Rik,29.263064652839482,30.016993727442674,29.55561102465001,chr11,103262860,103269745,-,processed_transcript
1700028P14Rik,0.440605999438364,0.330853975306923,0.361274559812368,chr19,23556760,23654812,-,protein_coding
1700029H14Rik,7.524433441112923,8.577300370591324,8.277656795700931,chr8,13548733,13564461,-,protein_coding
1700029I15Rik,16.48238780997599,16.93314203190461,17.637275030839916,chr2,92380538,92387708,+,protein_coding
1700029J03Rik,1.47230666713735,0.7968955964381834,0.711375679630539,chr16,93389677,93460872,-,lincRNA
1700029J07Rik,28.67041855500339,26.559036050041275,27.77903406557269,chr8,45951606,45977252,-,protein_coding
1700029M20Rik,0.632983266798776,0.668823089867759,0.610814719682767,chr4,135624655,135632198,+,lincRNA
1700030A11Rik,0.93396060444329,1.22380395167292,1.10803279942453,chr17,28903265,28908771,+,antisense
1700030C10Rik,0.9386148931697516,1.17933433133597,1.4153023992649496,chr12,20812257,20817727,-,transcribed_unprocessed_pseudogene
1700030C12Rik,34.39002225663285,32.45096428055184,33.93994472903962,chr11,23495753,23501661,+,processed_transcript
1700030F04Rik,0.319594492550362,0.416235646353871,0.543774079717586,chr6,117644693,117753769,-,lincRNA
1700030J22Rik,18.30169755883064,19.043670213096366,20.30338196278858,chr8,116967599,116980943,-,protein_coding
1700030K09Rik,8.103633815961466,8.117780960442813,8.422290768959135,chr8,72441880,72463001,+,protein_coding
1700030M09Rik,2.673113158564441,3.0968643602653447,2.906956638490244,chr8,121542382,121550342,+,lincRNA
1700031F10Rik,0.552308928873442,0.6154595454634165,0.506529279736929,chr6,88220602,88227678,-,antisense
1700031P21Rik,12.55416812484241,13.33851438800099,12.60364031345417,chr12,52597981,52604322,-,lincRNA
1700034B16Rik,1.22252650548391,1.1526525591338,1.02423199946805,chr18,75779032,75784303,+,lincRNA
1700034E13Rik,0.937063463594267,0.722186634272102,0.700202239636343,chr18,52644209,52665733,+,protein_coding
1700034H15Rik,20.98877358357445,21.33711676594078,21.76089513536492,chr1,191884130,191909527,-,antisense
1700034J05Rik,6.53462137195207,4.4398468944413,4.11555039786255,chr6,146948329,146956422,-,protein_coding
1700034P13Rik,13.66312998540065,11.526525591337972,12.734742009386078,chr1,9745648,9793922,+,antisense
1700036A12Rik,3.17981005791856,3.440169829266612,3.334899390267986,chr9,60741120,60772276,+,lincRNA
1700037C06Rik,1.514195265675505,1.648933522094185,1.551245919194345,chr4,137114709,137119582,-,lincRNA
1700037C18Rik,21.41593386002525,21.25114216662265,21.827315028663786,chr16,3893179,3910689,-,protein_coding
1700037F24Rik,0.7229661821770335,0.6350261784116755,0.5288761597253225,chr1,132199069,132205803,-,lincRNA
1700037H04Rik,14.094220550109354,15.500330864648014,15.573292365245182,chr2,131144324,131162081,-,protein_coding
1700039E15Rik,1.0348035268499594,0.9516498752107765,1.085685919436138,chr7,45275513,45290998,+,protein_coding
1700039E22Rik,0.5005946096905353,0.609530262751823,0.6319201063384726,chr19,44826493,44837938,-,antisense
1700039M10Rik,25.9212853472401,27.435976963086,27.7250291056007,chr14,57569624,57574368,+,lincRNA
1700040D17Rik,26.437911395877293,25.906222023494827,26.443807986266165,chr3,94407395,94414883,-,lincRNA
1700040F17Rik,2.74913320776331,1.14909498950684,1.14341535940616,chr15,55434115,55441020,-,antisense
1700041G16Rik,26.002993971549056,26.41258276706489,26.95033726600305,chr8,22803766,22811537,+,antisense
1700041M19Rik,3.86616250211409,3.92044172890569,4.22728479780452,chr16,77002228,77012881,-,lincRNA
1700042G07Rik,2.995293367073947,2.37764236734904,2.402289598752347,chr4,116171372,116176290,+,protein_coding
1700042O10Rik,2.756373212448915,2.9104872403642466,2.97999782956342,chr11,11866123,11887321,+,antisense
1700044C05Rik,3.0656248411627,1.32341590122769,1.23280287935973,chr14,118363878,118400170,+,lincRNA
1700044K03Rik,0.20478870396431,0.199223899109545,0.268162559860727,chr18,49521289,49526440,+,lincRNA
1700045H11Rik,9.16791450474567,10.346005403459685,10.412404581258887,chr4,150826225,150856949,-,antisense
1700047A11Rik,0.7894560211264843,0.7379415854771934,0.6688101939383612,chr8,26080609,26104694,+,antisense
1700047F07Rik,1.7469097019985829,1.6662766740255952,1.579179519179837,chr4,107687701,107760985,+,lincRNA
1700047G03Rik,2.7739560809711046,2.362226232298895,2.737492798578256,chr15,11962276,11972083,+,lincRNA
1700047K16Rik,20.89775638181252,21.724298927007812,22.186727348477085,chr11,58320988,58326439,+,processed_transcript
1700047M11Rik,9.769352036842866,9.833122448906845,10.123136634742458,chr1,182285990,182305325,+,lincRNA
1700048M11Rik,1.7593211386024814,1.737279834496927,1.740573652429349,chr16,92306716,92314468,-,antisense
1700048O20Rik,0.9068105868722671,0.9427559511433845,0.9460179195086762,chr9,121936135,121949014,+,protein_coding
1700049E22Rik,0.462326013495185,0.45181134262343303,0.437626399772714,chr6,100525400,100535426,+,lincRNA
1700049G17Rik,3.5263994250824,3.945344716294385,4.106239197867385,chr7,27905392,27931460,-,protein_coding
1700049J03Rik,12.717068230268545,14.851074407728534,14.767563192330309,chr17,26552254,26563499,-,antisense
1700051A21Rik,4.13424953275828,5.178398348997393,5.232149501282624,chr11,72264421,72270575,+,processed_transcript
1700052K11Rik,12.838596880348392,12.483511820989179,11.84384639384878,chr11,105175726,105183433,-,antisense
1700052N19Rik,20.216161654981835,23.01391791677945,22.51075710830881,chr10,4430467,4457141,+,protein_coding
1700054A03Rik,0.446811717740313,0.54786572255125,0.469284479756272,chr19,53074218,53086392,+,lincRNA
1700054K19Rik,5.25003768344867,2.68596506835191,2.77473759855891,chr6,112208708,112214519,+,lincRNA
1700055D18Rik,32.04632931126353,31.732335215906676,33.52776894258704,chr4,45009687,45017406,+,antisense
1700055N04Rik,0.8796605693012416,0.8769409130446948,0.690891039641178,chr19,3956645,3974103,+,protein_coding
1700056E22Rik,46.94781038381805,46.80338601223531,48.6938514947104,chr1,184031030,184036301,-,protein_coding
1700056N10Rik,0.670217576610469,0.458926481877345,0.394794879794959,chr16,17045520,17051111,+,lincRNA
1700057H15Rik,2.6639456201638314,2.4741279678376973,2.5658281295765026,chr4,124412416,124487959,-,lincRNA
1700058P15Rik,5.17246620467431,7.37484183668013,7.64263295603072,chr7,19256492,19261739,+,antisense
1700060C20Rik,5.896983816426835,5.27053940233556,4.65932447758013,chr2,158190008,158197749,+,antisense
1700060J05Rik,0.9029320129335486,0.774364322134125,0.803246186249493,chr4,53560983,53566697,-,antisense
1700060O08Rik,1.1244761563131205,1.2060161035381403,1.1255378554154407,chr12,54060048,54081392,-,antisense
1700061I17Rik,1.1315093037219952,0.9901902128361327,1.0242319994680549,chr3,117058517,117079765,-,lincRNA
1700061J23Rik,2.37058439134444,2.08473580139631,2.2235145588452,chr11,23150140,23168375,+,lincRNA
1700063D05Rik,9.374978638754033,10.40233358921984,10.516441722538186,chr9,41204137,41219627,+,lincRNA
1700063H04Rik,3.66861380283539,3.149634976398526,3.1670494916884935,chr6,122389379,122394687,+,protein_coding
1700064H15Rik,25.188234872822395,21.80790181324128,23.187681347957245,chr3,19608368,19630677,-,protein_coding
1700064J06Rik,3.29833927748578,1.06727088808685,1.17321119939068,chr10,119090905,119105107,+,lincRNA
1700064M15Rik,12.8086025752223,14.852853192542,15.9370499117229,chr12,99624053,99629974,-,lincRNA
1700065D16Rik,18.4077119131556,18.885358364696824,19.09354671008357,chr9,95853418,95860322,-,antisense
1700066B17Rik,6.099186804432002,5.600800449371324,5.72700874369228,chr1,39837175,39849334,-,lincRNA
1700066B19Rik,5.376368377452629,6.560158392107167,6.27255638531372,chr18,35701225,35732869,+,protein_coding
1700066J03Rik,1.68795537813007,1.81080294012069,1.728158719102465,chr13,58146777,58151692,+,lincRNA
1700066M21Rik,14.525517972094788,16.044639017572297,15.574533858577874,chr1,57375620,57387423,+,protein_coding
1700066O22Rik,2.796606952773221,2.658216025261647,2.590003390654855,chr18,57502422,57535752,-,processed_transcript
1700067K01Rik,19.7310813410462,21.5766597874891,22.3059107084152,chr8,83999502,84006770,+,protein_coding
1700069B07Rik,25.31622781280005,28.2115271417624,29.62078942461615,chr7,121705075,121710013,+,antisense
1700069L16Rik,1.7608725681779704,2.3728989411797654,2.2030299188558344,chr5,113690422,113726772,-,protein_coding
