gene_name,gene_length,gene_type,gene_chr
Susd4,132731.0,protein_coding,chr1
Gba2,11945.0,,
Gnao1,159422.0,,
Kif5a,37652.0,,
Gm15810,5566.0,,
Cnih3,108013.0,,
Asic2,1088288.0,,
Srek1,35260.0,,
Unc5a,56607.0,,
Zmym3,16465.0,,
Abi1,100168.0,,
Eno2,9620.0,,
Eif4enif1,42196.0,,
Snx32,18303.0,,
Fnbp4,35651.0,,
Supt6,39241.0,,
Rapgef6,176438.0,,
Klc1,48995.0,,
Ttbk1,45227.0,,
Ralyl,710632.0,,
Frmd4a,596326.0,,
Adamts18,151612.0,,
Speg,57023.0,protein_coding,chr1
R3hdm4,11156.0,protein_coding,chr10
Acap3,15429.0,protein_coding,chr4
Kif2a,63130.0,,
Klhdc3,6364.0,,
Pclo,348541.0,,
Pcm1,92592.0,,
Eif4g1,24571.0,,
Pcsk2os2,48382.0,,
Ephb6,15027.0,,
Prkcb,345651.0,protein_coding,chr7
Col4a2,136482.0,protein_coding,chr8
Col6a1,17376.0,,
Lrp1,82987.0,,
Dync1li1,35512.0,,
Cdh13,1041188.0,protein_coding,chr8
Atxn2l,11729.0,protein_coding,chr7
Cntnap4,312674.0,,
Trim46,12132.0,,
Grina,3140.0,,
Med24,24844.0,,
Nptx1,9034.0,,
Ppp1r12c,20160.0,protein_coding,chr7
Tnk2,39619.0,,
Rogdi,4823.0,,
Klhl29,298210.0,,
Prkcg,41920.0,,
Kmt2a,77941.0,,
Gls,69784.0,,
Sf1,14340.0,,
Arglu1,25446.0,,
Syp,14785.0,,
Thy1,5195.0,,
Atp6ap1,7624.0,,
Fbxl16,12170.0,protein_coding,chr17
Dtx3,5350.0,,
Ccnd2,27031.0,,
Cacna1g,65807.0,,
Kcnh3,17956.0,,
Tenm1,901260.0,,
Prkce,490134.0,protein_coding,chr17
Gm10754,285676.0,,
2900093K20Rik,,,
Birc6,175061.0,,
Ntng2,58464.0,protein_coding,chr2
Cers4,38654.0,,
Gm20404,19843.0,,
4933434E20Rik,16711.0,,
Hdac7,51838.0,,
Ankrd13d,12957.0,,
Armc9,123504.0,,
Abca3,58251.0,,
Ndst1,64156.0,,
Cnot3,15841.0,,
Tpm3,28253.0,,
Sirpa,39393.0,,
Mapk8ip1,17587.0,protein_coding,chr2
Ppp1cb,58590.0,,
Grm1,396297.0,,
Mbnl1,156920.0,protein_coding,chr3
Rsrp1,4079.0,,
Smg5,26078.0,,
Vwa8,353258.0,,
Gdi1,6864.0,,
Faim2,31153.0,,
Acot7,93721.0,protein_coding,chr4
Rasa1,74350.0,,
Elmo2,38448.0,,
Cpeb2,56554.0,,
Gucy1a2,361958.0,,
Mark2,66464.0,protein_coding,chr19
Hivep3,404261.0,protein_coding,chr4
Sympk,30241.0,protein_coding,chr7
Papola,54250.0,,
Mink1,51602.0,,
Pcf11,26391.0,,
Cckbr,45167.0,,
Gm11867,484493.0,processed_transcript,chr4
Rapgefl1,16912.0,,
Srrm4,152542.0,protein_coding,chr5
Picalm,83252.0,,
Nwd2,161444.0,,
Synpo,66169.0,protein_coding,chr18
Edil3,501751.0,protein_coding,chr13
St6galnac5,165165.0,,
Zfp346,29514.0,,
Psap,24970.0,,
Syn2,147104.0,,
Faf1,287372.0,,
Mat2a,6759.0,,
L1cam,42327.0,,
Banf2,40920.0,protein_coding,chr2
Madd,46477.0,,
Tenm2,1229308.0,,
Usp12,60197.0,,
Myrip,173328.0,,
Btf3,7110.0,,
Ip6k1,46281.0,,
Rhbdl3,55043.0,,
Zc3h7a,39801.0,,
Fndc3a,172057.0,,
Suco,60568.0,,
Fchsd2,191542.0,protein_coding,chr7
Rims2,486111.0,,
Grip1,633431.0,protein_coding,chr10
Fbxo21,33471.0,,
Smarca2,173272.0,,
Itch,93346.0,,
Zyg11b,71372.0,,
Neurl4,12748.0,,
Fastk,6847.0,,
Supt5,23855.0,,
Clstn1,62431.0,,
Pi4ka,125963.0,,
Bsn,94362.0,protein_coding,chr9
Plekha6,139225.0,protein_coding,chr1
Dbndd2,7213.0,,
Nup98,90778.0,,
Igf1r,280841.0,,
Stag1,361577.0,,
Zdhhc1,24479.0,,
Hk1,111053.0,,
Pdzd4,31610.0,,
Casc3,28909.0,,
Nbea,558506.0,protein_coding,chr3
Tmem135,264508.0,protein_coding,chr7
Fars2,608868.0,protein_coding,chr13
Grik2,693933.0,,
2610507B11Rik,28871.0,,
Mcf2l,147099.0,,
Ahsa1,7519.0,,
Cox6a1,3339.0,,
Sec61a2,24445.0,,
Tnrc6c,109150.0,protein_coding,chr11
Ccdc57,106343.0,,
Fnbp1l,80996.0,,
Trim2,146438.0,protein_coding,chr3
Slc2a3,73831.0,,
Icam5,6963.0,,
Strn3,82265.0,,
Ppip5k1,44835.0,,
Phkg2,9967.0,,
Slc44a1,182065.0,,
Hnrnpl,13725.0,,
4930445B16Rik,96543.0,,
Srcap,49236.0,,
Ythdf3,33825.0,,
Tbc1d9b,41389.0,,
Mical3,199292.0,,
Zer1,27302.0,,
Aatk,39854.0,,
Gphn,458393.0,,
Kdm6a,117361.0,,
Pcsk1n,4588.0,,
Uri1,63559.0,,
Adam15,11454.0,,
Usp32,155719.0,,
Kcnj9,8817.0,,
Atp2b3,67919.0,,
Gm28376,193446.0,antisense,chr1
Dzip1,49940.0,,
Prrc2a,15821.0,,
Clk3,15236.0,,
Marf1,54178.0,,
Sgip1,232331.0,,
Prrt1,3593.0,protein_coding,chr17
Trpc5,306509.0,,
Hbs1l,72919.0,,
Calm1,10379.0,,
Scd2,13190.0,,
Unc13b,205918.0,,
Ddx17,19005.0,,
Eef2,5867.0,,
Rtn1,197302.0,,
Dkk3,43040.0,,
Kptn,7621.0,protein_coding,chr7
Hps4,35331.0,,
Adk,395995.0,protein_coding,chr14
Tmem59l,3491.0,,
Ak5,205545.0,,
Pbx4,39801.0,,
Agbl4,1266663.0,,
Fam171a2,10701.0,protein_coding,chr11
Pgbd5,70609.0,,
Wdr1,36408.0,,
Slc22a17,6828.0,,
Adamts3,206247.0,,
Nova2,39431.0,,
Cers5,38004.0,protein_coding,chr15
Pitpna,40707.0,,
Wdr13,9591.0,,
Brip1os,103073.0,,
Klf13,52564.0,,
Dalrd3,2888.0,,
Dnm1,44867.0,protein_coding,chr2
Cadm4,22516.0,protein_coding,chr7
Lmtk2,87768.0,protein_coding,chr5
Rpn1,20822.0,,
Kif21a,116672.0,,
Sh3glb2,14528.0,,
9630028H03Rik,258137.0,,
Trmt1,13501.0,,
Psd,15069.0,protein_coding,chr19
Polb,25309.0,protein_coding,chr8
Atp13a3,93552.0,,
Edc4,14027.0,,
Leng9,2459.0,protein_coding,chr7
Stmn3,8041.0,,
Ftl1,1940.0,,
Lingo1,177993.0,,
Kdm5c,41515.0,,
Tll2,124082.0,,
Agap2,17885.0,,
Ncdn,9688.0,,
Esco1,43845.0,,
Orc4,47453.0,,
Srebf2,58198.0,,
Ogt,44291.0,,
Slc35f3,256983.0,protein_coding,chr8
Nrgn,8412.0,,
Cpne7,17808.0,,
Dock9,255791.0,,
Zkscan16,14727.0,,
Stx12,31008.0,,
Dbn1,14682.0,,
Slitrk5,8044.0,protein_coding,chr14
Cacnb2,384820.0,,
Gigyf1,9387.0,,
Ksr1,132967.0,,
9530059O14Rik,107097.0,lincRNA,chr9
Atg9a,11336.0,protein_coding,chr1
Dpp9,32098.0,,
Usf2,11555.0,,
Mafg,8483.0,,
Arpc2,32125.0,,
Kif3a,34588.0,,
Cfp,6101.0,,
Pum2,78447.0,,
Chrm1,19798.0,,
Mgat3,41798.0,,
Rapgef4,276234.0,,
Ssbp2,243146.0,,
Zmiz2,17084.0,protein_coding,chr11
Ak2,19571.0,,
Phf12,47785.0,,
Lrfn2,165209.0,,
Stk19,12952.0,,
Gga2,34500.0,,
Sept7,56132.0,,
Srrm2,34209.0,,
Bbx,240546.0,,
Slc6a6,75013.0,,
Phka2,96712.0,,
Extl1,27478.0,,
Rnf208,2007.0,,
Cntnap3,167773.0,,
Rps29,1464.0,,
Slc26a4,40142.0,protein_coding,chr12
Ttyh1,17300.0,protein_coding,chr7
Cltb,18943.0,,
Sntg1,938403.0,protein_coding,chr1
Zeb2,133763.0,protein_coding,chr2
Noc2l,11697.0,protein_coding,chr4
Gpm6a,106028.0,protein_coding,chr8
Ints8,55100.0,,
Trps1,235711.0,,
Atp2a2,48712.0,,
Traip,22134.0,,
Dgke,31671.0,,
Celsr2,24701.0,,
Tubb5,4385.0,,
Tmod2,45704.0,,
Apbb2,320081.0,protein_coding,chr5
5330438D12Rik,74463.0,,
Lmo7,204753.0,,
Nckipsd,10476.0,,
Crmp1,50193.0,,
Ice1,85927.0,,
Sox11,8310.0,,
Sirt7,6868.0,,
Sez6l,158034.0,,
Ppt1,22933.0,,
Ptprr,256719.0,protein_coding,chr10
Zzef1,130894.0,protein_coding,chr11
Pkd1,46674.0,protein_coding,chr17
Setdb1,33677.0,,
Chd1,67643.0,,
Rps21,1068.0,,
Gnas,62424.0,,
Dpy19l1,91364.0,,
Sez6,48248.0,,
Tango2,47278.0,,
Plxna4,443924.0,,
Elfn2,51440.0,,
Galnt14,217225.0,,
Mapk14,57077.0,,
Fubp1,26404.0,,
Nsmf,8526.0,protein_coding,chr2
A430106G13Rik,3387.0,,
Dnajc5,34648.0,,
Rmnd5b,12225.0,,
Ncln,10143.0,,
Slc12a5,38929.0,,
Nxf1,13849.0,,
Mdn1,118098.0,,
Ptbp2,65724.0,protein_coding,chr3
Dnajc19,25301.0,,
Smap2,48930.0,,
Vcp,20544.0,,
P4htm,18805.0,,
Lzts1,51556.0,,
Kalrn,604459.0,,
Tnrc18,93001.0,protein_coding,chr5
Arf3,26580.0,,
Unc13a,47340.0,,
Stxbp5l,270020.0,protein_coding,chr16
Pfkp,69009.0,,
Vps9d1,11992.0,,
Gm15283,106775.0,,
Cdk16,11926.0,,
Mfn2,31105.0,,
Ube2e2,320692.0,protein_coding,chr14
Xylt1,292601.0,,
Cops4,29494.0,,
Cdh12,1140268.0,,
Sec23b,34520.0,,
Spsb3,5509.0,,
Smg7,65651.0,,
Islr2,8022.0,,
Dyrk1a,125507.0,,
Yme1l1,42891.0,,
Cpe,100512.0,,
Slc50a1,2324.0,,
Rplp1,1258.0,,
Rps19,5435.0,,
Slc44a5,298286.0,protein_coding,chr3
Rps6kl1,16015.0,,
Zfp512,29323.0,,
Ccdc50,63349.0,,
Scn8a,176080.0,,
Rbm5,30625.0,,
Gtf3c2,24139.0,,
Crtc1,57224.0,,
Ankrd27,52982.0,,
Pik3cd,53403.0,,
Wdr7,281091.0,,
Lrba,558012.0,protein_coding,chr3
Mga,72353.0,,
Far1os,34498.0,,
Ints3,42234.0,,
Brms1l,33412.0,,
Acadsb,38343.0,protein_coding,chr7
Nyap2,264814.0,,
Luc7l,32608.0,protein_coding,chr17
Grcc10,2191.0,,
Mmp17,26930.0,protein_coding,chr5
Uggt2,114391.0,,
Gm26917,3328.0,,
Gmds,519161.0,,
Pkn1,32643.0,,
Aprt,2274.0,,
Iqgap1,114391.0,,
Rc3h2,52834.0,,
Kcnt1,54539.0,,
Chl1,239625.0,,
Lars2,95739.0,,
Pigq,18515.0,,
Nfix,100468.0,,
Map3k10,18223.0,protein_coding,chr7
Ppp2r5c,135942.0,,
Thoc2,125683.0,,
Sart1,11180.0,,
Map4k2,14480.0,,
Ssbp3,138993.0,,
Pspc1,57606.0,,
Ankrd13b,19193.0,,
Cc2d1b,14183.0,,
Myo9b,87999.0,,
Pus7,43063.0,,
Plxna2,198651.0,,
D5Ertd579e,95539.0,protein_coding,chr5
Dyrk2,14606.0,,
Kcnc2,195903.0,,
Zc3h14,40789.0,,
Rpgrip1l,96232.0,,
Ipo13,20513.0,,
Slc27a4,14888.0,,
B4galt5,50739.0,,
5730522E02Rik,608000.0,,
Itm2c,14394.0,,
Rph3a,69593.0,,
Golga4,76252.0,,
Chd8,59629.0,,
Gm13629,105146.0,,
Tnfrsf25,4185.0,,
Rngtt,192303.0,,
Clip3,16639.0,protein_coding,chr7
Faah,50781.0,,
Ckb,2977.0,protein_coding,chr12
Gripap1,30802.0,,
Sptbn2,41193.0,protein_coding,chr19
Arhgap26,408477.5,,
Spred2,99651.0,,
Ano8,9944.0,,
Mast3,26937.0,protein_coding,chr8
Ppfia3,27897.0,,
Csnk1e,37710.0,,
Hp1bp3,28387.0,,
Fbxo41,33420.0,protein_coding,chr6
Ubap2l,52488.0,protein_coding,chr3
Rbm33,102118.0,,
Ly6h,15987.0,,
Lrfn5,335192.0,,
Srpk2,181353.0,,
Nlgn2,14662.0,,
Grik3,223473.0,,
Slc20a1,12852.0,,
Kras,33540.0,,
4930419G24Rik,63830.0,,
Car7,15654.0,,
Dazap1,26922.0,,
C2cd2l,11048.0,protein_coding,chr9
Chm,144924.0,,
2700081O15Rik,8279.0,,
St8sia5,72932.0,,
Baz2a,37726.0,,
Itpka,8926.0,,
Oprm1,279692.0,protein_coding,chr10
Ssbp4,11382.0,,
Krit1,42380.0,,
Map7d1,24176.0,protein_coding,chr4
Scmh1,124905.0,,
Qtrt1,8437.0,,
Zfp61,10193.0,,
Arpp21,170847.0,,
Pou6f1,24666.0,,
Syngr3,4863.0,,
Cntnap2,2244856.0,protein_coding,chr6
D8Ertd738e,3481.0,,
Mid1,320537.0,,
Socs7,36107.0,protein_coding,chr11
Syt4,9598.0,,
Kcnh1,319385.0,protein_coding,chr1
Sparcl1,34622.0,,
Camkk1,23065.0,,
Pcgf6,17289.0,,
Akap9,153256.0,,
4930512B01Rik,50191.0,antisense,chr12
Brd4,88448.0,,
Rilpl1,38311.0,,
Adap1,53746.0,,
Gm16153,14336.0,,
Cntfr,39591.0,,
Lix1,56715.0,,
Rab11fip3,80519.0,,
Znrf1,89933.0,protein_coding,chr8
Phyhd1,15946.0,,
Gtpbp6,4222.0,,
Basp1,50487.0,,
Ppp6r3,120821.0,,
Abcf1,12942.0,,
Ptpn5,55889.0,,
Setd1b,26436.0,protein_coding,chr5
Spock2,28979.0,,
Dnm3,495581.0,,
Mei4,342337.0,,
Glrb,70061.0,,
Fscn1,12842.0,protein_coding,chr5
Pcx,111280.0,,
Hexdc,18222.0,,
Pfkl,23136.0,,
Smarca4,88061.0,,
Gabra2,138252.0,protein_coding,chr5
Ddn,5713.0,,
Ube2o,43707.0,,
3110082I17Rik,100788.0,,
Phrf1,33966.0,,
Btbd7,97674.0,,
Bcl7a,31158.0,protein_coding,chr5
Angpt1,252254.0,protein_coding,chr15
Dnah14,239215.0,,
Pde9a,90100.0,,
Tra2b,21456.0,,
Rusc1,9330.0,,
Lamp1,16177.0,,
Myo16,480831.0,,
Gramd1b,238150.0,protein_coding,chr9
Snx14,62208.0,,
Lmna,29809.0,,
Atp6v0c,5836.0,,
Uqcr11,3833.0,,
Golga2,20537.0,,
Gmppa,7249.0,,
Ipo5,36775.0,,
Rufy3,86352.0,,
Spop,79326.0,,
Prkag2,237898.0,,
Cmss1,304864.0,,
Gtdc1,363245.0,protein_coding,chr2
Tacc1,102036.0,,
Ephb2,188449.0,,
Adam17,50123.0,,
Abcb10,30663.0,,
Ybx1,16623.0,,
Ndufs3,10193.0,,
Nkain3,659992.0,protein_coding,chr4
St13,36408.0,,
Gm1992,46966.0,,
Arhgef2,42086.0,,
Trrap,92046.0,,
Ddx6,35839.0,,
Tfdp2,127371.0,,
Ankrd28,131883.0,,
Zfp445,21477.0,,
Gramd1a,25769.0,protein_coding,chr7
Sbf2,306909.0,,
Psmd13,16675.0,,
Grip2,65741.0,,
Qrich1,43357.0,,
Disp2,31574.0,,
Zfand2b,2983.0,,
Cnot7,23307.0,,
Whrn,81081.0,,
Med25,15947.0,,
Pik3r3,81438.0,,
Pabpc4,36574.0,protein_coding,chr4
Ivns1abp,19945.0,,
Ssh2,243933.0,,
Amy1,50989.0,,
Gng2,105068.0,,
Cntn3,410446.0,,
Azi2,29295.0,,
Gm15398,125776.0,,
Sirt2,21926.0,,
Macrod2os1,56560.0,,
Exosc10,23972.0,,
Tgfbr1,61709.0,,
Cpsf7,22387.0,,
Gpatch8,80477.0,,
Hid1,20049.0,,
Ap2a1,29123.0,,
Nrd1,61122.0,,
Tasp1,233325.0,,
Rnf20,24881.0,,
Zfp664,40002.0,,
Strn4,25042.0,protein_coding,chr7
Smarcc2,31234.0,,
Syt14,144542.0,,
Tcta,3202.0,,
Sdc3,33782.0,,
Mapk8ip3,44824.0,,
Lpcat4,7643.0,,
Map6,69690.0,,
Fam45a,24642.0,,
Macf1,334727.0,protein_coding,chr4
Trim37,93606.0,,
Slc25a4,4487.0,,
Ids,22015.0,,
Tmem259,9382.0,,
Rabgap1l,574037.0,protein_coding,chr1
Ttc13,50651.0,,
Ankrd40,13840.0,,
Pogz,44759.0,,
Nop56,4883.0,,
Cdkal1,663928.0,protein_coding,chr13
Pip5k1a,48400.0,,
Sema6b,17258.0,,
Calm2,13523.0,,
Evi5l,44690.0,,
Prr16,302311.0,,
Numbl,23711.0,,
Slc25a51,12843.0,,
Sdhc,23438.0,,
Vwa5b2,15906.0,,
Cyfip1,90857.0,,
Atp9a,107971.0,,
Rps14,31448.0,protein_coding,chr18
Sugp1,29534.0,,
Prpf18,30055.0,,
Evi5,130312.0,,
Gm17202,27087.0,antisense,chr5
Pcyox1,11148.0,,
Cpsf6,35342.0,,
Wdr18,10051.0,protein_coding,chr10
Robo3,17577.0,,
Gabrb3,409110.0,protein_coding,chr7
Ythdc1,32438.0,,
Gle1,24945.0,,
Zcchc7,176338.0,,
Hspa4,40643.0,,
Plcb1,689191.0,,
Sptan1,65891.0,,
Rftn1,198417.0,,
Armc2,103452.0,,
Cmtr1,45384.0,protein_coding,chr17
Stag2,127868.0,,
Commd10,275468.0,,
Immt,46057.0,,
Gas7,233553.0,protein_coding,chr11
Ralgps1,238069.0,protein_coding,chr2
Htr1f,181125.0,protein_coding,chr16
Cntn2,33829.0,,
D630045J12Rik,130835.0,,
Kcnc4,21249.0,,
Negr1,754651.0,protein_coding,chr3
4930480K15Rik,5933.0,,
Sox12,4452.0,,
Ank3,628665.0,,
Ppip5k2,64363.0,,
Hspbp1,24547.0,,
Atp6v1g2,5107.0,,
Nek10,208644.0,protein_coding,chr14
Slc12a9,19039.0,,
Ring1,3888.0,,
Tnfrsf19,82615.0,,
Ttc14,15028.0,,
Mbd6,7062.0,protein_coding,chr10
Xkr4,465597.0,,
Kcnt2,365909.0,protein_coding,chr1
Pecr,25147.0,,
Tcf25,30082.0,,
Paxbp1,30506.0,,
Pja2,50911.0,,
Kif17,51532.0,,
Asap1,296062.0,protein_coding,chr15
Gde1,17233.0,,
Eftud2,42512.0,protein_coding,chr11
Aldoa,6917.5,protein_coding,chr7
Lrrc4b,34333.0,,
Sema4a,25223.0,,
Rprd1a,45244.0,,
Kif1a,86487.0,,
Spns2,38266.0,,
Dagla,59612.0,protein_coding,chr19
Ctxn1,1614.0,,
Hs3st2,109911.0,,
Pgap2,28359.0,,
Cacul1,56329.0,,
Cnih2,5653.0,,
Synj1,75216.0,,
Ell,53401.0,,
Arhgdia,3520.0,,
Caml,9406.0,,
Cyp46a1,27853.0,,
Taz,8239.0,,
Bax,5201.0,protein_coding,chr7
Wnt4,22237.0,,
Srsf6,5593.0,,
Ddx5,8830.0,,
Actn4,69092.0,,
Ints10,37738.0,,
Chpf2,7815.0,,
Gm14330,9287.0,,
Otud5,35262.0,,
Chmp2a,2797.0,,
Cdkl5,222781.0,,
Specc1,266250.0,protein_coding,chr11
Il1rap,148413.0,protein_coding,chr16
Kdm2a,83866.0,,
Pik3ip1,12570.0,,
Fam172a,464202.0,,
Safb,21469.0,,
Vps37b,27629.0,,
Npat,37295.0,,
Ociad2,18829.0,,
Cep104,33538.0,,
Cadm3,34437.0,,
Ibtk,61974.0,,
Ckap5,93902.0,,
Ets2,18976.0,,
Nrg1,1069703.0,,
Rab3gap2,82642.0,,
Tsc1,49939.0,,
Pfkm,39862.0,,
Nufip2,55766.0,,
Fxyd6,25974.0,,
Sidt2,17401.0,,
Dlgap2,751815.0,protein_coding,chr8
Ilf2,12253.0,,
Rlf,69711.0,protein_coding,chr4
Ppp1r16a,23304.0,,
Syt13,40960.0,,
Unc80,230781.0,,
Stip1,19265.0,protein_coding,chr19
Taf15,33657.0,,
Med1,41139.0,,
B4galnt1,7105.0,,
Tle3,46131.0,protein_coding,chr9
Cacna1b,159265.0,protein_coding,chr2
Skiv2l,10982.0,protein_coding,chr17
Pnpla6,28883.0,,
Smchd1,130854.0,,
Smarcd3,33593.0,,
Dtnb,209415.0,,
Per3,41013.0,,
Cdk5r1,4161.0,,
Abca2,19837.0,,
Stub1,2899.0,,
Gm28175,42557.0,,
Dnajc11,48446.0,,
Spopl,65886.0,,
Cep170,80414.0,,
Ift172,37839.0,,
Zfp740,12357.0,protein_coding,chr15
Sez6l2,20043.0,protein_coding,chr7
Rpl34,3567.0,,
Srrm1,32837.0,,
Ppp6r2,75457.0,,
Ormdl3,6112.0,,
Shank2,422566.0,protein_coding,chr7
Filip1l,220033.0,,
Coro1a,8014.0,,
Atp2b4,101584.0,,
Ntrk3,562053.0,protein_coding,chr7
Rexo1,20638.0,,
Ncor2,162066.0,protein_coding,chr5
Fbxw5,4721.0,,
Dnajc16,30742.0,protein_coding,chr4
Skap2,155127.0,protein_coding,chr6
Rangap1,41282.0,,
Dot1l,40255.0,,
Iqsec1,332597.0,protein_coding,chr6
Jph1,133329.0,protein_coding,chr1
Nfat5,86047.0,,
Gm16226,33364.0,,
Cul3,75557.0,,
Ybx3,23621.0,,
Ap3d1,35308.0,,
Golga5,28772.0,,
Eml1,168660.0,,
Bex2,1672.0,,
Atp9b,199919.0,,
Inpp5b,59661.0,protein_coding,chr4
Dcx,77469.0,,
Supt20,35959.0,,
Mphosph9,77013.0,,
Gon4l,74872.0,,
Rgl2,8144.0,,
Nit1,7638.0,,
Tmem161b,73845.0,,
Klf12,414047.0,,
Fxr1,50379.0,,
1600010M07Rik,152826.0,lincRNA,chr7
Hs3st5,327583.0,,
Ahdc1,66850.0,protein_coding,chr4
Tpp1,7424.0,,
Ap2a2,70838.0,,
Gpc5,1432964.0,,
Rnf170,32422.0,,
Pdgfb,19103.0,protein_coding,chr15
Fam81a,54049.0,,
Cep164,61745.0,,
Med16,14215.0,protein_coding,chr10
Ercc6,67469.0,,
Slc1a2,132125.0,protein_coding,chr2
Rpl37a,2523.0,,
Slc35b1,7084.0,protein_coding,chr11
Psmc3,12360.0,,
Tmem191c,7152.0,protein_coding,chr16
Rab3ip,44985.0,,
Gse1,352934.0,protein_coding,chr8
Slc30a10,13914.0,,
Camk2n1,5809.0,,
Plekhm2,39165.0,,
Bcs1l,4154.0,,
Pip4k2c,14518.0,,
Cntnap5a,902567.0,,
Apba2,252172.0,,
Rtn4rl1,73986.0,protein_coding,chr11
