2mo,9mo,18mo,gene_name,distance
0.32,0.17,0.06,2010300C02Rik,27354
0.4,0.5,0.13,Tsga10,40903
0.93,0.59,0.6,Lyg2,2593
0.42,0.2,0.19,Lyg2,491
0.84,0.54,0.92,Eif5b,18661
0.69,0.7,0.97,Eif5b,8046
0.92,1.0,0.78,Rev1,16139
0.94,0.59,0.76,Rev1,23131
1.0,0.69,0.7,Rev1,23107
0.94,1.0,0.76,Aff3,76481
0.88,0.95,0.69,Aff3,87185
0.96,0.98,0.78,Aff3,181936
0.53,0.13,0.21,Aff3,182885
0.0,0.25,0.0,Gm16152,1712
0.0,0.25,0.0,Aff3,209335
0.91,0.71,0.98,Aff3,243189
0.49,0.48,0.12,Aff3,196153
0.04,0.16,0.28,Aff3,135316
0.71,0.64,0.3,Npas2,4946
0.85,0.66,0.98,Npas2,13475
0.94,0.89,0.61,Npas2,58927
0.79,0.89,0.53,Npas2,66136
0.04,0.22,0.0,Npas2,26213
0.72,0.62,0.25,Tbc1d8,43998
0.73,0.81,0.44,Cnot11,4232
0.84,0.96,0.67,Creg2,3309
0.52,0.51,0.18,Rfx8,3661
0.26,0.65,0.34,Rfx8,19796
0.75,0.76,1.0,1700066B17Rik,2615
0.8,0.95,0.64,Map4k4,27567
0.7,0.48,0.89,Map4k4,6881
0.94,0.79,1.0,Map4k4,4871
0.94,0.86,0.69,Il1r1,205
0.38,0.18,0.12,Il1rl2,2446
0.71,0.78,0.5,Il1rl2,6987
0.25,0.09,0.0,Il1rl1,17368
0.74,0.86,0.56,Slc9a4,3984
0.91,0.98,0.75,Mrps9,28189
0.95,0.97,0.72,Mrps9,28274
0.94,0.91,0.67,Gm8210,159
0.94,0.91,0.67,Fhl2,7505
0.25,0.15,0.03,Nck2,28296
0.93,1.0,0.74,Nck2,6315
0.8,0.77,1.0,1500015O10Rik,5738
0.48,0.27,0.18,Tpp2,3578
0.59,0.76,0.96,Gm8251,461
0.38,0.51,0.74,Col5a2,1576
0.84,0.57,0.9,Dnah7b,11679
0.8,0.57,0.96,Dnah7b,11808
0.76,0.63,0.38,Dnah7b,14894
0.19,0.32,0.68,Dnah7b,24756
0.82,0.61,0.66,Slc39a10,10781
0.77,0.33,1.0,Gm28826,11671
0.55,0.64,0.91,Tmeff2,35324
0.67,0.96,0.81,Tmeff2,13923
0.43,0.46,0.08,9330175M20Rik,27083
0.53,0.51,0.24,RP23-273G4.2,934
0.53,0.51,0.24,Gm17767,25349
0.63,0.83,0.86,Gm28055,20553
0.96,0.74,0.97,Myo1b,3862
0.98,1.0,0.7,Myo1b,21287
0.07,0.35,0.26,Myo1b,28543
0.69,0.68,0.92,Stat4,16690
0.54,0.74,0.22,Mfsd6,15845
0.75,0.88,1.0,1700019D03Rik,30089
0.52,0.18,0.53,Dnah7a,32288
0.36,0.1,0.07,Stk17b,10246
0.66,0.72,0.35,Hecw2,91132
0.63,0.58,0.94,Hecw2,182656
0.34,0.36,0.09,4930444A19Rik,36072
0.34,0.36,0.09,Ankrd44,72461
0.4,0.32,0.06,4930444A19Rik,37851
0.4,0.32,0.06,Ankrd44,74240
0.28,0.19,0.02,Plcl1,27397
0.81,0.82,0.53,Plcl1,146766
1.0,0.77,1.0,Plcl1,17740
0.62,0.48,0.86,Satb2,36922
0.59,0.52,0.83,Satb2,51358
0.71,0.58,0.87,Satb2,65028
0.31,0.2,0.64,4930558J18Rik,1531
0.27,0.07,0.17,Spats2l,18081
0.73,0.44,0.81,Spats2l,54472
0.35,0.41,0.64,Aox1,38273
0.42,0.47,0.65,Bzw1,676
0.42,0.47,0.65,Clk1,488
0.43,0.11,0.21,Cflar,15174
0.2,0.31,0.04,Cflar,20049
0.93,0.97,0.72,Trak2,37124
0.48,0.81,0.54,Mpp4,21008
0.62,0.77,0.31,RP24-149E13.2,1820
0.91,0.96,0.63,Gm973,55632
0.69,0.82,0.47,Gm973,41625
0.69,0.82,0.47,Sumo1,12234
0.73,0.5,0.77,Abi2,29562
0.85,0.81,0.47,Abi2,35839
0.79,0.72,0.95,Gm11579,611
0.79,0.72,0.95,Cd28,83
0.38,0.74,0.84,Gm28083,4092
0.8,0.67,0.36,Pard3bos1,27526
0.8,0.67,0.36,Pard3b,189190
0.82,0.71,0.99,Nrp2,19801
0.07,0.23,0.35,Nrp2,29826
0.19,0.33,0.05,Nrp2,24890
0.07,0.44,0.5,RP23-434D24.3,2105
0.45,0.57,0.16,Gm11608,3317
0.24,0.37,0.63,Zdbf2,7647
0.7,0.59,0.97,Adam23,11753
0.48,0.46,0.15,Adam23,9876
0.24,0.31,0.07,Mdh1b,9364
0.5,0.4,0.28,Klf7,12862
0.75,0.68,0.89,Mir6899,990
0.75,0.68,0.89,Klf7,13981
0.19,0.32,0.02,Creb1,5181
0.61,0.48,0.78,Mettl21a,6843
0.1,0.09,0.33,RP24-388P13.2,1685
0.1,0.09,0.33,Fzd5,3826
0.72,0.95,0.95,Plekhm3,39099
0.63,0.85,0.89,Cryge,835
0.6,0.29,0.64,Crygb,1657
0.59,1.0,0.45,Pth2r,6056
0.86,0.66,0.98,Map2,44726
0.98,0.83,0.71,Map2,89989
0.83,0.87,0.5,Map2,48384
0.37,0.67,0.38,Unc80,938
0.97,0.92,0.76,Unc80,7038
0.64,0.9,0.7,RP23-198G19.1,2730
0.64,0.9,0.7,Unc80,10240
0.76,0.9,1.0,Cps1,33662
0.81,0.74,0.55,Erbb4,164618
0.85,1.0,0.72,Erbb4,511738
0.82,0.77,0.53,Erbb4,536278
0.91,0.68,1.0,Gm29113,3163
0.98,0.47,0.83,Gm28112,1486
0.98,0.47,0.83,Ikzf2,26670
0.6,0.93,0.83,Spag16,352345
0.73,0.96,0.69,Spag16,108477
0.65,0.63,0.93,Vwc2l,46930
0.79,0.73,1.0,Abca12,23838
0.73,0.79,0.48,Abca12,27518
0.59,0.28,0.12,Abca12,49364
0.57,0.55,0.89,Gm5528,1667
0.57,0.55,0.89,4930556G22Rik,22274
0.57,0.55,0.89,4933417E11Rik,3240
0.96,0.72,0.73,4930556G22Rik,26876
0.92,0.71,0.96,Mreg,16637
0.71,0.78,1.0,Smarcal1,4814
1.0,0.89,0.74,6030407O03Rik,39918
0.86,0.74,1.0,6030407O03Rik,69720
0.86,0.74,1.0,Gm29183,47171
0.76,0.69,0.45,6030407O03Rik,3584
0.82,0.69,0.57,Tns1,38680
0.94,0.9,0.74,Tns1,42989
0.62,0.46,0.34,Tns1,93209
0.91,0.79,1.0,Tns1,72612
0.2,0.22,0.45,Mir1928,1566
0.56,0.45,0.28,Gm29358,2047
0.56,0.45,0.28,Tmbim1,9403
0.56,0.45,0.28,Pnkd,12720
0.91,0.76,1.0,Vil1,8218
0.93,0.72,1.0,Usp37,12418
0.3,0.14,0.06,Cyp27a1,1619
0.95,0.9,0.69,Prkag3,1516
0.88,0.88,0.6,Wnt6,1000
0.34,0.31,0.07,Slc23a3,5879
0.09,0.02,0.26,Dnpep,3383
0.65,0.53,0.32,Des,2058
0.09,0.24,0.01,Speg,14781
0.47,0.43,0.17,Gmppa,2257
0.85,0.93,0.72,Obsl1,8342
0.66,0.67,0.42,Slc4a3,8451
0.11,0.23,0.51,Epha4,52137
0.93,0.77,0.98,Epha4,29603
0.54,0.35,0.32,Pax3,39303
0.68,0.62,0.94,Gm28410,5891
0.68,0.62,0.94,Sgpp2,21174
0.77,0.75,0.5,Farsb,9873
0.75,0.8,0.57,RP24-300L5.1,389
0.75,0.8,0.57,Farsb,27060
0.79,0.69,0.97,BC035947,3382
0.79,0.69,0.97,Mogat1,1785
0.72,0.72,0.38,Mogat1,14721
0.72,0.74,0.94,Gm29611,967
0.31,0.17,0.48,Kcne4,1696
0.31,0.17,0.48,Gm29187,1074
0.31,0.17,0.48,Gm29536,30709
0.64,0.75,1.0,Gm29536,41287
0.63,0.71,0.4,Wdfy1,10029
0.8,0.74,0.49,Serpine2,5127
0.4,0.72,0.79,Gm28071,816
0.3,0.09,0.02,Fam124b,11366
0.6,0.86,0.36,Cul3,24490
0.84,0.72,0.98,Gm29125,1356
0.84,0.72,0.98,Gm6189,1074
0.69,0.83,1.0,Dock10,113092
0.87,0.74,0.98,Dock10,77677
0.27,0.32,0.03,Dock10,22488
0.84,0.73,0.53,Nyap2,91614
0.24,0.34,0.0,Col4a4,61034
0.79,0.74,0.99,Pid1,46347
0.9,0.87,0.6,Pid1,158942
0.11,0.15,0.4,Pid1,162551
0.86,1.0,0.77,Pid1,112481
0.54,0.62,0.25,Dner,136864
0.79,0.98,0.77,Slc16a14,13304
0.97,1.0,0.79,C130026I21Rik,10007
0.72,0.94,0.96,Sp110,12459
0.46,0.24,0.19,Gpr55,7025
0.68,0.79,0.43,Psmd1,27716
0.62,0.68,0.28,Armc9,33719
0.95,1.0,0.74,Armc9,13427
0.7,0.66,0.37,Alpi,3061
0.14,0.38,0.06,Efhd1os,1120
0.14,0.38,0.06,Efhd1,1238
0.87,0.76,0.98,Ngef,21764
0.87,0.76,0.98,Neu2,45739
0.59,0.67,0.85,Gm25395,1521
0.59,0.67,0.85,Atg16l1,16740
0.5,0.34,0.27,Mroh2a,14422
0.64,0.4,0.38,Trpm8,5737
0.92,0.98,0.71,Glrp1,3930
0.96,0.93,0.76,Gm19589,7186
0.7,0.92,0.72,Sh3bp4,21576
0.76,0.67,0.4,Sh3bp4,6174
0.89,0.64,0.7,Agap1,91614
0.54,0.34,0.19,Agap1,154408
0.8,0.75,0.52,Agap1,202141
0.81,0.57,0.92,Agap1,159128
0.74,0.49,0.8,Agap1,130749
0.78,0.89,0.67,Agap1,8792
0.8,0.78,0.55,Asb18,26244
0.83,0.61,0.51,Asb18,27581
0.65,0.56,0.83,Iqca,48312
0.57,0.51,0.28,Ackr3,1419
0.29,0.24,0.07,Gm28721,3432
0.68,0.67,0.33,Scly,2425
0.68,0.67,0.33,Gm17090,2451
0.68,0.67,0.33,Espnl,575
0.66,0.63,0.84,Ndufa10,141
0.14,0.0,0.27,Ankmy1,2268
0.71,0.7,0.43,Kif1a,38111
0.38,0.27,0.12,Kif1a,21583
0.59,0.32,0.19,Kif1a,8904
0.86,0.81,0.57,Sned1,25759
0.16,0.08,0.41,Ppp1r7,7194
0.02,0.17,0.23,Farp2,26100
0.18,0.26,0.49,Farp2,25482
0.3,0.34,0.09,Dtymk,5450
0.68,1.0,0.72,St8sia4,24408
0.91,1.0,0.69,Gm7133,64178
1.0,0.75,0.95,Gm7135,113057
0.33,0.48,0.14,Pam,122965
0.81,0.91,0.48,Gm29461,2331
0.31,0.14,0.02,Cntnap5b,42997
0.39,0.46,0.75,Cntnap5b,102703
0.91,1.0,0.79,Gm18728,32616
0.72,0.83,0.98,Cdh20,30874
0.25,0.59,0.59,Cdh20,2667
0.88,0.79,1.0,Gm10193,544
0.52,0.54,0.21,Zcchc2,4001
0.73,0.86,0.93,Zcchc2,1034
0.33,0.11,0.4,Phlpp1,113219
0.01,0.22,0.01,Phlpp1,5
0.41,0.35,0.13,Bcl2,86688
0.37,0.65,0.27,Bcl2,72892
0.28,0.13,0.0,Kdsr,9340
0.97,0.96,0.75,Serpinb13,6045
0.96,0.79,0.62,Serpinb3b,39508
0.75,0.76,1.0,Cdh7,8505
0.86,0.66,0.66,Cdh19,14876
0.43,0.41,0.65,Dsel,3448
0.34,0.33,0.67,Cntnap5a,126347
0.91,1.0,0.79,B020011L13Rik,2
0.86,0.75,0.65,Gm28168,7327
0.99,0.95,0.76,Gm29106,2687
0.82,0.63,0.49,Clasp1,78397
0.43,0.23,0.05,Clasp1,78269
0.92,0.7,0.98,Gli2,21260
0.86,0.68,1.0,Cfap221,32839
0.43,0.31,0.2,Steap3,38104
0.09,0.0,0.23,En1,3850
0.29,0.44,0.75,Celrr,16164
0.28,0.32,0.57,Celrr,25682
0.49,0.68,0.27,RP24-98O21.4,450
0.49,0.68,0.27,Insig2,8047
0.59,0.89,0.62,2210011K15Rik,2665
0.74,0.67,1.0,2210011K15Rik,3103
0.72,0.97,1.0,Dpp10,47567
0.37,0.46,0.07,Gm28928,92463
0.53,0.73,0.47,Gm28928,142818
0.72,0.57,0.43,Lypd1,6623
0.72,0.57,0.43,Gpr39,3617
0.31,0.33,0.06,Lypd1,21921
0.37,0.26,0.13,Lypd1,1732
0.37,0.26,0.13,Nckap5,1749
0.67,0.71,0.3,Nckap5,90354
0.89,0.52,0.78,Nckap5,147419
0.88,0.57,0.69,Nckap5,203980
0.81,1.0,0.59,Nckap5,364787
0.37,0.26,0.07,Nckap5,452964
0.83,0.86,0.64,Nckap5,435878
0.95,1.0,0.78,Nckap5,379915
0.8,1.0,0.73,Nckap5,141548
0.63,0.87,0.88,Mgat5,138548
0.61,0.54,0.27,Tmem163,2400
0.72,0.5,0.74,Ccnt2,10532
0.3,0.18,0.05,Gm28800,2144
0.3,0.18,0.05,Zranb3,7476
0.69,0.84,0.57,Zranb3,56117
0.16,0.27,0.59,R3hdm1,4028
0.28,0.64,0.34,R3hdm1,3661
0.66,0.88,0.89,Thsd7b,215071
0.64,0.56,0.95,Thsd7b,355216
0.94,1.0,0.79,Thsd7b,366247
0.69,0.82,0.98,Thsd7b,395941
0.5,0.58,0.23,Daf2,7599
0.38,0.36,0.09,Gm16083,40724
0.35,0.37,0.05,C4bp,11552
0.23,0.31,0.05,Pfkfb2,12858
0.23,0.31,0.05,Gm29427,17759
0.79,0.84,0.62,Gm28856,10282
0.85,0.79,0.58,Mapkapk2,3148
0.96,0.92,0.73,RP23-122P5.3,3402
0.96,0.92,0.73,Mapkapk2,12172
0.54,0.47,0.22,Eif2d,3057
0.8,0.8,0.51,Eif2d,16176
0.64,0.39,0.35,Eif2d,5189
0.64,0.39,0.35,Rassf5,10059
0.86,0.53,0.58,Rassf5,25001
0.92,1.0,0.79,Gm28914,941
0.92,1.0,0.79,Ikbke,9269
0.92,1.0,0.79,Gm28913,282
0.93,0.72,0.93,Srgap2,14562
0.84,0.78,0.52,Srgap2,102317
0.86,0.7,0.93,Srgap2,18739
0.26,0.39,0.62,Gm29103,26711
0.66,0.42,0.3,Elk4,5513
0.66,0.42,0.3,Mfsd4,8293
0.92,0.71,0.91,Lemd1,310
0.17,0.04,0.34,Lemd1,20146
0.91,0.83,0.59,Gm29630,355
0.73,0.88,0.95,Klhdc8a,1254
0.58,0.29,0.26,Tmcc2,13476
0.97,0.93,0.72,Cntn2,13025
0.09,0.26,0.01,Cntn2,12545
0.44,0.36,0.13,Nfasc,4847
0.89,0.89,0.59,Lrrn2,10646
0.97,0.94,0.76,Lrrn2,18054
0.7,0.64,0.38,Lrrn2,2921
0.79,0.58,0.6,Lrrn2,1886
0.44,0.69,0.33,Plekha6,22080
0.38,0.28,0.08,Plekha6,43679
0.72,0.76,0.94,Gm19461,10624
0.72,0.76,0.94,Plekha6,44251
0.55,0.55,0.18,Plekha6,8676
0.91,0.76,1.0,Atp2b4,26140
0.91,0.76,1.0,RP23-18J18.1,3520
0.97,0.78,1.0,Chil1,3543
0.94,1.0,0.72,Adipor1,7708
0.64,0.85,0.85,Kdm5b,18217
0.76,0.79,1.0,Syt2,22968
0.48,0.4,0.71,Ppp1r12b,96629
0.64,0.54,0.86,Ppp1r12b,82002
0.28,0.15,0.05,Ptprv,7933
0.33,0.05,0.22,Nav1,8440
0.8,1.0,1.0,Nav1,19508
0.92,0.97,0.66,Nav1,10953
0.51,0.48,0.82,Phlda3,3169
0.54,0.07,0.56,Tnni1,402
0.73,0.72,0.45,RP23-320P13.1,625
0.73,0.72,0.45,Pkp1,20743
0.38,0.22,0.45,Tmem9,2245
0.35,0.38,0.08,Kif21b,24156
0.36,0.27,0.14,Camsap2,11053
0.61,0.86,0.9,Kif14,5959
0.95,0.77,0.73,Kif14,3145
0.09,0.15,0.44,Nr5a2,5297
0.86,0.82,0.63,Nr5a2,37741
0.98,0.73,0.93,RP23-361M12.2,457
0.98,0.73,0.93,Ptprc,17431
0.47,0.48,0.17,RP23-114L12.2,2255
0.47,0.48,0.17,Dennd1b,22410
1.0,1.0,0.71,Dennd1b,55460
0.6,0.85,0.86,Dennd1b,47696
0.94,1.0,0.7,Crb1,50979
0.23,0.0,0.1,Zbtb41,3093
0.92,0.96,0.59,Gm16332,6266
0.53,0.53,0.28,Cfh,16163
0.14,0.12,0.39,Glrx2,10012
0.6,0.35,0.95,Brinp3,26694
0.78,0.79,0.98,Brinp3,193943
0.98,0.96,0.71,Pdc,2420
0.98,0.96,0.71,2310030A07Rik,14805
0.97,0.99,0.73,Hmcn1,16978
0.99,0.89,0.56,Gm22756,523
0.84,0.89,0.66,Gm22756,1442
0.67,0.44,0.62,Swt1,3353
0.85,0.97,0.69,Fam129a,12871
0.02,0.22,0.0,Edem3,8673
0.36,0.64,0.2,1700025G04Rik,96628
0.7,0.5,0.41,Colgalt2,56551
0.36,0.34,0.01,Rgl1,13452
0.92,0.95,0.67,Rgl1,19823
0.21,0.03,0.0,Rgl1,21843
0.52,0.27,0.22,Rgl1,63698
0.88,0.86,0.6,Rgl1,91374
0.46,0.24,0.63,Rgl1,93259
0.86,0.87,0.63,Rgl1,114168
0.61,1.0,0.57,Rgl1,103954
0.92,0.83,0.61,Rgl1,47149
1.0,0.6,0.8,Nmnat2,36721
0.93,0.62,0.98,Nmnat2,12414
0.7,0.76,0.96,Lamc1,7554
0.75,0.74,1.0,Dhx9,9020
0.33,0.26,0.09,Rgs8,14482
0.95,0.72,0.81,Rgsl1,189
0.94,1.0,0.77,4930452N14Rik,3110
0.97,0.9,0.67,Cacna1e,9526
0.59,0.45,0.19,Cacna1e,84749
0.71,0.61,0.41,Cacna1e,222263
0.48,0.23,0.2,Cacna1e,165398
0.0,0.21,0.04,Cacna1e,152966
0.58,0.29,0.34,Cacna1e,131060
0.57,0.37,0.21,Cacna1e,101254
0.6,0.34,0.24,Cacna1e,24928
0.79,0.46,0.47,Cacna1e,7497
0.62,0.49,0.3,Cacna1e,5455
0.76,0.93,0.63,Gm29282,17271
0.9,0.77,0.66,Stx6,12895
0.61,0.57,0.27,Xpr1,7515
0.27,0.38,0.07,Xpr1,36834
0.43,0.62,0.71,Lhx4,3032
0.99,0.96,0.7,Soat1,26482
0.17,0.02,0.24,Soat1,8291
0.39,0.33,0.8,Abl2,41945
0.51,0.52,0.25,Abl2,23447
0.34,0.34,0.08,Abl2,7138
0.82,0.68,0.58,Tor3a,4136
0.91,0.88,0.6,Fam20b,12375
0.0,0.02,0.21,Ralgps2,6697
0.53,0.54,0.9,Ralgps2,39841
0.6,0.21,0.34,Gm28694,24443
0.33,0.56,0.3,Gm28694,7381
0.32,0.56,0.24,Tex35,4070
0.41,0.26,0.62,Rasal2,130156
0.56,0.64,0.84,Sec16b,20640
0.65,0.94,0.98,RP23-152E3.1,97231
0.11,0.41,0.15,Brinp2,335
0.9,0.79,1.0,Brinp2,52383
0.58,0.4,0.62,Astn1,103507
0.82,0.69,0.52,Astn1,111521
0.75,0.81,0.45,Astn1,99772
0.1,0.16,0.33,Tnr,16435
0.16,0.19,0.52,Tnr,30374
0.44,0.2,0.15,Tnr,43752
0.07,0.07,0.36,Tnr,94141
0.07,0.07,0.36,Gm10530,3161
0.66,0.93,0.77,Tnr,107179
0.04,0.11,0.25,RP23-71J17.3,1916
0.04,0.11,0.25,4930523C07Rik,2033
0.54,0.74,0.37,Tnn,17406
0.44,0.03,0.1,Tnn,17989
0.86,0.76,0.54,Rabgap1l,75452
0.86,0.76,0.54,RP24-540L1.1,30302
0.54,0.33,0.22,Rabgap1l,82952
0.54,0.33,0.22,RP24-540L1.1,37802
0.81,0.58,0.89,RP23-16I21.1,19981
0.74,0.64,0.96,RP24-499I2.1,23774
0.74,0.64,0.96,Dnm3,24879
0.74,0.64,0.96,2810442N19Rik,2363
0.74,0.9,1.0,Dnm3,97271
0.3,0.26,0.59,Dnm3,124140
0.58,0.76,0.93,Dnm3,182539
0.7,1.0,0.67,Dnm3,126464
0.31,0.52,0.16,Dnm3,72641
0.88,0.65,0.89,Dnm3,57815
0.55,0.53,0.19,Dnm3,26087
0.9,0.97,0.61,Vamp4,9230
0.36,0.65,0.29,RP24-485J8.3,2268
0.36,0.65,0.29,Prrx1,6911
0.82,0.8,0.6,Gm29500,2375
0.75,0.79,0.98,BC055324,15387
0.96,0.71,0.68,Selp,4202
0.41,0.6,0.23,Selp,9
0.41,0.6,0.23,Gm16548,2200
0.41,0.6,0.23,F5,2179
0.45,0.49,0.12,Slc19a2,3600
0.91,1.0,0.77,Ccdc181,559
0.91,1.0,0.77,Blzf1,1488
0.17,0.33,0.47,Nme7,16964
0.56,0.4,0.24,RP24-73O16.3,79
0.56,0.4,0.24,Nme7,10810
0.27,0.2,0.05,Atp1b1,8311
0.79,0.72,0.95,Tbx19,11669
0.79,0.72,0.95,Gm16550,700
0.94,0.87,0.54,Gpr161,13849
0.87,0.6,0.65,Rcsd1,31227
0.53,0.49,0.85,Gpa33,17449
0.15,0.21,0.43,5330438I03Rik,2667
0.15,0.21,0.43,Ildr2,9905
0.86,0.89,0.64,Uck2,17222
0.61,0.79,0.94,Mgst3,2254
0.73,0.66,0.42,Lmx1a,30515
0.19,0.25,0.04,Lmx1a,47440
0.3,0.45,0.79,Pbx1,101521
0.34,0.11,0.17,Pbx1,115236
0.71,0.63,0.95,Pbx1,107430
0.71,0.67,0.22,Pbx1,63134
0.82,0.7,0.54,Ddr2,40780
0.99,0.88,0.74,Uap1,6725
0.79,0.94,0.66,Uhmk1,1252
0.51,0.66,0.21,Uhmk1,6235
0.96,0.89,0.74,Nos1ap,27804
0.66,0.79,0.41,Nos1ap,41734
0.37,0.41,0.1,Nos1ap,103848
0.88,0.95,0.65,Atf6,68971
0.78,0.97,0.61,Gm9929,3415
0.78,0.97,0.61,Dusp12,7234
0.3,0.62,0.21,Fcgr4,2542
0.54,0.45,0.28,Fcgr3,474
0.54,0.45,0.28,Mir6546,191
0.66,0.84,0.9,Ndufs2,755
0.66,0.84,0.9,Adamts4,4212
0.33,0.74,0.43,Slamf1,9762
0.26,0.38,0.57,Vangl2,2581
0.77,1.0,0.89,Vangl2,1763
0.37,0.62,0.64,Nhlh1,2956
0.84,0.73,0.97,RP23-140E19.1,1882
0.84,0.73,0.97,Atp1a4,15660
0.36,0.14,0.1,Kcnj9,3646
0.9,0.68,0.75,Kcnj10,2440
