chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr4,63547742,63548243,0.3976526708287192,chr4,63542772,63552750,ENSMUSG00000039105.6,+,Atp6v1g1,protein_coding,3.50071774411033,4.17253088882076,4.62124440420193
chrX,50614325,50614826,2.330094428575073,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.281221093017174,1.55013019053956,1.45374184582311
chr17,8389423,8389924,1.1115172866468874,chr17,8309102,8398852,ENSMUSG00000073468.7,+,Sft2d1,protein_coding,1.28973811625118,2.77391718307078,2.8011123370738
chr17,8389423,8389924,1.1115172866468874,chr17,8370396,8424728,ENSMUSG00000058159.9,+,T2,processed_transcript,1.28973811625118,2.77391718307078,2.8011123370738
chr17,8389423,8389924,1.1115172866468874,chr17,8377045,8391468,ENSMUSG00000097796.1,-,Gm16702,lincRNA,1.28973811625118,2.77391718307078,2.8011123370738
chr11,68229184,68229685,1.1046432055494355,chr11,68207364,68402823,ENSMUSG00000020902.8,-,Ntn1,protein_coding,0.950333348816656,3.28674220851244,2.05651285506684
chrX,50612158,50612659,1.9064836090065869,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.46546939533877,2.0746103301958,1.77285590954038
chr10,76174863,76175364,0.5166767739709938,chr10,76145451,76191265,ENSMUSG00000020229.4,+,Slc5a4a,protein_coding,2.41462248831987,4.09094508931868,3.46297854330221
chr11,19018790,19019291,0.6664930062707687,chr11,18877817,19020985,ENSMUSG00000020160.14,-,Meis1,protein_coding,1.23155444183383,1.64337110425622,1.96196053989136
chr17,21231607,21232108,2.2056208532742567,chr17,21226826,21231815,ENSMUSG00000057203.2,+,Vmn1r234,protein_coding,0.223037418599827,0.652686396016655,1.06371354572423
chr15,78542859,78543360,0.9566606303800684,chr15,78535015,78546345,ENSMUSG00000044933.2,-,Sstr3,protein_coding,2.07521772088535,3.08860526686453,4.04211147375207
chr14,52012026,52012527,0.2914018441014246,chr14,52004077,52022733,ENSMUSG00000049295.12,-,Zfp219,protein_coding,4.84863953477886,5.01169911227074,5.94497681665875
chrX,50605469,50605970,2.054519726123599,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.387891162782308,1.84150804590413,1.64284647617409
chr15,75550536,75551037,0.7522739970979367,chr15,75549268,75569255,ENSMUSG00000022577.12,-,Ly6h,protein_coding,1.25094899997294,2.47088421349162,2.11560805205152
chrX,50599704,50600205,1.8093345282925504,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.397588441851866,1.11889096459998,1.41828472763231
chr13,34652164,34652665,0.5131699023117586,chr13,34625840,34654681,ENSMUSG00000021411.11,-,Pxdc1,protein_coding,2.73463269761527,3.98604906138743,3.91210204038578
chr13,34652164,34652665,0.5131699023117586,chr13,34650923,34668774,ENSMUSG00000086786.1,+,Gm15908,processed_transcript,2.73463269761527,3.98604906138743,3.91210204038578
chrX,50597047,50597548,1.955214055768212,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.455772116269212,1.87647338854788,1.79649398833425
chr6,89334663,89335164,1.0197543079629228,chr6,89314316,89364613,ENSMUSG00000030084.7,-,Plxna1,protein_coding,1.21215988369471,2.64571092671037,2.4701792339596
chr10,75116928,75117429,1.107217149213262,chr10,75058896,75186923,ENSMUSG00000009681.9,+,Bcr,protein_coding,0.7767044306991105,3.0820801720885695,2.590286653674767
chr5,5314179,5314680,1.514114259903172,chr5,4801391,5422312,ENSMUSG00000028926.11,-,Cdk14,protein_coding,1.108279324458269,2.992443446389691,3.485968641178337
chr6,119902416,119902917,0.2933450660726586,chr6,119894159,119904653,ENSMUSG00000097831.1,-,4930540M05Rik,lincRNA,7.91297972075909,8.46161291978735,9.71525038428129
chr6,119902416,119902917,0.2933450660726586,chr6,119900698,119924828,ENSMUSG00000030166.10,+,Rad52,protein_coding,7.91297972075909,8.46161291978735,9.71525038428129
chr6,128006318,128006819,0.4670346119460041,chr6,127959396,128145594,ENSMUSG00000030352.10,-,Tspan9,protein_coding,3.12252386039758,5.32638719606449,4.32576841927853
chr11,59258751,59259252,1.4957824371309147,chr11,59246033,59292752,ENSMUSG00000009900.7,-,Wnt3a,protein_coding,0.416982999990982,1.18882164988748,1.19372297909052
chr18,21293956,21294457,0.7753049657532775,chr18,21125201,21302138,ENSMUSG00000042680.7,-,Garem,protein_coding,1.39640818601631,1.41026881996456,2.39926499757798
chr6,98947775,98948276,0.3456487376352928,chr6,98923338,99524721,ENSMUSG00000030067.13,-,Foxp1,protein_coding,2.3855306511112,2.79722741149995,3.03749312501252
chr13,73620553,73621054,0.6547574911836743,chr13,73602002,73622639,ENSMUSG00000021610.7,+,Clptm1l,protein_coding,1.96854765112022,2.59909046985204,3.10840736139414
chr13,59541262,59541763,0.9582635074233148,chr13,59447537,59587227,ENSMUSG00000021557.10,-,Agtpbp1,protein_coding,1.33822451159896,1.94640407383538,2.61200770672283
chr9,36716532,36717033,0.9534810885437563,chr9,36706482,36729065,ENSMUSG00000032113.11,-,Chek1,protein_coding,1.41580274415543,2.73895184042703,2.75383617948606
chr14,122344484,122344985,0.7096033808519138,chr14,122179694,122404232,ENSMUSG00000025545.9,+,Clybl,protein_coding,1.17337076741648,1.74826713218747,1.92650342170055
chr3,53178639,53179140,0.6855478832971235,chr3,53039528,53263679,ENSMUSG00000048332.9,+,Lhfp,protein_coding,1.13458165113825,1.6550262184708,1.83195110652506
chr4,86748241,86748742,0.3485431592804307,chr4,86746555,86852603,ENSMUSG00000038024.13,+,Dennd4c,protein_coding,5.60502730220436,7.43596286890403,7.15051883514621
chr9,89973893,89974394,0.2935551446657865,chr9,89907908,90028977,ENSMUSG00000032356.8,+,Rasgrf1,protein_coding,5.16864974407426,6.66672533074155,6.34682415615457
chr9,34771268,34771769,0.4185654928271831,chr9,34483894,35038716,ENSMUSG00000032036.11,+,Kirrel3,protein_coding,2.93827555807599,4.51052920104367,3.93574011917965
chr14,24311061,24311562,1.550894109177932,chr14,24291214,24311966,ENSMUSG00000038925.8,+,E330034G19Rik,protein_coding,0.67880953486904,1.48019950525206,2.0092366974791
chr5,110378195,110378696,0.8777769327031387,chr5,110359754,110450503,ENSMUSG00000043323.12,-,Fbrsl1,protein_coding,2.30795241855474,3.43825869330202,4.25485418289692
chr11,19020243,19020744,0.3370503075831901,chr11,18877817,19020985,ENSMUSG00000020160.14,-,Meis1,protein_coding,2.77342181389351,4.23080645989367,3.51025470088996
chr6,128010944,128011445,0.2759241724989025,chr6,127959396,128145594,ENSMUSG00000030352.10,-,Tspan9,protein_coding,6.11898309289092,10.0467084529707,7.42235674127573
chr2,181817175,181817676,0.8133034304954961,chr2,181761332,181829797,ENSMUSG00000010505.11,+,Myt1,protein_coding,1.82308846507685,2.52915978456454,3.21477871596656
chr11,29772424,29772925,0.840478284367769,chr11,29741048,30028033,ENSMUSG00000044072.10,-,Eml6,protein_coding,1.9210161672618813,4.264771129318816,3.572422052095988
chr1,132043730,132044231,0.2531939316084206,chr1,132020806,132070062,ENSMUSG00000059149.13,-,Mfsd4,protein_coding,7.63175862774192,8.5665089477186,9.11247937503756
chr1,132043730,132044231,0.2531939316084206,chr1,132034805,132069945,ENSMUSG00000097454.1,+,Gm26892,lincRNA,7.63175862774192,8.5665089477186,9.11247937503756
chr15,80306078,80306579,0.4480537066506889,chr15,80285238,80400279,ENSMUSG00000022416.11,+,Cacna1i,protein_coding,3.66557148829281,5.22149116813324,5.01127270430081
chr7,35555224,35555725,0.4623962686363679,chr7,35553367,35558935,ENSMUSG00000097509.1,+,B230322F03Rik,antisense,7.67054774402015,9.20754022952067,10.5898592996545
chr7,35555224,35555725,0.4623962686363679,chr7,35545185,35558304,ENSMUSG00000034875.5,-,Nudt19,protein_coding,7.67054774402015,9.20754022952067,10.5898592996545
chrX,50623087,50623588,2.346919051216432,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.310312930225847,1.82985293168955,1.61920839738022
chrX,50619929,50620430,1.805354677380005,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.601231302312578,1.82985293168955,2.12742709144846
chr3,28345772,28346273,0.5105946313195286,chr3,28261214,28677858,ENSMUSG00000027692.12,+,Tnik,protein_coding,1.46428913950321,2.86715809678745,2.09196997325765
chr14,52315393,52315894,0.6250209051391676,chr14,52309172,52330762,ENSMUSG00000049532.9,-,Sall2,protein_coding,2.4534116045981,3.12357060950828,3.79391164641642
chr5,110436443,110436944,1.54582311963051,chr5,110359754,110450503,ENSMUSG00000043323.12,-,Fbrsl1,protein_coding,1.3797970938825321,2.6315483785199074,2.337021197625501
chr6,17916473,17916974,1.368180205027361,chr6,17690933,17945025,ENSMUSG00000029534.13,+,St7,protein_coding,1.114101638575038,1.572353680571634,2.1191346350306284
chr4,109921942,109922443,0.4404605573284585,chr4,109674588,109965960,ENSMUSG00000010517.7,+,Faf1,protein_coding,3.68496604643193,3.55480983544785,5.01127270430081
chr1,88287502,88288003,1.168753470550687,chr1,88275661,88391293,ENSMUSG00000036251.12,+,Trpm8,protein_coding,1.20246260462516,2.56412512720829,2.71837906129525
chr7,133066817,133067318,0.4822443238560052,chr7,132985563,133126354,ENSMUSG00000030970.12,-,Ctbp2,protein_coding,6.13837765103003,9.23085045794983,8.59244164157238
chr7,133066817,133067318,0.4822443238560052,chr7,130160451,133125350,ENSMUSG00000030849.13,-,Fgfr2,protein_coding,6.13837765103003,9.23085045794983,8.59244164157238
chr17,28315473,28315974,0.97964409458877,chr17,28311530,28328568,ENSMUSG00000007570.11,+,Fance,protein_coding,1.1927653255556,2.29605750027288,2.36380787938718
chr2,29078407,29078908,1.0079288725661326,chr2,29058262,29089656,ENSMUSG00000026803.13,+,Ttf1,protein_coding,0.940636069747098,1.91143873119163,1.90286534290668
chr4,108071183,108071684,0.3661736082963771,chr4,108012791,108098445,ENSMUSG00000028600.11,-,Podn,protein_coding,5.04258511617001,5.86252244993531,6.51229070771167
chr4,108071183,108071684,0.3661736082963771,chr4,108041839,108146998,ENSMUSG00000028603.11,-,Scp2,protein_coding,5.04258511617001,5.86252244993531,6.51229070771167
chrX,50566309,50566810,2.0376762159601847,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.300615651156289,1.22378699253123,1.26463721547214
chr18,23546519,23547020,0.5495752544916178,chr18,23413415,23661714,ENSMUSG00000024302.11,+,Dtna,protein_coding,1.23155444183383,1.7249569037583,1.80831302773119
chr8,115330625,115331126,0.5051811351331644,chr8,114437655,115354708,ENSMUSG00000004637.11,+,Wwox,protein_coding,2.25946602320695,2.82053763992912,3.21477871596656
chr5,108392376,108392877,0.7470697320954092,chr5,108386391,108434397,ENSMUSG00000029491.7,+,Pde6b,protein_coding,1.03760886044267,1.96971430226455,1.74921783074651
chr9,39550720,39551221,0.3815226673820758,chr9,39547928,39552869,ENSMUSG00000050853.2,-,Olfr958,protein_coding,2.31764969762429,3.54315472123327,3.02567408561558
chr5,110522455,110522956,1.2189736161992732,chr5,110512923,110527980,ENSMUSG00000048215.10,+,A630023P12Rik,lincRNA,0.998819744164444,2.01633475912288,2.3401698005933
chr14,60675658,60676159,1.0032661851743536,chr14,60632001,60766556,ENSMUSG00000021990.11,+,Spata13,protein_coding,0.843663279051521,1.45688927682289,1.70194167315877
chr3,89963126,89963627,0.4607065059925593,chr3,89937481,89965508,ENSMUSG00000060671.8,-,Atp8b2,protein_coding,6.19656132544738,7.92547766591652,8.54516548398464
chr11,66348356,66348857,1.0928177701526458,chr11,66209725,66527964,ENSMUSG00000053930.9,-,Shisa6,protein_coding,0.736993209286386,1.39861370574997,1.58375127918941
chr1,106687392,106687893,0.7603676791442731,chr1,106536178,106716274,ENSMUSG00000057329.7,-,Bcl2,protein_coding,0.756387767425501,0.874133566093734,1.28827529426601
chr17,66839420,66839921,0.8092251379114169,chr17,66664848,67356459,ENSMUSG00000033278.9,-,Ptprm,protein_coding,1.04730613951223,2.02798987333746,1.843770145922
chr1,3642906,3643407,0.6767029215098063,chr1,3203901,3673498,ENSMUSG00000051951.5,-,Xkr4,protein_coding,0.824268720912405,0.955719365595816,1.32373241245682
chr3,51525310,51525811,1.709053468498814,chr3,51513319,51562879,ENSMUSG00000037111.9,-,Setd7,protein_coding,1.7310272226790469,2.126024360428313,2.297194102567113
chr4,134017193,134017694,1.7608360106013603,chr4,134001330,134020841,ENSMUSG00000050966.5,-,Lin28a,protein_coding,1.6611444883479805,2.4041297821227663,3.110406880845091
chr4,134017193,134017694,1.7608360106013603,chr4,134016147,134021869,ENSMUSG00000087288.1,+,Gm13061,processed_transcript,1.6611444883479805,2.4041297821227663,3.110406880845091
chr15,98740163,98740664,0.991739931793326,chr15,98735621,98765214,ENSMUSG00000051853.8,-,Arf3,protein_coding,1.50307825578145,2.99536435314786,3.00203600682171
chr6,38226777,38227278,0.4957824371309148,chr6,38121174,38256009,ENSMUSG00000063455.12,-,D630045J12Rik,protein_coding,2.55038439529368,3.5198444928041,3.60480701606544
chr1,86268810,86269311,0.8088575254643041,chr1,86152780,86280284,ENSMUSG00000062590.9,+,Armc9,protein_coding,0.960030627886213,2.30771261448746,1.69012263376183
chr1,15570261,15570762,0.3507655076127232,chr1,15285254,15725750,ENSMUSG00000092083.4,+,Kcnb2,protein_coding,2.2012823487896,2.15619612969788,2.81293137647074
chr13,60743294,60743795,0.398637042483236,chr13,60599947,60765185,ENSMUSG00000021559.9,+,Dapk1,protein_coding,2.8897891627282,4.20749623146451,3.81754972521029
chr4,151178879,151179380,0.4501759924371288,chr4,150915322,151863876,ENSMUSG00000014592.15,-,Camta1,protein_coding,5.50805451150878,6.62010487388321,7.54054713524509
chr12,112743105,112743606,0.4459788812103009,chr12,112720174,112748591,ENSMUSG00000072825.6,+,Cep170b,protein_coding,4.84863953477886,7.09796455668112,6.61866206228409
chr5,142761255,142761756,0.3398196588330953,chr5,142748380,142819662,ENSMUSG00000039477.12,-,Tnrc18,protein_coding,6.00261574405622,8.54319871928943,7.61146137162671
chr17,64835839,64836340,0.5412503898406862,chr17,64830523,64838071,ENSMUSG00000024088.3,-,4930583I09Rik,protein_coding,1.52247281392056,2.79722741149995,2.22197940662395
chr19,25361897,25362398,0.8167036089274801,chr19,25234975,25436496,ENSMUSG00000032702.12,+,Kank1,protein_coding,1.57095920926835,2.29605750027288,2.77747425827993
chr1,87001352,87001853,1.2156745179381796,chr1,86701808,87052095,ENSMUSG00000053333.11,+,Dis3l2,protein_coding,0.523653069756116,1.09558073617081,1.22918009728133
chr1,87001352,87001853,1.2156745179381796,chr1,86927387,87059596,ENSMUSG00000099401.1,-,Gm28375,antisense,0.523653069756116,1.09558073617081,1.22918009728133
chr10,94430619,94431120,1.828757082902009,chr10,94309949,94592956,ENSMUSG00000020023.13,+,Tmcc3,protein_coding,1.009279661073894,2.371057579379358,2.2604109888781094
chr2,163914105,163914606,0.410706188717453,chr2,163857751,163920683,ENSMUSG00000035226.5,-,Rims4,protein_coding,7.31174841844651,9.34740160009567,9.73888846307516
chr6,6173749,6174250,0.558423156410144,chr6,6039218,6219173,ENSMUSG00000015112.11,-,Slc25a13,protein_coding,1.64853744182481,2.26109215762913,2.43472211576879
chr17,13540404,13540905,1.481568577911214,chr17,13480553,13763825,ENSMUSG00000038347.10,-,Tcte2,protein_coding,0.416982999990982,0.874133566093734,1.18190393969359
chr16,4643566,4644067,0.6616438767689141,chr16,4637941,4652802,ENSMUSG00000039646.5,+,Vasn,protein_coding,3.12252386039758,5.09328491177282,4.95217750731613
