gene_name,gene_length,gene_type,gene_chr
Polb,25309.0,,
Nisch,46016.0,protein_coding,chr14
Thrb,377829.0,protein_coding,chr14
Clstn3,34035.0,,
Exoc4,724894.0,protein_coding,chr6
Ube2b,15265.0,,
Trio,295197.0,protein_coding,chr15
Baz2b,310476.0,,
Rps26,2213.0,,
Gpr162,5539.0,,
Cnot3,15841.0,,
Ttc17,105922.0,,
Lrrc4,169916.0,protein_coding,chr6
Ndufb7,4955.0,,
Atp5g1,6818.0,,
Slit2,324595.0,protein_coding,chr5
Grip1,633431.0,protein_coding,chr10
Gaa,17567.0,,
Tcerg1l,188756.0,protein_coding,chr7
Hsp90aa1,12123.0,,
Dgkg,188760.0,,
Gnb2,5383.0,,
Sst,1385.0,,
Grin1,28006.0,protein_coding,chr2
Pacrg,437299.0,,
Cox6b1,9290.0,,
Kirrel3,550822.0,protein_coding,chr9
Nrg3os,60492.0,,
Tmtc2,386788.0,protein_coding,chr10
Dtna,244580.0,protein_coding,chr18
Rpl17,4823.0,,
Eif1,2211.0,,
Myo16,480831.0,protein_coding,chr8
Stxbp6,222225.0,,
3222401L13Rik,6291.0,,
Lars2,95739.0,protein_coding,chr9
Thsd4,555115.0,protein_coding,chr9
Rnf144b,125335.0,,
Tmem63b,26734.0,,
Tenm3,616269.0,protein_coding,chr8
Rps3a1,4762.0,protein_coding,chr3
Rpl27a,3220.0,,
Rps10,6251.0,,
Sbf1,27075.0,,
Kcnab1,268839.0,,
Rps4x,4453.0,,
Rundc3a,9152.0,,
Itm2b,23063.0,,
Cacna1a,301607.0,protein_coding,chr8
Rpl41,1191.0,,
Syt14,144542.0,,
Klhl32,238570.0,,
Rps19,5435.0,,
Pbx3,201685.0,protein_coding,chr2
Phkb,220417.0,,
Thy1,5195.0,,
Rplp2,4215.0,,
Cntn6,370616.0,protein_coding,chr6
Hps4,35331.0,,
Chpf,4738.0,,
Slc6a1,34897.0,protein_coding,chr6
Rpl9,3080.0,,
Rpl19,3782.0,,
Fgf13,505926.0,,
Npy,6797.0,,
Slitrk4,12111.0,,
Smdt1,10132.0,,
Mitf,214297.0,protein_coding,chr6
4930445B16Rik,96543.0,,
Efr3a,86782.0,,
Slc25a4,4487.0,,
Ctsb,23461.0,,
Supt3,342138.0,,
Gabbr1,29101.0,,
Ywhab,23628.0,,
Kcnc2,195903.0,protein_coding,chr10
Rpl7a,2554.0,,
Ptprs,64057.0,,
Pkp4,194358.0,protein_coding,chr2
Kcnj3,162175.0,protein_coding,chr2
Chchd10,4617.0,,
Rpl23a,2652.0,,
Mafg,8483.0,protein_coding,chr11
Tbc1d19,94359.0,,
Ddx5,8830.0,,
Cox7a2,4517.0,protein_coding,chr9
Ggact,97534.0,,
Tmsb10,1401.0,,
Dapk1,161244.0,,
Nbea,558506.0,protein_coding,chr3
Tubb2a,3733.0,,
Rps11,2060.0,,
Gabarapl2,12909.0,,
Ndufb8,6868.0,,
Mdga2,756489.0,protein_coding,chr12
Rit2,343801.0,,
Uqcr10,2369.0,,
Mapt,100700.0,,
Mt3,1539.0,,
Wwox,913053.0,protein_coding,chr8
Gng13,2235.0,,
Sema3a,477151.0,protein_coding,chr5
Rpl24,5160.0,,
Uchl1,11143.0,,
Nfia,346140.0,,
Lmtk3,20406.0,,
Actb,3639.0,,
Kifc2,8338.0,protein_coding,chr15
Slc22a17,6828.0,,
Adam22,295808.0,protein_coding,chr5
Atp5b,7118.0,,
Vgf,6959.0,,
Ppp2r2b,422039.0,protein_coding,chr18
Rtn1,197302.0,protein_coding,chr12
Slmap,121763.0,,
Cyc1,2737.0,,
Sptbn4,91303.0,protein_coding,chr7
Igsf21,219938.0,protein_coding,chr4
Glis3,421226.0,protein_coding,chr19
Nf1,241919.0,,
Man2a2,22278.0,protein_coding,chr7
Lrba,558012.0,,
Rps27a,2263.0,,
Cntnap4,312674.0,protein_coding,chr8
Ndufs7,7673.0,,
Rabac1,3002.0,,
Tmem91,6027.0,protein_coding,chr7
Bsg,7478.0,,
Tmx2,7824.0,,
Flna,26359.0,,
Rufy3,86352.0,,
Epha5,362621.0,protein_coding,chr5
Ndufa11,4374.0,,
Prmt2,30643.0,,
Rpl37,2495.0,protein_coding,chr15
Eif4a2,6692.0,protein_coding,chr16
Cntnap5b,713177.0,protein_coding,chr1
Unc80,230781.0,protein_coding,chr1
Rps27,1129.0,protein_coding,chr3
Dynll2,8008.0,,
Psmb6,2491.0,protein_coding,chr11
Ndufaf4,6918.0,protein_coding,chr4
Ap3b1,207357.0,,
Elavl3,37018.0,protein_coding,chr9
Mbnl1,156920.0,,
Pabpc1,14007.0,,
Fau,1680.0,,
Igf2bp3,129734.0,protein_coding,chr6
Ndufa2,2225.0,,
Wdr7,281091.0,,
Slc38a1,71495.0,protein_coding,chr15
Atp6ap2,29248.0,,
Dgkb,816513.0,protein_coding,chr12
Gm21860,,,
Osbpl9,141127.0,,
Fmn1,389031.0,protein_coding,chr2
Serinc1,16756.0,,
Ndst4,324823.0,protein_coding,chr3
Resp18,6216.0,,
Atf4,2357.0,,
Atp1a3,27791.0,,
Tuba1b,3140.0,,
Gnas,62424.0,,
Zcchc7,176338.0,,
Rpl36al,1352.0,,
Lin28b,109775.0,protein_coding,chr10
Nlgn1,906245.0,protein_coding,chr3
Scfd2,326943.0,,
Fbxl17,442565.0,,
Slc4a3,15906.0,,
Chd3,26133.0,protein_coding,chr11
Acbd6,133210.0,,
Zfp804a,206657.0,protein_coding,chr2
Tmem130,25903.0,,
Oaz1,2634.0,,
Focad,316382.0,,
Atp5g2,9488.0,,
Rps24,9834.0,,
Rps15,1661.0,,
Adam15,11454.0,,
Tma7,8019.0,,
Kcna2,13859.0,,
Stag1,361577.0,,
Filip1l,220033.0,,
Nop56,4883.0,protein_coding,chr2
Rnasek,1718.0,,
Kidins220,88227.0,protein_coding,chr12
Pde11a,349633.0,protein_coding,chr2
Exoc6b,451026.0,protein_coding,chr6
Rpl38,3807.0,,
Stxbp5,145532.0,protein_coding,chr10
Sorbs2os,95972.0,antisense,chr8
Ndufa3,2954.0,,
Erbb4,1075873.0,protein_coding,chr1
Dvl1,11901.0,,
Pcdh15,1550395.0,protein_coding,chr10
Rpl35a,3736.0,,
Atp5e,3033.0,,
Cox7c,2088.0,protein_coding,chr13
Cdk5r1,4161.0,,
Rps23,1992.0,,
Ctnna3,1573569.0,protein_coding,chr10
Arf5,3042.0,,
Cab39l,144792.0,,
Fbxw5,4721.0,,
Negr1,754651.0,protein_coding,chr3
Rpl27,3231.0,,
Sox11,8310.0,protein_coding,chr12
Foxp2,540628.0,,
Aplp1,10553.0,protein_coding,chr7
Sh3gl2,434069.0,,
Srgap2,242101.0,protein_coding,chr1
Snx32,18303.0,,
Sema5a,451531.0,protein_coding,chr15
Tfdp2,127371.0,,
Robo2,519986.0,protein_coding,chr16
Vcp,20544.0,,
Fnbp1l,80996.0,protein_coding,chr3
Psmc5,6966.0,,
Dennd1b,215525.0,protein_coding,chr1
Prkca,410541.0,protein_coding,chr11
Khsrp,10471.0,protein_coding,chr17
Rsrc1,377006.0,,
Rpl32,3242.0,,
Reep5,29185.0,,
Hspa5,5577.0,,
Hs6st2,294644.0,,
Scn1b,10479.0,protein_coding,chr7
Haghl,5830.0,,
Ankib1,112925.0,,
Nrxn2,125438.0,protein_coding,chr19
Fmn2,320904.0,protein_coding,chr1
Lmo3,219050.0,protein_coding,chr6
Kcnd2,514302.0,protein_coding,chr6
Rps7,5099.0,,
Usp45,70716.0,protein_coding,chr4
Satb1,97103.0,protein_coding,chr17
Lrrfip2,108076.0,,
Zfand2b,2983.0,,
Mpped1,79027.0,,
Set,15199.0,,
Dctn1,34197.0,,
Lurap1,18932.0,,
Klc1,48995.0,protein_coding,chr12
Gabarapl1,9186.0,,
Rpl10a,2562.0,,
Scg2,5451.0,,
Ndufv3,11216.0,,
Tuba1a,3866.0,,
Psmd2,11762.0,,
Cdkal1,663928.0,protein_coding,chr13
Rapgef5,243258.0,,
Zfp808,106258.0,,
Tmem259,9382.0,protein_coding,chr10
Rpl8,2236.0,,
Spock2,28979.0,protein_coding,chr10
Trpc4,162436.0,protein_coding,chr3
Atp6v1g1,5978.0,,
Gm21798,120302.0,protein_coding,chr15
Rpl11,25163.0,,
Ttc4,16688.0,,
Atp6v1f,2794.0,,
Fam135b,296229.0,protein_coding,chr15
Epha3,320641.0,protein_coding,chr16
Nbeal1,157729.0,protein_coding,chr1
Gm26917,3328.0,,
Actg1,2852.0,,
Maml3,419169.0,protein_coding,chr3
Lama2,639722.0,,
Ppm1h,267033.0,protein_coding,chr10
Nme1,11542.0,protein_coding,chr11
Lrp1,82987.0,,
Rpl21,4142.0,,
Epc2,100462.0,,
Gdi1,6864.0,,
March1,853737.0,protein_coding,chr8
Ankrd13d,12957.0,,
Uqcr11,3833.0,,
Calm3,8735.0,protein_coding,chr7
Vegfb,5178.0,,
Vps8,221562.0,protein_coding,chr16
Rps9,2904.0,,
Rnf187,6628.0,,
Pgrmc1,7873.0,,
Elp4,203537.0,protein_coding,chr2
Nek7,137266.0,protein_coding,chr1
Eef2,5867.0,,
Cpeb4,63423.0,protein_coding,chr11
Echs1,10766.0,,
Ccdc122,75485.0,,
Camk2n2,2072.0,,
Adamtsl1,914213.0,,
Abtb2,152113.0,protein_coding,chr2
Cdc42bpa,205131.0,protein_coding,chr1
Cox5a,11152.0,,
Spred1,60905.0,protein_coding,chr2
Atcay,26325.0,,
Wdfy2,123831.0,protein_coding,chr14
Faim2,31153.0,protein_coding,chr15
1700112D23Rik,78441.0,,
Ptprn,17475.0,,
Atp6ap1,7624.0,,
Prmt7,41858.0,,
Rasal1,30785.0,,
Slc12a5,38929.0,,
9630028H03Rik,258137.0,,
Bcl11a,96067.0,protein_coding,chr11
Pcyt2,7849.0,,
Dach1,382912.0,,
Cltb,18943.0,,
Gm26673,22917.0,,
Nap1l5,1843.0,,
Grina,3140.0,,
Psmd4,9920.0,,
Nsg1,22715.0,,
Casc3,28909.0,,
Pfn1,2794.0,,
Scn9a,154882.0,protein_coding,chr2
Got1,24853.0,,
Glcci1,87948.0,protein_coding,chr6
Hdac3,19172.0,,
Ypel3,3559.0,,
Spats2l,174232.0,,
Rpl36a,2408.0,,
Nmrk1,20478.0,,
Thra,28368.0,protein_coding,chr11
Slc27a1,18420.0,,
Vamp2,3894.0,,
Gnl3l,34181.0,,
Psmc3,12360.0,,
4833420G17Rik,23352.0,protein_coding,chr13
Prr16,302311.0,protein_coding,chr18
Hmbox1,138271.0,protein_coding,chr14
Glra3,189610.0,protein_coding,chr8
Ptms,6422.0,,
Ppp1r14b,2356.0,,
Arhgef1,23682.0,,
Gm15564,16478.0,,
Grik2,693933.0,protein_coding,chr10
Bex1,1541.0,,
Ecd,28269.0,,
Gm26854,30851.0,,
Ndfip1,54907.0,,
Gm16168,72950.0,,
Men1,5912.0,,
Mycbp2,233403.0,,
Tenm1,901260.0,protein_coding,chrX
Adk,395995.0,,
Kit,81806.0,protein_coding,chr5
Mier1,51364.0,protein_coding,chr4
Fkbp2,2760.0,,
Pparg,129448.0,,
6530409C15Rik,45307.0,,
Atg9a,11336.0,,
Ano6,183908.0,,
Lin7b,2692.0,,
Brf1,40619.0,protein_coding,chr12
Antxr1,201968.0,,
Atp6v1g2,5107.0,protein_coding,chr17
Atg10,288612.0,protein_coding,chr13
Gm14858,112976.0,,
Nr1d1,7401.0,,
Sympk,30241.0,,
Rps17,2522.0,,
C2cd2l,11048.0,protein_coding,chr9
Slc22a4,44967.0,,
Ddit3,4219.0,,
Tmeff1,77957.0,,
Arhgdig,8603.0,,
Gigyf2,123798.0,,
Klf13,52564.0,protein_coding,chr7
Arnt,62852.0,,
Dtx3,5350.0,,
Lingo2,1245100.0,,
Pcbp4,10721.0,,
Tomm7,5217.0,,
Gpx4,9273.0,,
Pcsk2,270129.0,,
Ppfibp1,143538.0,protein_coding,chr6
Tecr,36273.0,,
Calr,5084.0,,
Rpl12,3786.0,,
Csnk1g2,17911.0,,
Ndufb10,2418.0,,
Chl1,239625.0,protein_coding,chr6
Fmnl2,275944.0,protein_coding,chr2
Garnl3,145430.0,,
March11,100528.0,,
5730522E02Rik,608000.0,protein_coding,chr11
Atp5o,124528.5,protein_coding,chr16
Gm26954,26679.0,,
Celf5,23482.0,protein_coding,chr10
Npas3,823498.0,protein_coding,chr12
Pfkm,39862.0,protein_coding,chr15
Vwa8,353258.0,protein_coding,chr14
Mrfap1,1905.0,,
Ap2m1,9431.0,,
Pigk,266308.0,protein_coding,chr3
Cort,1729.0,,
Wars,34144.0,,
Akr1a1,15170.0,,
Stmn1,5523.0,,
Atp2b1,111737.0,,
Myo6,146698.0,protein_coding,chr9
Chst1,15543.0,,
Grip1os2,15636.0,,
Uqcrh,8106.0,,
Mast1,25456.0,,
Hnrnph1,9538.0,protein_coding,chr11
Ndufc1,4311.0,,
Marcks,5545.0,protein_coding,chr10
Gsg1l,203991.0,protein_coding,chr7
Pou3f2,5586.0,protein_coding,chr4
Atp5d,7186.0,,
Spata5,159200.0,,
Slc25a13,175955.0,,
Mapkap1,218179.0,protein_coding,chr2
Mat2a,6759.0,protein_coding,chr6
Mypn,88157.0,,
Dis3l2,346287.0,,
Hdac7,51838.0,,
Adam23,150385.0,,
Vwa5b2,15906.0,,
Syngr3,4863.0,,
Bcas2,7511.0,,
Zfp523,28757.0,,
Lsm7,2388.0,,
Arhgap21,120962.0,protein_coding,chr2
Cfap69,84961.0,,
Kcnt2,365909.0,protein_coding,chr1
Map2k2,28060.0,,
Ccdc91,156784.0,,
Man2a1,154374.0,protein_coding,chr17
Dnajc13,111648.0,,
Adam12,348947.0,protein_coding,chr7
Dock1,502985.0,,
Ppip5k2,64363.0,protein_coding,chr1
Arxes2,1531.0,,
Vps13c,155242.0,,
Tmem44,38987.0,,
Atp5j,7759.0,protein_coding,chr16
Kif21a,116672.0,protein_coding,chr15
Syt4,9598.0,,
A330102I10Rik,25937.0,,
Hsp90b1,15300.0,protein_coding,chr10
Vps36,28034.0,,
Cep290,87282.0,protein_coding,chr10
Dpm1,21543.0,,
Ube2m,3155.0,,
Fbxl16,12170.0,protein_coding,chr17
Rps25,3288.0,,
Akap13,299075.0,,
Nudt11,7657.0,,
Camkv,14017.0,protein_coding,chr9
Srrm3,67882.0,protein_coding,chr5
D3Ertd751e,60709.0,,
Thsd7b,945976.0,protein_coding,chr1
Banf2,40920.0,,
Cdk9,7292.0,protein_coding,chr2
Tomm6,1740.0,,
Tnks,139230.0,protein_coding,chr8
Pcdhb16,5224.0,,
Tshz2,438803.0,,
Atp5j2,8364.0,,
Birc6,175061.0,protein_coding,chr17
Gm16759,170090.0,,
Plcl1,348364.0,protein_coding,chr1
Gap43,92209.0,protein_coding,chr16
Eya1,141281.0,,
Ap2a1,29123.0,protein_coding,chr7
Grcc10,2191.0,,
Faf1,287372.0,,
Cck,5870.0,,
Gm12576,31811.0,,
Kiz,114233.0,,
Tmem8,9955.0,,
Cit,163669.0,protein_coding,chr5
Ino80e,11417.0,,
Kansl2,16606.0,,
Pde4a,47534.0,,
Mpp6,88698.0,,
Nkain3,659992.0,protein_coding,chr4
Syp,14785.0,,
Astn1,329508.0,protein_coding,chr1
Trpc3,69685.0,,
Cplx1,31470.0,,
Ssr2,12543.0,,
Syt2,115916.0,protein_coding,chr1
Lypd6,127140.0,protein_coding,chr2
Gm16552,9737.0,,
Fat3,591096.0,,
Ndufaf3,1897.0,,
Pigt,10781.0,,
Sfpq,15689.0,,
Sema6d,577801.0,protein_coding,chr2
Rpl36,,protein_coding,chr17
Repin1,5199.0,,
Purb,8318.0,,
Foxj3,92115.0,protein_coding,chr4
Noc2l,11697.0,,
Rab37,70805.0,,
Epc1,80157.0,,
Ino80d,156249.0,protein_coding,chr1
Syn2,147104.0,,
Agap3,49870.0,,
Rps28,5535.0,,
Scrib,22626.0,,
Fxyd6,25974.0,,
Manba,85793.0,,
Fbxo4,14128.0,,
Tmem147,1839.0,,
Ccar1,48358.0,,
Chd2,115192.0,protein_coding,chr7
Nkain2,1201152.0,protein_coding,chr10
Nrg4,106622.0,protein_coding,chr9
Smchd1,130854.0,,
Chac2,9643.0,,
Coro1a,8014.0,,
Pitpnm1,13967.0,,
Cox6c,12360.0,,
Bcl11b,93199.0,protein_coding,chr12
Krtcap2,3940.0,,
B4galt2,14227.0,,
Grin2d,46495.0,protein_coding,chr7
Ttll5,237234.0,protein_coding,chr12
Gm21887,9622.0,,
Ddx31,65165.0,,
Eef1a2,9361.0,,
Dnajb4,31791.0,,
Gm1673,1580.0,,
Rictor,92022.0,,
Grip1os1,27186.0,,
Ccser2,93841.0,,
Tmem191c,7152.0,,
Icam5,6963.0,,
Armcx2,5076.0,,
Nr6a1os,29113.0,,
Ids,22015.0,,
Rps6kc1,211568.0,,
Top1,76876.0,,
Hdlbp,72875.0,,
Sco2,2209.0,,
Kcnk2,194343.0,protein_coding,chr1
Far2,135499.0,protein_coding,chr6
Sec62,28388.0,,
Dusp8,16353.0,,
Eef1a1,10702.0,,
Sema6c,13567.0,,
Ppm1m,4799.0,,
Rfng,3461.0,protein_coding,chr11
Atp8a1,229294.0,protein_coding,chr5
Ptma,3986.0,,
Gm17106,122747.0,,
Mpp7,278907.0,,
Snf8,12545.0,,
Plcxd3,200062.0,,
Rims1,519743.0,protein_coding,chr1
Ppp5c,23284.0,protein_coding,chr7
Nol4,348472.0,protein_coding,chr18
Rttn,159226.0,protein_coding,chr18
Kctd17,10739.0,,
Sytl5,108921.0,,
D10Wsu102e,128284.0,,
Sdk1,974096.0,,
Gprasp2,5696.0,,
Gm15738,114381.0,,
Vps41,149525.0,,
Trappc2l,5020.0,,
Ccdc141,160734.0,,
Cnnm2,118596.0,,
Ndufb5,14576.0,protein_coding,chr3
Tesk1,6125.0,,
Gfod2,44810.0,,
Btg1,5803.0,protein_coding,chr10
Gabrb2,209271.0,protein_coding,chr11
Fchsd2,191542.0,protein_coding,chr7
H2afy,62742.0,,
Gm1976,74855.0,,
Snap91,114731.0,protein_coding,chr9
4632427E13Rik,7302.0,,
Trim35,14393.0,,
Dbpht2,5340.0,,
Pcdh9,877269.0,protein_coding,chr14
Gria4,378338.0,protein_coding,chr9
Tmem14c,6294.0,,
Ankrd55,95551.0,,
Abca2,19837.0,protein_coding,chr2
Lmo4,16690.0,protein_coding,chr3
Atp6v0e2,4186.0,,
Atp5h,4273.0,,
Celf4,276525.0,protein_coding,chr18
Gigyf1,9387.0,,
Ypel2,57282.0,protein_coding,chr11
Nr6a1,204318.0,protein_coding,chr2
Nadk2,39631.0,,
Bcl2l2,4857.0,,
Vps13b,560069.0,,
Tceal5,2928.0,,
Gm973,120153.0,,
Atp1a1,28465.0,,
Col25a1,468376.0,protein_coding,chr3
Ltbp3,17628.0,protein_coding,chr19
Gabrd,13132.0,,
Cpne6,6986.0,,
Aamp,4898.0,,
Clu,13064.0,,
Slc24a3,474412.0,protein_coding,chr2
Kcnk3,37101.0,protein_coding,chr5
Fign,126531.0,,
Tac1,10955.0,protein_coding,chr6
Speg,57023.0,,
Chrm2,140330.0,protein_coding,chr6
Timp2,54671.0,,
Gm27008,159512.0,antisense,chr3
Setd1b,26436.0,,
Jph4,10109.0,,
Ppp1ca,3355.0,protein_coding,chr19
Kif16b,284057.0,protein_coding,chr2
Rgl2,8144.0,,
Ndufs5,5492.0,,
Sos1,86702.0,,
Enah,123606.0,protein_coding,chr1
Emc1,26143.0,protein_coding,chr4
Unc5d,572919.0,protein_coding,chr8
Lmo7,204753.0,protein_coding,chr14
Ddrgk1,10699.0,,
Lrrc4b,34333.0,,
Galnt13,681992.0,protein_coding,chr2
Htra1,49549.0,protein_coding,chr7
Tram1l1,3888.0,,
Gar1,6484.0,,
Hcfc1r1,1631.0,,
Osbpl1a,186527.0,,
Nrbp2,6109.0,protein_coding,chr15
Odc1,6711.0,,
Drap1,2174.0,,
1700111E14Rik,48736.0,,
Xpr1,141714.0,,
Rpgrip1l,96232.0,,
Pspc1,57606.0,protein_coding,chr14
Atp6v0b,3007.0,,
Dync2h1,255943.0,,
Pcdhb14,8694.0,protein_coding,chr18
Car11,4839.0,protein_coding,chr7
Me3,221967.0,protein_coding,chr7
Rassf8,74331.0,,
Acad8,25431.0,,
Nmt1,40722.0,,
Rprml,1009.0,,
Rasal2,277413.0,protein_coding,chr1
Nxf1,13849.0,,
Gm16351,57763.0,,
Alcam,205078.0,protein_coding,chr16
Fat4,125045.0,,
Pcx,111280.0,protein_coding,chr19
Gas2l3,35144.0,,
Prrc2a,15821.0,,
Cage1,31017.0,,
AI593442,6738.0,,
Lamp1,16177.0,,
Npdc1,10143.0,,
Eif4g1,24571.0,,
Cycs,3975.0,,
2210408I21Rik,478244.0,protein_coding,chr13
Zmiz2,17084.0,,
Gnb4,36253.0,protein_coding,chr3
St7,250092.0,protein_coding,chr6
Zcchc12,3254.0,,
Prkg1,1200544.0,protein_coding,chr19
B230219D22Rik,10376.0,,
Camk2n1,5809.0,,
Slc44a5,298286.0,protein_coding,chr3
Plcl2,179081.0,,
Tnip2,17904.0,,
Mto1,27140.0,,
Itpr2,393924.0,,
Crispld1,39299.0,,
Ifitm10,47916.0,,
Ptov1,6721.0,protein_coding,chr7
Rnf13,99171.0,protein_coding,chr3
Stx18,99023.0,protein_coding,chr5
Tbc1d1,195181.0,protein_coding,chr5
Mrpl45,14204.0,protein_coding,chr11
Rimklb,51465.0,,
Fzr1,12294.0,protein_coding,chr10
Nlgn2,14662.0,,
Slc24a4,138358.0,,
Plekhn1,13401.0,,
Zwint,20119.0,,
Smarcal1,49883.0,,
Gpc1,29134.0,,
Shank1,50319.0,protein_coding,chr7
Hspa12a,147904.0,,
2700062C07Rik,6948.0,,
Dlg4,30580.0,,
Gm10649,295395.0,,
Ppan,4003.0,,
Ankrd52,31589.0,protein_coding,chr10
Phka1,130271.0,,
Myh14,65040.0,protein_coding,chr7
Fndc5,7594.0,,
Rpl35,4044.0,,
Gnptg,6793.0,,
Sars,20344.0,,
Slc50a1,2324.0,,
Sh2b2,28409.0,protein_coding,chr5
0610040J01Rik,87262.0,protein_coding,chr5
Gabrb1,490924.0,protein_coding,chr5
Hpcal4,11474.0,,
Tubb5,4385.0,,
Ncam2,426131.0,protein_coding,chr16
Nenf,11405.0,,
Spata17,170817.0,,
Stxbp5l,270020.0,,
Nck1,53841.0,,
Vps13a,165567.0,,
Bola2,4397.0,,
Tax1bp1,53051.0,,
Scd2,13190.0,,
Oxct1,128961.0,protein_coding,chr15
Prelid1,4772.0,,
Psmc6,19917.0,protein_coding,chr14
Slc39a7,3413.0,protein_coding,chr17
Tpi1,3710.0,,
Pde10a,461276.0,protein_coding,chr17
Baiap2,64019.0,,
Dnal1,33132.0,,
Mcf2,123133.0,,
Cherp,14737.0,,
Ndufaf7,10916.0,,
9530026P05Rik,332650.0,lincRNA,chr6
Tcp1,9366.0,,
Psmd13,16675.0,,
Gphn,458393.0,,
Nyap1,11708.0,,
Unc13b,205918.0,,
Heg1,87206.0,,
Slc25a11,3283.0,,
Tanc1,234107.0,protein_coding,chr2
Mnat1,150271.0,,
Pdzd4,31610.0,,
Pde4b,519716.0,protein_coding,chr4
Gmds,519161.0,,
Fam214b,13806.0,protein_coding,chr4
Lrrc7,479330.0,protein_coding,chr3
Ncdn,9688.0,,
Itm2c,14394.0,,
Fndc3a,172057.0,protein_coding,chr14
Rps3,5842.0,,
Rhob,2348.0,protein_coding,chr12
Nr2c2,82904.0,,
2410002F23Rik,5597.0,,
Clmp,99357.0,,
Cacna2d1,439820.0,protein_coding,chr5
Ywhaq,27566.0,,
Klc2,10814.0,,
Tle1,83777.0,,
Sned1,65224.0,,
Xpo4,87909.0,,
Efnb3,6113.0,,
Gm17171,23853.0,,
Vars,15335.0,,
Kcnc1,42207.0,protein_coding,chr7
Ywhah,9150.0,,
Ring1,3888.0,,
Glrb,70061.0,protein_coding,chr3
Nxpe4,238002.0,,
Tspyl4,3878.0,protein_coding,chr10
Smim13,26733.0,protein_coding,chr13
Grb14,112511.0,,
Gm9725,47619.0,,
Crebzf,5265.0,,
