2mo,9mo,18mo,gene_name,distance
0.37,0.64,0.48,Gm29253,4083
0.37,0.64,0.48,Atg9a,4203
0.37,0.59,0.48,Gm29253,3612
0.37,0.59,0.48,Atg9a,4674
0.37,0.21,0.12,Speg,11857
0.22,0.49,0.35,Speg,16432
0.44,0.68,0.63,Speg,4316
0.17,0.41,0.3,Obsl1,15414
0.46,0.7,0.55,Gm29069,2429
0.58,0.8,0.74,Gm29069,53414
0.23,0.46,0.36,Gm816,14434
0.24,0.46,0.46,Gm816,14571
0.62,0.87,0.7,Gm816,67322
0.67,0.89,0.78,Epha4,1569
0.21,0.44,0.35,Epha4,6303
0.25,0.48,0.29,Epha4,24181
0.29,0.58,0.37,Epha4,24539
0.24,0.46,0.28,Epha4,48197
0.35,0.57,0.47,Epha4,63525
0.46,0.74,0.55,Epha4,66637
0.46,0.7,0.65,Epha4,61939
0.25,0.52,0.33,Epha4,55721
0.41,0.69,0.62,Epha4,41236
0.32,0.49,0.27,Epha4,29741
0.49,0.72,0.53,Epha4,24071
0.22,0.49,0.4,Epha4,17031
0.28,0.54,0.38,Epha4,16959
0.34,0.59,0.47,Sgpp2,6516
0.4,0.66,0.53,Kcne4,3345
0.4,0.66,0.53,Gm29536,28480
0.21,0.36,0.15,Scg2,3994
0.35,0.62,0.62,Ap1s3,20065
0.18,0.42,0.22,Nyap2,16216
0.49,0.73,0.56,Nyap2,117112
0.31,0.56,0.39,Nyap2,102784
0.33,0.53,0.31,Nyap2,7096
0.66,0.86,0.65,Irs1,1075
0.66,0.86,0.65,Gm9747,1064
0.34,0.64,0.41,Rhbdd1,8764
0.44,0.66,0.42,Rhbdd1,3508
0.27,0.54,0.46,Col4a3,40261
0.5,0.71,0.58,Col4a3,6660
0.5,0.71,0.58,C430014B12Rik,9770
0.09,0.29,0.2,Daw1,7061
0.41,0.7,0.61,4933436I20Rik,52021
0.29,0.58,0.51,Pid1,74051
0.44,0.69,0.64,Pid1,149183
0.62,0.86,0.73,Pid1,153965
0.54,0.78,0.55,Dner,126290
0.45,0.71,0.5,Dner,107574
0.21,0.52,0.51,Dner,76102
0.31,0.55,0.32,Dner,74059
0.57,0.83,0.7,Dner,45045
0.46,0.33,0.59,Sp140,17194
0.3,0.43,0.2,Cab39,12874
0.48,0.68,0.5,Armc9,32795
0.4,0.66,0.51,Armc9,51267
0.32,0.55,0.38,Dis3l2,119046
0.32,0.55,0.38,Gm28375,5662
0.42,0.69,0.47,Efhd1,22014
0.52,0.72,0.55,3110079O15Rik,4186
0.24,0.48,0.5,Inpp5d,10161
0.35,0.59,0.4,Gm25395,187
0.35,0.59,0.4,Atg16l1,15406
0.34,0.57,0.48,Atg16l1,12826
0.44,0.69,0.53,Sag,570
0.26,0.55,0.38,Dgkd,22282
0.39,0.57,0.37,Ugt1a8,9696
0.39,0.57,0.37,Ugt1a7c,2447
0.39,0.57,0.37,Ugt1a10,42121
0.39,0.57,0.37,Gm20528,42116
0.39,0.57,0.37,Ugt1a9,26709
0.26,0.52,0.57,Ugt1a8,39084
0.26,0.52,0.57,Ugt1a7c,40082
0.26,0.52,0.57,Ugt1a6b,39083
0.26,0.52,0.57,Ugt1a6a,39077
0.26,0.52,0.57,Ugt1a5,17908
0.26,0.52,0.57,Ugt1a10,39084
0.26,0.52,0.57,Gm20528,38664
0.26,0.52,0.57,Ugt1a9,39077
0.38,0.65,0.5,Ugt1a8,21016
0.38,0.65,0.5,Ugt1a7c,22014
0.38,0.65,0.5,Ugt1a6b,21015
0.38,0.65,0.5,Ugt1a6a,21009
0.38,0.65,0.5,Ugt1a5,21009
0.38,0.65,0.5,Ugt1a2,1387
0.38,0.65,0.5,Ugt1a10,21016
0.38,0.65,0.5,Gm20528,20596
0.38,0.65,0.5,Ugt1a9,21009
0.39,0.64,0.61,Trpm8,1621
0.29,0.5,0.35,Gm28888,2073
0.11,0.31,0.26,Sh3bp4,34906
0.34,0.57,0.43,Sh3bp4,8553
0.2,0.42,0.25,Gm28342,12212
0.39,0.67,0.43,Agap1,20141
0.58,0.77,0.54,Agap1,64795
0.76,0.84,0.63,Agap1,106878
0.33,0.6,0.49,Agap1,177858
0.38,0.62,0.5,Agap1,106458
0.42,0.67,0.52,Agap1,65382
0.17,0.44,0.4,Iqca,50096
0.63,0.68,0.83,Mlph,3618
0.24,0.47,0.36,Lrrfip1,61643
0.16,0.37,0.32,Ramp1,589
0.66,0.86,0.8,Ramp1,1024
0.28,0.52,0.36,Gm28380,1855
0.36,0.55,0.31,Twist2,19656
0.24,0.47,0.29,Twist2,19393
0.5,0.74,0.75,Hdac4,6348
0.48,0.88,0.67,Hdac4,79793
0.3,0.58,0.4,9430060I03Rik,1909
0.3,0.58,0.4,Gpr35,1816
0.45,0.72,0.6,Pask,14637
0.3,0.58,0.47,Gm7135,34787
0.35,0.59,0.58,Ppip5k2,26496
0.17,0.42,0.33,Pam,108570
0.65,0.8,0.86,Pam,118863
0.37,0.66,0.56,Pam,117141
0.53,0.76,0.67,Tnfrsf11a,32507
0.17,0.39,0.29,RP24-79F8.1,3276
0.64,0.45,0.39,Phlpp1,78983
0.31,0.57,0.45,9330185C12Rik,2210
0.37,0.63,0.56,Cntnap5a,99745
0.57,0.83,0.74,Gm17777,1221
0.27,0.48,0.48,Clasp1,29734
0.39,0.6,0.48,Clasp1,29847
0.44,0.74,0.49,Clasp1,75427
0.3,0.53,0.52,Gli2,8153
0.54,0.71,0.75,Gli2,70150
0.27,0.48,0.34,Ralb,3263
0.25,0.48,0.33,Ralb,3352
0.45,0.67,0.67,Ptpn4,409
0.38,0.72,0.6,Cfap221,29498
0.75,0.44,0.58,Sctr,17354
0.54,0.75,0.54,Sctr,20702
0.4,0.68,0.4,3110009E18Rik,14795
1.0,0.86,0.66,Gm22610,2022
0.07,0.3,0.23,Dpp10,343665
0.17,0.24,0.41,Gpr39,36150
0.19,0.43,0.28,Gpr39,17395
0.27,0.5,0.42,Lypd1,18155
0.51,0.79,0.63,Lypd1,20782
0.21,0.48,0.36,Lypd1,5418
0.51,0.73,0.66,Nckap5,190028
0.43,0.6,0.37,Nckap5,306686
0.26,0.58,0.55,Nckap5,376280
0.19,0.4,0.3,Nckap5,304351
0.33,0.55,0.47,Nckap5,14890
0.45,0.66,0.45,Mgat5,25923
0.67,0.39,0.59,Mgat5,90306
0.22,0.47,0.33,Mgat5,60035
0.54,0.75,0.65,Mgat5,13125
0.39,0.65,0.52,Tmem163,51357
0.51,0.78,0.55,Rab3gap1,15387
0.23,0.52,0.3,R3hdm1,33020
0.22,0.46,0.36,Lct,11399
0.31,0.57,0.32,Gm16083,7720
0.57,0.33,0.3,Dyrk3,464
0.73,0.48,0.58,Rassf5,24904
0.19,0.42,0.34,Nucks1,13285
0.25,0.48,0.41,Gm29103,23088
0.2,0.43,0.34,Mfsd4,265
0.2,0.43,0.34,Gm26892,148
0.38,0.61,0.46,Lemd1,4570
0.33,0.59,0.36,1700037F24Rik,1923
0.33,0.59,0.36,Lemd1,11561
0.22,0.45,0.28,Lemd1,28816
0.25,0.55,0.4,Lemd1,27445
0.42,0.63,0.5,Gm7241,1186
0.3,0.52,0.41,Tmcc2,6562
0.49,0.71,0.61,Tmcc2,12287
0.49,0.71,0.61,Gm15849,1865
0.4,0.64,0.52,Cntn2,4810
0.48,0.69,0.54,Nfasc,13679
0.16,0.28,0.08,Lrrn2,15037
0.37,0.61,0.49,Mdm4,20184
0.3,0.54,0.39,Plekha6,22989
0.2,0.43,0.25,Chit1,19969
0.35,0.63,0.51,Ppfia4,10318
0.33,0.57,0.5,Ppfia4,18358
0.3,0.48,0.25,Ppfia4,13976
0.28,0.52,0.34,Klhl12,9159
0.5,0.7,0.68,Syt2,36694
0.57,0.71,0.83,Lgr6,61314
0.27,0.5,0.45,Lgr6,21070
0.48,0.69,0.54,Lmod1,19382
0.58,0.82,0.75,Nav1,40171
0.33,0.58,0.44,RP23-2M16.4,600
0.33,0.58,0.44,Nav1,46412
0.2,0.49,0.39,Nav1,24430
0.22,0.51,0.34,Nav1,24357
0.31,0.67,0.47,Nav1,5838
0.26,0.51,0.39,Csrp1,13515
0.35,0.63,0.48,Tnni1,7120
0.26,0.55,0.38,Tnni1,7295
0.26,0.52,0.36,Pkp1,19215
0.21,0.43,0.34,Gm15850,3481
0.21,0.43,0.34,Kif21b,313
0.56,0.74,0.49,RP23-211F21.3,2610
0.88,0.57,0.75,Kif14,19699
0.28,0.54,0.34,Nr5a2,43256
0.6,0.82,0.81,Gm4258,40729
0.6,0.82,0.81,Gm26936,9585
0.29,0.55,0.43,Gm28556,2247
0.25,0.47,0.3,Nek7,61461
0.48,0.71,0.53,Crb1,41450
0.57,0.79,0.66,Crb1,60166
0.19,0.41,0.4,Crb1,50888
0.45,0.57,0.34,Aspm,6417
0.38,0.55,0.63,Rgs21,11528
0.41,0.7,0.54,Fam129a,37580
0.26,0.49,0.43,Fam129a,65994
0.47,0.73,0.61,Fam129a,31644
0.08,0.32,0.19,Colgalt2,30147
0.51,0.72,0.46,Colgalt2,46560
0.57,0.76,0.8,Rgl1,13191
0.48,0.71,0.52,Rgl1,14446
0.4,0.7,0.56,Rgl1,19067
0.52,0.75,0.68,Rgl1,95164
0.36,0.61,0.52,Rgl1,114189
0.35,0.57,0.37,Apobec4,3613
0.35,0.57,0.37,Gm28792,1660
0.35,0.57,0.37,Rgl1,16187
0.73,0.94,0.84,Gm8976,1092
0.29,0.52,0.43,Lamc2,16032
0.43,0.64,0.41,Lamc2,249
0.27,0.49,0.34,Lamc1,9580
0.21,0.34,0.11,Lamc1,56989
0.33,0.62,0.37,Lamc1,43232
0.52,0.75,0.51,Cacna1e,82972
0.12,0.32,0.17,Cacna1e,83796
0.22,0.43,0.21,Cacna1e,115474
0.2,0.41,0.23,Cacna1e,163953
0.21,0.43,0.29,Cacna1e,100495
0.63,0.35,0.49,Cacna1e,3759
0.26,0.47,0.49,Gm29282,6320
0.19,0.44,0.34,Acbd6,863
0.38,0.62,0.53,Lhx4,25692
0.2,0.41,0.23,Lhx4,6667
0.37,0.56,0.33,Cep350,19118
0.24,0.53,0.48,Cep350,42316
0.42,0.67,0.63,Cep350,42181
0.37,0.57,0.52,Tdrd5,20475
0.37,0.64,0.5,Soat1,5450
0.48,0.72,0.73,Abl2,18117
0.36,0.61,0.48,Abl2,43226
0.3,0.61,0.48,Tor3a,9167
0.18,0.44,0.35,Ralgps2,23608
0.6,0.37,0.52,Gm15486,509
0.6,0.37,0.52,Sec16b,8484
0.4,0.63,0.45,RP23-152E3.1,92703
0.56,0.79,0.6,RP23-152E3.1,93459
0.18,0.42,0.31,RP23-152E3.1,71316
0.36,0.59,0.4,Brinp2,9656
0.33,0.61,0.47,Astn1,41721
0.28,0.52,0.4,Pappa2,134135
0.52,0.4,0.2,Tnr,42575
0.27,0.49,0.38,Tnr,40085
0.27,0.53,0.39,Rabgap1l,73341
0.27,0.53,0.39,RP24-540L1.1,28191
0.23,0.36,0.1,RP24-546N2.5,2581
0.23,0.36,0.1,Rabgap1l,221982
0.44,0.71,0.41,RP24-546N2.2,1960
0.44,0.71,0.41,Rabgap1l,186296
0.59,0.83,0.72,Rabgap1l,121826
0.45,0.73,0.54,Rabgap1l,91738
0.34,0.55,0.43,Serpinc1,12898
0.3,0.55,0.4,RP24-75E15.3,2182
0.2,0.43,0.31,Dnm3,67358
0.48,0.73,0.59,Dnm3,237591
0.42,0.67,0.51,Dnm3,192244
0.68,0.89,0.85,Fmo3,12472
0.31,0.53,0.4,Gorab,3625
0.34,0.6,0.4,Gorab,3703
0.2,0.44,0.37,Gorab,7184
0.15,0.39,0.32,Gm29500,2301
0.42,0.63,0.49,Scyl3,8077
0.34,0.6,0.54,Scyl3,12474
0.34,0.6,0.54,BC055324,659
0.54,0.75,0.61,Nme7,6270
0.4,0.65,0.53,Tbx19,12137
0.4,0.65,0.53,Gm16550,1168
0.38,0.7,0.5,Gpr161,16439
0.17,0.41,0.27,Rcsd1,33140
0.75,0.95,0.82,Rcsd1,1364
0.5,0.71,0.56,Cd247,15144
0.53,0.74,0.58,RP23-36P10.11,233
0.53,0.74,0.58,Cd247,36997
0.21,0.44,0.29,Gm26665,14310
0.52,0.67,0.42,5330438I03Rik,1962
0.52,0.67,0.42,Ildr2,9200
0.65,0.42,0.58,Uck2,28722
0.65,0.42,0.58,RP23-79H24.3,3887
0.22,0.5,0.36,Uck2,26766
0.39,0.63,0.5,Uck2,22279
0.37,0.67,0.47,Pbx1,24451
0.25,0.55,0.42,Pbx1,117202
0.51,0.73,0.61,Nuf2,17510
0.48,0.65,0.45,Nos1ap,74681
0.23,0.56,0.4,Nos1ap,125598
0.16,0.37,0.37,Atf6,18798
0.2,0.39,0.45,Atf6,18743
0.64,0.87,0.84,Atf6,10211
0.47,0.6,0.68,Mpz,6242
1.0,0.95,0.73,Cd84,22881
0.32,0.6,0.45,Slamf6,17467
0.13,0.34,0.1,Nhlh1,2659
0.43,0.71,0.65,Cfap45,11624
0.32,0.54,0.52,RP23-436K7.3,1533
0.56,0.8,0.75,Fh1,12402
0.71,0.81,0.91,Kmo,9546
0.2,0.48,0.51,Wdr64,58982
0.42,0.63,0.66,Pld5,130191
0.44,0.68,0.53,Cep170,8318
0.13,0.35,0.27,Sdccag8,3646
0.35,0.55,0.34,Gm15423,1689
0.35,0.55,0.34,Sdccag8,94749
0.38,0.61,0.53,Sdccag8,59738
0.38,0.66,0.49,Sdccag8,38607
0.61,0.73,0.52,Akt3,114407
0.28,0.52,0.39,Smyd3,25012
0.77,0.54,0.65,Smyd3,153328
0.25,0.48,0.3,Smyd3,156634
0.28,0.51,0.44,Smyd3,156669
0.4,0.29,0.19,Smyd3,158895
0.52,0.77,0.67,Smyd3,219584
0.38,0.63,0.52,Cdc42bpa,5253
0.36,0.62,0.42,Itpkb,8088
0.15,0.37,0.22,Itpkb,2951
0.18,0.41,0.31,6330403A02Rik,16772
0.36,0.71,0.47,RP23-453G13.2,1980
0.62,0.82,0.63,Parp1,6799
0.23,0.48,0.31,RP23-292F19.4,2092
0.2,0.39,0.41,Ccdc121,2714
0.42,0.6,0.39,RP23-73N8.1,1830
0.42,0.6,0.39,Enah,14134
0.59,0.75,0.47,Capn2,14893
0.46,0.72,0.58,Capn8,17884
0.43,0.64,0.58,Susd4,17637
0.34,0.51,0.27,Susd4,40331
0.38,0.66,0.62,Susd4,26040
0.22,0.43,0.23,Susd4,11505
0.61,0.86,0.72,Disp1,40825
0.46,0.71,0.55,Disp1,11980
0.29,0.53,0.39,Taf1a,10143
0.29,0.59,0.42,RP24-286C21.1,11062
0.26,0.38,0.16,Mark1,10600
0.37,0.57,0.59,RP23-450D2.3,2872
0.39,0.64,0.53,Iars2,9937
0.21,0.46,0.25,Bpnt1,8758
0.75,0.63,0.39,Eprs,6469
0.91,0.45,0.82,Slc30a10,4713
0.29,0.57,0.44,RP24-249K4.2,390
0.29,0.57,0.44,RP24-249K4.1,5309
0.33,0.57,0.4,RP23-28F18.1,19238
0.15,0.37,0.23,Tgfb2,41085
0.11,0.33,0.23,Spata17,3118
0.21,0.47,0.35,Gpatch2,52651
0.66,0.87,0.79,RP24-240J15.1,16678
0.66,0.87,0.79,Esrrg,24739
0.26,0.53,0.31,RP24-240J15.1,11118
0.26,0.53,0.31,Esrrg,35915
0.52,0.78,0.58,Esrrg,217597
0.14,0.35,0.26,Esrrg,298673
0.36,0.61,0.43,Ush2a,7358
0.65,0.83,0.61,RP24-135M19.1,2072
0.38,0.64,0.43,Kcnk2,46821
0.37,0.61,0.43,Kcnk2,53768
0.47,0.74,0.53,Ptpn14,26076
0.42,0.24,0.47,RP24-288J3.1,233
0.42,0.24,0.47,Smyd2,6637
0.78,0.6,0.81,Gm23153,2047
0.52,0.64,0.39,Rps6kc1,75551
0.54,0.75,0.6,Rps6kc1,104808
0.68,0.54,0.46,Rps6kc1,97342
0.34,0.65,0.49,Rps6kc1,84842
0.67,0.92,0.78,Tatdn3,1031
0.67,0.92,0.78,Nsl1,2889
0.48,0.66,0.46,Tmem206,10726
0.41,0.67,0.58,RP23-103B18.8,12206
0.28,0.44,0.21,Kcnh1,124804
0.3,0.58,0.49,Kcnh1,76873
0.38,0.65,0.57,Sertad4,5726
0.64,0.82,0.61,Syt14,24658
0.58,0.82,0.76,Diexf,20614
0.47,0.72,0.64,G0s2,2309
0.47,0.72,0.64,Lamb3,66771
0.16,0.25,0.44,RP23-288J11.1,329
0.16,0.25,0.44,Plxna2,37627
0.38,0.6,0.64,H60c,1777
0.62,0.84,0.74,Ppp1r14c,43987
0.35,0.49,0.28,Ppp1r14c,45012
0.26,0.53,0.55,Plekhg1,109204
0.32,0.45,0.58,Plekhg1,105955
0.31,0.58,0.4,Plekhg1,103955
0.44,0.69,0.49,Plekhg1,103104
0.19,0.44,0.31,Gm23023,1208
0.19,0.44,0.31,Plekhg1,33634
0.25,0.48,0.29,Gm16148,11
0.25,0.48,0.29,Plekhg1,20223
0.53,0.75,0.68,Plekhg1,2781
0.21,0.42,0.29,Mthfd1l,98255
0.24,0.44,0.25,Akap12,22223
0.49,0.67,0.44,Rmnd1,646
0.39,0.62,0.47,Rmnd1,4165
0.56,0.63,0.82,Ccdc170,6338
0.35,0.56,0.41,Syne1,253853
0.38,0.65,0.55,Oprm1,130893
0.38,0.65,0.55,Ipcef1,3603
0.16,0.37,0.31,Oprm1,113777
0.16,0.37,0.31,Ipcef1,42625
0.39,0.62,0.48,Cnksr3,9838
0.42,0.7,0.52,Ulbp1,1935
0.56,0.77,0.71,Ust,121742
0.33,0.63,0.45,Sash1,3769
0.3,0.58,0.38,Sash1,82691
0.16,0.38,0.21,Sash1,73724
0.29,0.61,0.55,Gm25410,1040
0.29,0.61,0.55,Sash1,65019
0.36,0.64,0.54,Sash1,53829
0.34,0.63,0.46,Sash1,42927
0.38,0.58,0.64,Sash1,41762
0.44,0.64,0.47,Sash1,29607
0.42,0.71,0.5,Sash1,29169
0.46,0.71,0.54,Sash1,27074
0.1,0.32,0.22,Sash1,20686
0.22,0.45,0.23,Samd5,23227
0.17,0.38,0.23,Grm1,67191
0.1,0.34,0.15,Phactr2,89029
0.18,0.4,0.26,Phactr2,1360
0.26,0.48,0.36,Aig1,8485
0.66,0.42,0.53,Aig1,72921
0.26,0.48,0.48,Hivep2,90403
0.1,0.32,0.19,Hivep2,80512
0.26,0.43,0.46,Reps1,10518
0.61,0.82,0.82,Ect2l,12552
0.08,0.28,0.15,D10Bwg1379e,60864
0.21,0.46,0.22,Map3k5,34058
0.13,0.34,0.28,Map7,38612
0.54,0.8,0.7,Map7,10246
0.11,0.31,0.21,Pde7b,112205
0.31,0.56,0.41,Pde7b,56462
0.19,0.05,0.26,Ahi1,3792
0.14,0.28,0.37,Aldh8a1,4203
0.39,0.62,0.47,1700021A07Rik,4990
0.61,0.82,0.65,Gm29323,149
0.47,0.7,0.46,Raet1e,34930
0.47,0.7,0.46,H60b,34913
0.47,0.7,0.46,Gm26740,6486
0.32,0.59,0.4,Slc2a12,17949
0.23,0.44,0.21,Slc2a12,29206
0.46,0.73,0.6,Slc2a12,26783
0.04,0.25,0.17,Taar3,2375
0.31,0.63,0.49,Taar7b,1128
0.35,0.66,0.51,Stx7,262
0.5,0.77,0.61,Stx7,8296
0.5,0.71,0.58,Stx7,13245
0.43,0.69,0.62,Stx7,14339
0.28,0.52,0.36,Stx7,8025
0.43,0.67,0.51,Gm15270,21170
0.48,0.59,0.36,Gm23410,1029
0.48,0.59,0.36,Med23,20624
0.45,0.69,0.53,Gm29571,43235
0.3,0.61,0.46,Tmem200a,13302
0.38,0.64,0.54,Echdc1,13883
0.5,0.72,0.59,Hs3st5,62269
0.29,0.49,0.31,Lama4,68793
0.47,0.7,0.68,Fyn,44922
0.29,0.52,0.29,AI317395,3662
0.44,0.73,0.56,AI317395,7944
0.31,0.55,0.43,Slc22a16,3075
0.62,0.83,0.69,Slc22a16,3702
0.24,0.49,0.33,Slc22a16,13364
