chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr7,29155994,29156495,0.9448882313521,chr7,29150511,29158234,ENSMUSG00000030590.10,-,Fam98c,protein_coding,6.64217744083508,9.07780698598199,13.0873691055607
chr7,29155994,29156495,0.9448882313521,chr7,29153680,29158920,ENSMUSG00000099098.2,+,1110035H17Rik,antisense,6.64217744083508,9.07780698598199,13.0873691055607
chr5,142766634,142767135,1.5646851473424803,chr5,142748380,142819662,ENSMUSG00000039477.12,-,Tnrc18,protein_coding,3.6555642634332774,8.79034522931257,12.921968341111661
chr4,111719726,111720227,1.2125840145557572,chr4,111717984,111831184,ENSMUSG00000034401.12,+,Spata6,protein_coding,3.30253515214705,4.40922053604839,7.85242146333641
chr4,151411594,151412095,0.7628408372781903,chr4,150915322,151863876,ENSMUSG00000014592.15,-,Camta1,protein_coding,12.6535335604735,16.0806866608824,21.9612437673799
chr5,118113533,118114034,0.930061838083369,chr5,118062981,118157458,ENSMUSG00000032867.7,-,Fbxw8,protein_coding,8.34910572172008,12.3847223880183,16.2794103508194
chr6,130404820,130405321,4.119474610164276,chr6,130396272,130409933,ENSMUSG00000084204.1,-,Gm6584,unprocessed_pseudogene,0.0,2.2069355411205938,2.2398981981410713
chr7,40898488,40898989,0.8355481131230631,chr7,40897215,40932594,ENSMUSG00000039257.10,+,Vstm2b,protein_coding,7.27299876203171,8.68875811515419,13.2788915802762
chr7,40898488,40898989,0.8355481131230631,chr7,40816476,40902937,ENSMUSG00000100600.2,-,A230077H06Rik,antisense,7.27299876203171,8.68875811515419,13.2788915802762
chr9,106226007,106226508,1.0806304741341148,chr9,106220598,106228883,ENSMUSG00000045322.10,+,Tlr9,protein_coding,5.00946343303205,6.67867228254389,10.8529402338796
chr12,113424082,113424583,3.608221795626129,chr12,113416558,113424730,ENSMUSG00000076617.5,-,Ighm,IG_C_gene,4.928971516158053,21.57000480821271,24.09907021398792
chr12,113424082,113424583,3.608221795626129,chr12,113422645,113426722,ENSMUSG00000092683.1,-,Gm25747,miRNA,4.928971516158053,21.57000480821271,24.09907021398792
chr12,113424082,113424583,3.608221795626129,chr12,113422749,113426818,ENSMUSG00000092737.1,-,Gm24022,miRNA,4.928971516158053,21.57000480821271,24.09907021398792
chr12,113424082,113424583,3.608221795626129,chr12,113423150,113427227,ENSMUSG00000092748.1,-,Gm22175,miRNA,4.928971516158053,21.57000480821271,24.09907021398792
chr10,120851461,120851962,1.4283127056111944,chr10,120779096,120901101,ENSMUSG00000051236.9,-,Msrb3,protein_coding,7.960956597994426,4.591549021517207,17.33680685694346
chr17,6655141,6655642,1.7690998277498724,chr17,6646941,6657939,ENSMUSG00000095677.1,-,Dynlt1f,protein_coding,1.37296405201619,4.53890349299099,4.85190269279323
chr7,142037685,142038186,1.61083774383314,chr7,142006553,142063034,ENSMUSG00000025147.6,-,Mob2,protein_coding,1.37296405201619,1.8804028756677,4.34117609355183
chrX,50599704,50600205,2.789769164685194,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,2.4872562652100583,10.748529721638876,15.567301181024183
chr7,25250554,25251055,0.8024970376299801,chr7,25240561,25252761,ENSMUSG00000040857.11,-,Erf,protein_coding,9.01703417945768,14.6541741345138,16.0878878761039
chrX,50614835,50615336,2.937867803674328,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,2.3050906122801544,12.781527692448355,16.66708212222406
chr19,4625391,4625892,0.7346999496027784,chr19,4620551,4627617,ENSMUSG00000024889.3,-,Rce1,protein_coding,10.3528910949329,16.1455281393537,17.620067673828
chr19,4625391,4625892,0.7346999496027784,chr19,4621898,4625955,ENSMUSG00000098346.1,-,Mir6986,miRNA,10.3528910949329,16.1455281393537,17.620067673828
chr19,4625391,4625892,0.7346999496027784,chr19,4623841,4700668,ENSMUSG00000071691.6,-,Gm960,protein_coding,10.3528910949329,16.1455281393537,17.620067673828
chr11,100850355,100850856,1.0956278682099077,chr11,100778731,100852724,ENSMUSG00000020919.7,-,Stat5b,protein_coding,4.48996352145835,8.68875811515419,9.8314870353968
chr5,134734054,134734555,3.5982377070535065,chr5,134701781,134749241,ENSMUSG00000029675.9,-,Eln,protein_coding,0.7444254450217455,2.7680224220671814,6.571868176945669
chr9,106886927,106887428,0.5502035883261258,chr9,106836312,106893979,ENSMUSG00000032575.12,-,Manf,protein_coding,21.7447820130132,25.93659138852,32.5588207016388
chr9,106886927,106887428,0.5502035883261258,chr9,106878918,106889428,ENSMUSG00000074102.4,-,Rbm15b,protein_coding,21.7447820130132,25.93659138852,32.5588207016388
chr7,28597979,28598480,0.7757758926056941,chr7,28397549,28600185,ENSMUSG00000030602.8,-,Pak4,protein_coding,12.4308907412277,16.7291014455954,21.7697212926643
chr7,127967216,127967717,0.647283610150728,chr7,127965457,127984368,ENSMUSG00000030795.14,+,Fus,protein_coding,14.5088903875224,19.9711753691604,23.2380602654833
chr9,106247700,106248201,0.9295644999431184,chr9,106231455,106250126,ENSMUSG00000032786.10,-,Alas1,protein_coding,7.53274871781856,11.1527342970636,14.68338972819
chr9,106247700,106248201,0.9295644999431184,chr9,106245960,106251413,ENSMUSG00000097592.2,+,4930500F10Rik,antisense,7.53274871781856,11.1527342970636,14.68338972819
chr9,14822885,14823386,3.688840255834413,chr9,14782654,14839123,ENSMUSG00000031928.10,+,Mre11a,protein_coding,0.0,0.9631975723835761,3.798866784025333
chrX,50597047,50597548,2.5278483791621085,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.482392775032716,2.0100858326103,3.00051877054318
chr4,151996110,151996611,0.5404704635312143,chr4,151987633,151998258,ENSMUSG00000047777.9,-,Phf13,protein_coding,21.0768535552756,23.4726152066106,31.3458450284405
chr18,73533217,73533718,0.8438999077128019,chr18,73531403,73535550,ENSMUSG00000065922.1,-,n-R5-8s1,rRNA,6.04846325617943,9.20748994292459,11.1083035335003
chr4,61858097,61858598,2.650705126947642,chr4,61853404,61858554,ENSMUSG00000081755.1,-,Mup-ps23,processed_pseudogene,1.5764299326552127,2.2443426047970436,3.926543093964963
chr4,61858097,61858598,2.650705126947642,chr4,61855321,61859876,ENSMUSG00000081053.1,-,Mup-ps17,unprocessed_pseudogene,1.5764299326552127,2.2443426047970436,3.926543093964963
chr15,79516116,79516617,1.4820446895489838,chr15,79514408,79529739,ENSMUSG00000010830.7,+,Kdelr3,protein_coding,11.458881978741188,11.240410735269268,16.133982123491055
chr11,102448852,102449353,1.112810879883265,chr11,102434981,102449682,ENSMUSG00000034685.4,-,Fam171a2,protein_coding,10.693460583448886,19.649216567208907,28.484775347148112
chr7,84689744,84690245,0.601097361192747,chr7,84687640,84778549,ENSMUSG00000085236.2,+,2610206C17Rik,processed_transcript,16.5868900338172,22.3703100725985,25.7278524367851
chr7,12818621,12819122,0.9080320463050136,chr7,12802977,12820858,ENSMUSG00000057894.10,-,Zfp329,protein_coding,7.34721303511367,10.1801121199941,14.1088223040435
chr4,150098878,150099379,2.1349046507338816,chr4,150085365,150107927,ENSMUSG00000047875.6,+,Gpr157,protein_coding,6.099037257021297,9.151303874875257,11.44588205866709
chr17,13546492,13546993,0.8261896537318549,chr17,13480553,13763825,ENSMUSG00000038347.10,-,Tcte2,protein_coding,8.20067717555616,10.0504291630515,14.8749122029056
chrX,50611625,50612126,2.6677786403065835,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.296857092327825,1.8155613971964,2.10674722187074
chr7,14622375,14622876,2.5228303043954843,chr7,14528652,14624479,ENSMUSG00000041596.8,-,Nlrp5-ps,transcribed_unprocessed_pseudogene,3.744895926968542,3.850917463055152,16.452056643015847
chr14,20502884,20503385,2.789769164685194,chr14,20497364,20548573,ENSMUSG00000021816.6,-,Ppp3cb,protein_coding,1.0789786941277053,3.067267249206345,4.945698935114695
chr5,137786050,137786551,0.6061944308818495,chr5,137779906,137788715,ENSMUSG00000029726.12,-,Mepce,protein_coding,16.3642472145713,19.7766509337465,25.4724891371644
chr5,137786050,137786551,0.6061944308818495,chr5,137785798,137824621,ENSMUSG00000037108.9,+,Zcwpw1,protein_coding,16.3642472145713,19.7766509337465,25.4724891371644
chr11,70525083,70525584,0.7853690239021582,chr11,70523367,70529858,ENSMUSG00000018286.6,+,Psmb6,protein_coding,10.5013196410968,14.7838570914564,18.5138392225005
chr18,37751313,37751814,2.152339244069902,chr18,37749600,37843873,ENSMUSG00000104063.1,+,Pcdhgb7,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,36950741,37842200,ENSMUSG00000103458.1,+,PCDHA4,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,36967916,37835296,ENSMUSG00000102836.1,+,RP23-407E2.5,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,36973941,37835296,ENSMUSG00000103125.1,+,RP23-407E2.6,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37659793,37843873,ENSMUSG00000103144.1,+,Pcdhga1,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37666953,37843870,ENSMUSG00000103332.1,+,Pcdhga2,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37672307,37843873,ENSMUSG00000104346.1,+,PCDHGB6,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37678233,37843870,ENSMUSG00000103037.1,+,Pcdhgb1,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37683210,37843873,ENSMUSG00000103677.1,+,Pcdhga4,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37687828,37843873,ENSMUSG00000102748.1,+,Pcdhgb2,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37692380,37843873,ENSMUSG00000103567.1,+,Pcdhga5,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37705039,37843873,ENSMUSG00000103793.1,+,Pcdhga6,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37712764,37843873,ENSMUSG00000103472.1,+,Pcdhga7,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37718369,37843870,ENSMUSG00000103585.1,+,Pcdhgb4,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37723706,37843873,ENSMUSG00000103897.1,+,PCDHGB6,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37729009,37843873,ENSMUSG00000103749.1,+,Pcdhgb5,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37734936,37843870,ENSMUSG00000102440.1,+,PCDHGA9,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37740094,37843873,ENSMUSG00000103088.1,+,Pcdhgb6,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37744559,37770242,ENSMUSG00000097330.2,-,Gm26672,lincRNA,0.482392775032716,1.8804028756677,2.29826969658627
chr18,37751313,37751814,2.152339244069902,chr18,37744993,37843873,ENSMUSG00000102222.1,+,Pcdhga10,protein_coding,0.482392775032716,1.8804028756677,2.29826969658627
chr8,13105366,13105867,0.3057261001428789,chr8,13075189,13107459,ENSMUSG00000038542.10,-,Pcid2,protein_coding,32.9882443849295,35.9221790731001,41.6880586630786
chr8,13105366,13105867,0.3057261001428789,chr8,13103621,13149940,ENSMUSG00000031446.10,+,Cul4a,protein_coding,32.9882443849295,35.9221790731001,41.6880586630786
chr7,46479729,46480230,2.3717291772448266,chr7,46441168,46641807,ENSMUSG00000030839.6,-,Sergef,protein_coding,1.3539777125665051,3.1645225403075683,8.027792311952023
chr12,29571486,29571987,1.4146377687141176,chr12,29526384,29925209,ENSMUSG00000061911.10,+,Myt1l,protein_coding,3.280726814222431,7.288499896397847,13.410268937756202
chr7,31051396,31051897,1.0498010823574646,chr7,31049681,31057656,ENSMUSG00000036570.10,-,Fxyd1,protein_coding,14.739627895241012,17.470346553596908,23.328539357213916
chr7,31051396,31051897,1.0498010823574646,chr7,31040517,31053462,ENSMUSG00000036578.6,-,Fxyd7,protein_coding,14.739627895241012,17.470346553596908,23.328539357213916
chr17,13550804,13551305,2.612737276748621,chr17,13480553,13763825,ENSMUSG00000038347.10,-,Tcte2,protein_coding,28.778606028375986,62.90144149795502,99.037137871017
chr17,21532043,21532544,0.776958138874336,chr17,21526194,21537878,ENSMUSG00000097781.1,-,9330136K24Rik,lincRNA,7.90382008322834,10.374636555408,13.8534590044228
chr17,35667360,35667861,0.6930453989170136,chr17,35653634,35669592,ENSMUSG00000038838.11,-,Vars2,protein_coding,10.4642125045558,11.8011490817766,17.3008635493022
chr17,35667360,35667861,0.6930453989170136,chr17,35665730,35675739,ENSMUSG00000001524.10,-,Gtf2h4,protein_coding,10.4642125045558,11.8011490817766,17.3008635493022
chr8,14913120,14913621,1.71547538233788,chr8,14909663,15003085,ENSMUSG00000071176.6,+,Arhgef10,protein_coding,0.3853491014111304,3.274866163968564,7.02208671741143
chr16,20731540,20732041,1.0643493909266195,chr16,20723158,20736511,ENSMUSG00000022847.10,-,Thpo,protein_coding,4.08178501950759,6.74351376101519,8.74619301200884
chr16,20731540,20732041,1.0643493909266195,chr16,20731127,20744384,ENSMUSG00000006958.9,+,Chrd,protein_coding,4.08178501950759,6.74351376101519,8.74619301200884
chr2,152376364,152376865,1.4000544455696806,chr2,152343669,152377324,ENSMUSG00000068062.3,+,Gm14164,processed_transcript,7.9802451181316565,13.645606893741205,20.38980054950524
chr2,152376364,152376865,1.4000544455696806,chr2,152366755,152378638,ENSMUSG00000059361.6,-,Nrsn2,protein_coding,7.9802451181316565,13.645606893741205,20.38980054950524
chrX,50612158,50612659,2.538736695304845,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,0.371071365409781,2.6585006173233,2.36211052149144
chr13,3358606,3359107,1.0886570181744877,chr13,3359029,3363533,ENSMUSG00000096107.1,+,Gm16505,protein_coding,7.640435255930095,14.96416103911257,16.174306728644762
chr4,133479723,133480224,0.8252028581797788,chr4,133477356,133484526,ENSMUSG00000086850.1,-,Gm13257,antisense,24.163158412940962,19.219046206293466,28.254081981148786
chr4,133479723,133480224,0.8252028581797788,chr4,133478132,133489938,ENSMUSG00000046694.6,+,Fam46b,protein_coding,24.163158412940962,19.219046206293466,28.254081981148786
chrX,75749265,75749766,1.920165801940869,chrX,75704932,75766699,ENSMUSG00000087396.3,-,4933407K13Rik,processed_transcript,0.705035594278584,2.0749273110816,2.80899629582766
chr11,117749360,117749861,1.344984322012298,chr11,117652289,117765439,ENSMUSG00000025571.9,+,Tnrc6c,protein_coding,8.258743349901454,7.771029710293768,11.91403221084686
chr3,94473432,94473933,2.0080385579662035,chr3,94462983,94482341,ENSMUSG00000028139.5,-,Riiad1,protein_coding,2.60986731889957,5.569713459281388,8.390665138077118
chr9,41054129,41054630,0.5921759542663051,chr9,41009098,41163697,ENSMUSG00000032020.11,-,Ubash3b,protein_coding,29.743721408044507,39.206774313768705,52.939989771433694
chrX,50623087,50623588,2.5278483791621085,chrX,50553744,50637321,ENSMUSG00000085396.3,-,Firre,processed_transcript,1.599199772713903,5.410734667749462,9.541970369106757
chr17,35516650,35517151,0.74611291487588,chr17,35510734,35518824,ENSMUSG00000050410.11,-,Tcf19,protein_coding,12.9503906528014,18.2852969289066,22.2166070670006
chr17,35516650,35517151,0.74611291487588,chr17,35515100,35533015,ENSMUSG00000040312.10,+,Cchcr1,protein_coding,12.9503906528014,18.2852969289066,22.2166070670006
chr17,24549702,24550203,0.437945918621883,chr17,24547950,24598514,ENSMUSG00000032855.5,+,Pkd1,protein_coding,26.2718526710125,30.2161289676258,36.3892701959492
chr7,125820164,125820665,2.937867803674328,chr7,125705915,125876793,ENSMUSG00000032743.11,+,D430042O09Rik,protein_coding,1.2646461989351376,1.4962288255463103,7.4723021551044635
chr2,92231679,92232180,2.2774878033634254,chr2,92231105,92235437,ENSMUSG00000083951.1,+,Gm13786,processed_pseudogene,1.0176723920656536,4.352158454601875,8.318988379366145
chr2,92231679,92232180,2.2774878033634254,chr2,92091117,92366666,ENSMUSG00000058318.11,+,Phf21a,protein_coding,1.0176723920656536,4.352158454601875,8.318988379366145
chr17,34952236,34952737,0.8792272412186346,chr17,34948238,34954471,ENSMUSG00000092203.3,-,1110038B12Rik,processed_transcript,5.12078484265498,7.19740411031429,9.63996456068128
chr17,34952236,34952737,0.8792272412186346,chr17,34948952,34953017,ENSMUSG00000093009.1,-,Snord52,snoRNA,5.12078484265498,7.19740411031429,9.63996456068128
chr17,34952236,34952737,0.8792272412186346,chr17,34950013,34954075,ENSMUSG00000092687.1,-,Gm25744,snoRNA,5.12078484265498,7.19740411031429,9.63996456068128
chr17,34952236,34952737,0.8792272412186346,chr17,34952328,34956712,ENSMUSG00000092557.1,-,Gm8696,processed_pseudogene,5.12078484265498,7.19740411031429,9.63996456068128
chr7,34123368,34123869,1.920165801940869,chr7,34107543,34135268,ENSMUSG00000036459.11,-,Wtip,protein_coding,5.559541473845522,11.507867908287428,12.225361473784
chr19,41912262,41912763,1.059191041387709,chr19,41909871,41920664,ENSMUSG00000011752.6,+,Pgam1,protein_coding,2.44907101170456,4.27953757910579,5.23494764222427
chr5,125578598,125579099,0.7300629185609263,chr5,125529774,125794583,ENSMUSG00000070498.3,+,Tmem132b,protein_coding,12.341682180911006,21.420361336119875,27.143085891853072
chr17,31658592,31659093,0.534107369633791,chr17,31645082,31660754,ENSMUSG00000061613.8,-,U2af1,protein_coding,17.032175672309,19.8414924122178,25.2171258375437
chr11,69689164,69689665,2.428312705611194,chr11,69680138,69693141,ENSMUSG00000085890.3,+,Tnfsf13os,antisense,0.8757934122980235,0.5087179119239549,5.283928561829283
chr11,69689164,69689665,2.428312705611194,chr11,69680577,69698098,ENSMUSG00000018752.15,-,Tnfsf12Tnfsf13,protein_coding,0.8757934122980235,0.5087179119239549,5.283928561829283
chr11,69689164,69689665,2.428312705611194,chr11,69684250,69697849,ENSMUSG00000097328.3,-,Tnfsf12,protein_coding,0.8757934122980235,0.5087179119239549,5.283928561829283
chr8,123949078,123949579,0.7150513720362567,chr8,123895123,123951265,ENSMUSG00000039509.7,-,Nup133,protein_coding,9.20256986216257,14.9783815268703,15.4494796270521
chr8,123949078,123949579,0.7150513720362567,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,9.20256986216257,14.9783815268703,15.4494796270521
chr11,82434686,82435187,1.5867420682156772,chr11,82386900,82448332,ENSMUSG00000020701.8,+,Tmem132e,protein_coding,5.655881551330437,10.383830167100339,20.98336795989625
chr5,135632392,135632893,0.5960401513492606,chr5,135630618,135648448,ENSMUSG00000039917.6,+,Rhbdd2,protein_coding,13.506997700916,17.9610895365501,20.8759497439919
chr19,6504402,6504903,1.309668209112575,chr19,6416731,6546169,ENSMUSG00000033768.12,+,Nrxn2,protein_coding,7.552842681517382,15.341952698911259,19.086163016374478
chr2,18699316,18699817,2.5575957225561607,chr2,18692032,18701037,ENSMUSG00000087182.3,+,Gm13334,protein_coding,1.5589129251396348,4.774838218431987,4.600754004990507
chr2,18699316,18699817,2.5575957225561607,chr2,18697023,18752413,ENSMUSG00000037708.12,+,BC061194,protein_coding,1.5589129251396348,4.774838218431987,4.600754004990507
chr11,83418529,83419030,0.7102743931809119,chr11,83407137,83423039,ENSMUSG00000020684.10,+,Rasl10b,protein_coding,16.203949370546017,25.43961473187049,31.002435640422647
chr11,72025813,72026314,2.608221795626129,chr11,72025963,72039509,ENSMUSG00000040554.6,-,Aipl1,protein_coding,0.35031736491920945,4.484944254100442,10.780621659018085
chr7,139900544,139901045,1.7024122754079414,chr7,139892696,139943537,ENSMUSG00000066129.10,+,Kndc1,protein_coding,6.8381959387880125,14.719143181265947,17.41071853713837
chr11,98682304,98682805,0.6436846992698697,chr11,98680921,98685415,ENSMUSG00000085955.1,-,Gm12356,processed_transcript,11.4289980546213,14.9783815268703,18.2584759228798
chr11,98682304,98682805,0.6436846992698697,chr11,98680554,98697979,ENSMUSG00000017221.10,+,Psmd3,protein_coding,11.4289980546213,14.9783815268703,18.2584759228798
chr7,30973961,30974462,1.3352033012197126,chr7,30955775,30975464,ENSMUSG00000001247.12,-,Lsr,protein_coding,8.810493875168516,11.786528732724294,14.962516373502995
chr7,30973961,30974462,1.3352033012197126,chr7,30971804,30991720,ENSMUSG00000046826.5,+,Fam187b,protein_coding,8.810493875168516,11.786528732724294,14.962516373502995
chr9,20100871,20101372,3.472706824969648,chr9,20096626,20103690,ENSMUSG00000044106.2,+,Olfr868,protein_coding,0.8285006266868044,3.2655178598777024,4.55147181109278
chr17,37269953,37270454,1.224171988830969,chr17,37268220,37276484,ENSMUSG00000016206.6,+,H2-M3,protein_coding,2.63460669440945,5.25215975617529,6.32024166561223
chr5,115182862,115183363,1.7282144941685575,chr5,115166689,115196381,ENSMUSG00000029544.12,-,Cabp1,protein_coding,4.340437354203946,6.57965932967896,11.824418196421183
chr17,27480405,27480906,1.887744324248492,chr17,27420387,27515341,ENSMUSG00000063239.12,-,Grm4,protein_coding,3.2264254887898765,7.013570078594718,11.819955485071727
chr10,80298801,80299302,0.6863471838999297,chr10,80293977,80320263,ENSMUSG00000020135.9,+,Apc2,protein_coding,10.24156968531,12.2550394310757,16.8539777749659
chr7,6729329,6729830,0.7207368061884734,chr7,6728598,6732691,ENSMUSG00000098657.1,+,Gm27675,misc_RNA,9.12835558908062,10.3097950769367,15.3856388021469
chr7,6729329,6729830,0.7207368061884734,chr7,6701892,6732421,ENSMUSG00000002265.11,-,Peg3,protein_coding,9.12835558908062,10.3097950769367,15.3856388021469
chr8,105347829,105348330,0.7166882407875299,chr8,105327163,105349953,ENSMUSG00000014778.6,-,Fhod1,protein_coding,23.965238255179095,29.552365040350818,36.54616365794412
chr8,105347829,105348330,0.7166882407875299,chr8,105346258,105371881,ENSMUSG00000014786.7,+,Slc9a5,protein_coding,23.965238255179095,29.552365040350818,36.54616365794412
chr9,40270984,40271485,1.276309612166144,chr9,40267216,40293618,ENSMUSG00000049281.11,+,Scn3b,protein_coding,4.666231478997571,15.156782491002492,13.387864754347506
chr17,26252668,26253169,0.6035711513565473,chr17,26250910,26287504,ENSMUSG00000024188.11,+,Luc7l,protein_coding,11.0950338257525,15.9510037039398,17.237022724397
chr11,70213747,70214248,1.1453787423396955,chr11,70210752,70218417,ENSMUSG00000040938.12,+,Slc16a11,protein_coding,12.049186259329677,14.625631853967846,15.95481236585362
chr16,13414917,13415418,1.0326405311992817,chr16,13254481,13419529,ENSMUSG00000009569.10,+,Mkl2,protein_coding,7.183266628764109,10.518482426207461,17.350236882230718
chr5,137745650,137746151,0.6728819177923169,chr5,137743730,137770450,ENSMUSG00000029723.12,+,Tsc22d4,protein_coding,26.659163271357674,36.62018022137488,40.150169528649
