chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr13,37826395,37826896,0.7966184266830222,chr13,37776400,37954002,ENSMUSG00000039087.12,+,Rreb1,protein_coding,5.75016937429021,8.57305270665965,10.064743848561
chr1,190948718,190949219,1.7124154393119024,chr1,190923112,190948962,ENSMUSG00000026634.12,+,Angel2,protein_coding,0.868112267269523,1.47615477068312,2.87816359178148
chr1,190948718,190949219,1.7124154393119024,chr1,190945646,190981296,ENSMUSG00000037568.8,-,Vash2,protein_coding,0.868112267269523,1.47615477068312,2.87816359178148
chr2,35720145,35720646,1.0831975178159703,chr2,35556266,35732994,ENSMUSG00000026883.13,+,Dab2ip,protein_coding,2.81921607588518,5.73429353226903,6.02118886378824
chr9,102726212,102726713,0.6200832671448864,chr9,102714672,102735418,ENSMUSG00000032531.11,+,Amotl2,protein_coding,8.93897780158717,11.496974656282,13.8434371531085
chr1,110974970,110975471,0.9310734614060112,chr1,110886326,110979584,ENSMUSG00000047216.8,-,Cdh19,protein_coding,2.65590782758696,4.27233255745787,5.10300170567391
chr8,120426398,120426899,1.469807012366265,chr8,120228536,120583390,ENSMUSG00000031822.14,+,Gse1,protein_coding,1.33225149927501,3.42070480514069,3.7257209685024
chr8,120426398,120426899,1.469807012366265,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,1.33225149927501,3.42070480514069,3.7257209685024
chr19,59168973,59169474,0.8981436253653364,chr19,59164187,59172056,ENSMUSG00000006270.7,-,Vax1,protein_coding,2.80202573395905,4.13039459873834,5.26191871380908
chr8,105269512,105270013,1.1485950728874474,chr8,105267801,105277845,ENSMUSG00000033249.6,+,Hsf4,protein_coding,2.44102855351034,4.64137125012865,5.45615061264096
chr8,105269512,105270013,1.1485950728874474,chr8,105262648,105271326,ENSMUSG00000033313.7,+,Fbxl8,protein_coding,2.44102855351034,4.64137125012865,5.45615061264096
chr8,13668292,13668793,1.1017387258251954,chr8,13564950,13679603,ENSMUSG00000031453.11,-,Rasa3,protein_coding,2.75045470818067,5.5639679818056,5.95055908239483
chr17,47848884,47849385,0.9286411887324028,chr17,47846834,47850952,ENSMUSG00000064748.1,+,n-R5s28,rRNA,2.98252432418341,3.78974349781147,5.72101229286625
chr5,109557903,109558404,0.4247419635725043,chr5,109552711,109560993,ENSMUSG00000033467.8,-,Crlf2,protein_coding,11.6980276807309,16.0531831311789,15.8210710321239
chr13,37857634,37858135,0.5438402769094813,chr13,37776400,37954002,ENSMUSG00000039087.12,+,Rreb1,protein_coding,10.0133741719702,15.1873615829898,14.7086519751777
chr4,81743831,81744332,0.372869619645329,chr4,81741146,81748701,ENSMUSG00000087540.1,+,Gm11412,lincRNA,13.6147508054943,17.1461054133193,17.7633900204427
chr2,71980906,71981407,0.7068162343220238,chr2,71979240,72259474,ENSMUSG00000049044.12,+,Rapgef4,protein_coding,6.37761685459392,9.89307572275128,10.4885225369215
chr6,90465949,90466450,1.0602391984666009,chr6,90460576,90477238,ENSMUSG00000030087.7,+,Klf15,protein_coding,8.139001427534335,12.705901836920642,13.942946089479976
chr14,103515312,103515813,1.027288776665314,chr14,103511341,103615346,ENSMUSG00000022123.8,+,Scel,protein_coding,1.93391346668953,3.16521647944553,3.97292520337934
chr11,83441153,83441654,0.6467437562590561,chr11,83435677,83443233,ENSMUSG00000035085.5,+,1700020L24Rik,protein_coding,7.92474762794555,11.2272925347149,12.5014713066337
chr11,83441153,83441654,0.6467437562590561,chr11,83438768,83465071,ENSMUSG00000020682.13,-,Mmp28,protein_coding,7.92474762794555,11.2272925347149,12.5014713066337
chr7,19399662,19400163,0.7392084522616247,chr7,19392437,19406104,ENSMUSG00000040714.9,-,Klc3,protein_coding,5.78455005814246,8.27498299334863,9.72925238694229
chr2,71981430,71981931,0.8685910306462559,chr2,71979240,72259474,ENSMUSG00000049044.12,+,Rapgef4,protein_coding,2.46681406639954,3.78974349781147,4.53796345452662
chr12,103670250,103670751,0.4481671545332184,chr12,103666808,103678139,ENSMUSG00000071179.4,-,Gm46,protein_coding,8.46624339861861,10.2337268236782,11.6362564845644
chr12,33072087,33072588,0.861071824000563,chr12,33031796,33094875,ENSMUSG00000035860.8,-,Cdhr3,protein_coding,2.91376295647889,4.6555650460006,5.33254849520249
chr6,113267075,113267576,1.310682270133687,chr6,113235843,113283387,ENSMUSG00000030269.10,+,Mtmr14,protein_coding,1.10018188327227,2.2993949312564,2.75456147434301
chr12,103018107,103018608,1.3944977508535428,chr12,102946859,103186065,ENSMUSG00000021198.12,+,Unc79,protein_coding,1.17753842193985,2.86714676613452,3.12536782665841
chr2,122765108,122765609,0.637902516187586,chr2,122763237,122811569,ENSMUSG00000005803.10,+,Sqrdl,protein_coding,6.85894642852554,9.89307572275128,10.7533842171467
chr8,123426129,123426630,0.6568080809377652,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,5.38057702287843,7.11109173184848,8.54620354860267
chr2,71995997,71996498,1.4558221184283813,chr2,71979240,72259474,ENSMUSG00000049044.12,+,Rapgef4,protein_coding,1.13456256712452,1.8451934633539,3.14302527200677
chr7,19693451,19693952,0.5317613595261026,chr7,19687484,19694658,ENSMUSG00000040564.9,-,Apoc1,protein_coding,9.60080596574314,14.1654082802091,13.9846967158953
chr1,73962851,73963352,0.4446626246991146,chr1,73908231,74126449,ENSMUSG00000055322.10,-,Tns1,protein_coding,10.5978457974586,13.2711991402761,14.5320775216942
chr17,24505143,24505644,1.1140500885845976,chr17,24486783,24510905,ENSMUSG00000033597.8,+,Caskin1,protein_coding,2.07143620209856,4.01684423176271,4.52030600917827
chr6,72389909,72390410,1.3296123136131652,chr6,72383223,72392703,ENSMUSG00000050732.9,-,Vamp8,protein_coding,1.39241769601646,3.03747231659795,3.53148906967052
chr8,91801803,91802304,0.6582798084308752,chr8,91796525,91803916,ENSMUSG00000031734.12,-,Irx3,protein_coding,6.88473194141473,10.9150290255319,10.9476161159786
chr8,91801803,91802304,0.6582798084308752,chr8,91798415,91809539,ENSMUSG00000046413.8,+,Irx3os,lincRNA,6.88473194141473,10.9150290255319,10.9476161159786
chr4,89310796,89311297,0.3222705239264499,chr4,89304289,89313032,ENSMUSG00000073802.4,-,Cdkn2b,protein_coding,13.5545846087528,14.2363772595689,17.074749651857
chr8,79390028,79390529,0.9746084599891366,chr8,79336395,79401518,ENSMUSG00000031681.10,-,Smad1,protein_coding,2.14879274076615,3.52006137624436,4.25544432895298
chr13,37827682,37828183,0.9738495177038538,chr13,37776400,37954002,ENSMUSG00000039087.12,+,Rreb1,protein_coding,1.88234244091114,3.30715443816506,3.7257209685024
chr15,25948754,25949255,0.8204142624187789,chr15,25946227,25950287,ENSMUSG00000098719.1,+,Mir7212,miRNA,2.24333962135986,3.86071247717123,3.99058264872769
chr15,25948754,25949255,0.8204142624187789,chr15,25841264,25975687,ENSMUSG00000022270.11,+,Fam134b,protein_coding,2.24333962135986,3.86071247717123,3.99058264872769
chr19,34233854,34234355,0.7650669279022193,chr19,34190229,34242333,ENSMUSG00000024776.13,+,Stambpl1,protein_coding,3.04269052092486,3.74716211019561,5.20894637776402
chr18,61536262,61536763,0.8104773875921658,chr18,61491794,61538536,ENSMUSG00000045094.7,-,Arhgef37,protein_coding,4.05692069456648,5.94720047034833,7.16892281143116
chr14,45597802,45598303,1.1335976788116546,chr14,45585740,45600512,ENSMUSG00000085913.1,+,Gm15601,antisense,1.45258389275791,2.48391427759178,3.21365505340018
chr14,45597802,45598303,1.1335976788116546,chr14,45591174,45660143,ENSMUSG00000037697.14,-,Ddhd1,protein_coding,1.45258389275791,2.48391427759178,3.21365505340018
chr8,115705717,115706218,0.4971093754917836,chr8,115680942,115709794,ENSMUSG00000055435.6,-,Maf,protein_coding,8.20838826972668,10.4324399658855,11.6715713752611
chr8,115705717,115706218,0.4971093754917836,chr8,115703078,115709233,ENSMUSG00000086717.1,+,Gm15655,antisense,8.20838826972668,10.4324399658855,11.6715713752611
chr11,98951313,98951814,0.3779866348936057,chr11,98925818,98976942,ENSMUSG00000037992.12,+,Rara,protein_coding,12.110595886958,13.6686254246908,15.8563859228206
chr19,58860790,58861291,0.7738803951394859,chr19,58793751,58862984,ENSMUSG00000025092.6,-,Hspa12a,protein_coding,4.09989654938181,5.96139426622028,7.06297813934105
chr3,52030152,52030653,0.8633625158444449,chr3,51683907,52107076,ENSMUSG00000061143.11,-,Maml3,protein_coding,2.31210098906437,3.30715443816506,4.23778688360463
chr6,49822314,49822815,0.7171479783857393,chr6,49820710,49831507,ENSMUSG00000029819.6,+,Npy,protein_coding,4.96800881665133,7.72142495434246,8.22836953233232
chr8,121811865,121812366,1.4523103645167803,chr8,121794313,121831569,ENSMUSG00000040263.12,-,Klhdc4,protein_coding,0.91968329304791,2.15745697253686,2.54267213016278
chr8,121811865,121812366,1.4523103645167803,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,0.91968329304791,2.15745697253686,2.54267213016278
chr2,75703294,75703795,0.3850418397522466,chr2,75673513,75706641,ENSMUSG00000015839.6,-,Nfe2l2,protein_coding,12.0246441773274,13.895726158642,15.8210710321239
chr2,75703294,75703795,0.3850418397522466,chr2,75702770,75712024,ENSMUSG00000087222.1,+,E030042O20Rik,processed_transcript,12.0246441773274,13.895726158642,15.8210710321239
chr7,50589002,50589503,0.7753095593405162,chr7,49972864,50867255,ENSMUSG00000055409.9,+,Nell1,protein_coding,2.67309816951309,3.2361854588053,4.60859323592003
chr12,105347436,105347937,0.9613545064805376,chr12,105334594,105385932,ENSMUSG00000097929.3,+,Tunar,lincRNA,2.49259957928873,4.25813876158592,4.89111236149367
chr7,128523286,128523787,1.016148219060114,chr7,128521583,128548977,ENSMUSG00000030847.7,+,Bag3,protein_coding,3.34352150463212,6.11752602081177,6.81577390446411
chr13,47151080,47151581,1.225228154277223,chr13,47120720,47249991,ENSMUSG00000038068.10,+,Rnf144b,protein_coding,1.74481970550211,4.01684423176271,4.11418476616616
chrX,98148442,98148943,1.277515406198488,chrX,98147721,98325215,ENSMUSG00000046532.7,+,Ar,protein_coding,1.12596739616146,2.01551901381733,2.75456147434301
chr19,59169555,59170056,1.1209478838795592,chr19,59164187,59172056,ENSMUSG00000006270.7,-,Vax1,protein_coding,1.40101286697953,1.90196864684171,3.07239549061336
chr12,103433925,103434426,0.4282331564675049,chr12,103432211,103442239,ENSMUSG00000064215.9,+,Ifi27,protein_coding,10.1594920783423,14.7473539109592,13.772807371715
chr10,63143361,63143862,1.1690168862769743,chr10,63113795,63205952,ENSMUSG00000020067.7,-,Mypn,protein_coding,1.32365632831195,3.05166611246991,3.00176570921994
chr5,69292317,69292818,1.2438638714064478,chr5,69107285,69343709,ENSMUSG00000037653.6,-,Kctd8,protein_coding,1.21191910579211,1.95874383032952,2.89582103712983
chr15,95820005,95820506,1.3231790106511532,chr15,95788843,95977464,ENSMUSG00000064210.6,+,Ano6,protein_coding,1.04861085749388,1.37679819957945,2.64861680225289
chr8,123425439,123425940,1.1162225050856025,chr8,119908841,124347722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,1.47836940564711,2.89553435787842,3.23131249874853
chr8,105268537,105269038,0.7651103157043818,chr8,105267801,105277845,ENSMUSG00000033249.6,+,Hsf4,protein_coding,5.78455005814246,10.0917888649586,9.90582684042582
chr8,105268537,105269038,0.7651103157043818,chr8,105262648,105271326,ENSMUSG00000033313.7,+,Fbxl8,protein_coding,5.78455005814246,10.0917888649586,9.90582684042582
chr13,37827044,37827545,0.733297558281075,chr13,37776400,37954002,ENSMUSG00000039087.12,+,Rreb1,protein_coding,3.06847603381406,4.25813876158592,5.13831659637061
chr13,8207237,8207738,1.1872846608638947,chr13,8200866,8770747,ENSMUSG00000052551.11,+,Adarb2,protein_coding,3.7047209663543397,4.882655601539535,6.415846462973102
chr12,112737711,112738212,0.9683950876117456,chr12,112720174,112748591,ENSMUSG00000072825.6,+,Cep170b,protein_coding,3.42947321426277,6.00397565383614,6.76280156841905
chr16,57548982,57549483,0.5539979120466898,chr16,57300199,57608825,ENSMUSG00000022748.7,-,Cmss1,protein_coding,7.52077459268151,8.5872465025316,11.1241905694621
chr16,57548982,57549483,0.5539979120466898,chr16,57351093,57575126,ENSMUSG00000043336.10,+,Filip1l,protein_coding,7.52077459268151,8.5872465025316,11.1241905694621
chr12,4006103,4006604,0.941956722865552,chr12,3960554,4040915,ENSMUSG00000020658.9,-,Efr3b,protein_coding,2.53557543410405,3.49167378450045,4.90876980684203
chr4,32300199,32300700,1.1394982802513391,chr4,32236804,32588108,ENSMUSG00000040270.12,+,Bach2,protein_coding,4.284184425890802,7.071960588177284,4.678934355219919
chr8,115707046,115707547,0.2659549595852263,chr8,115680942,115709794,ENSMUSG00000055435.6,-,Maf,protein_coding,19.1500409057079,21.4042441749052,23.2018831877353
chr8,115707046,115707547,0.2659549595852263,chr8,115703078,115709233,ENSMUSG00000086717.1,+,Gm15655,antisense,19.1500409057079,21.4042441749052,23.2018831877353
chr9,121762802,121763303,1.0125672709585487,chr9,121758033,121773742,ENSMUSG00000013419.6,+,Zfp651,protein_coding,6.832422987429681,7.5348018315024,9.823733413528778
chr4,134352846,134353347,1.3060048047313777,chr4,134341181,134356484,ENSMUSG00000028836.10,+,Slc30a2,protein_coding,1.04001568653081,1.78841827986609,2.59564446620783
chr15,41635112,41635613,0.5085599743442448,chr15,41445482,41863048,ENSMUSG00000022307.11,+,Oxr1,protein_coding,5.11412672302343,6.24527018365934,7.32783981956634
chr8,22934395,22934896,0.855920358353333,chr8,22857535,22945259,ENSMUSG00000031540.9,+,Kat6a,protein_coding,2.14019756980308,3.2645730505492,3.90229542198593
chr7,132212023,132212524,0.5048987473758251,chr7,130160451,133125350,ENSMUSG00000030849.13,-,Fgfr2,protein_coding,7.26291946378957,9.26854870438535,10.3825778648313
chr13,102933629,102934130,0.7053606817779516,chr13,102730486,103336497,ENSMUSG00000034751.11,-,Mast4,protein_coding,3.21459394018615,4.08781321112248,5.27957615915743
chr3,84952056,84952557,0.632715379946186,chr3,84494426,85889516,ENSMUSG00000102805.1,-,RP24-559D1.1,protein_coding,4.8047005683531,6.72785924330575,7.50441427304986
chr3,84952056,84952557,0.632715379946186,chr3,84813268,84981198,ENSMUSG00000028086.10,+,Fbxw7,protein_coding,4.8047005683531,6.72785924330575,7.50441427304986
chr2,122074362,122074863,0.9739592742591874,chr2,122051520,122120386,ENSMUSG00000033396.9,-,Spg11,protein_coding,2.12300722787695,3.46328619275655,4.20247199290792
chr2,71983122,71983623,0.8444247195155036,chr2,71979240,72259474,ENSMUSG00000049044.12,+,Rapgef4,protein_coding,6.797864156806778,7.728050283805101,8.060359969110547
chr2,165397081,165397582,0.9754498451456964,chr2,165391760,165402405,ENSMUSG00000027670.4,-,Ocstamp,protein_coding,2.1831734246184,3.34973582578092,4.32607411034639
chr8,94984883,94985384,0.8253121918829606,chr8,94975109,95016208,ENSMUSG00000031785.11,+,Gpr56,protein_coding,3.60997180448712,5.16654169739091,6.4449675521487
chr5,128877621,128878122,0.4340789155613818,chr5,128758401,128955362,ENSMUSG00000029420.8,-,Rimbp2,protein_coding,10.5462747716802,13.0866797939407,14.3555030682107
chr6,51545117,51545618,0.7650669279022193,chr6,51521901,51592679,ENSMUSG00000038301.11,+,Snx10,protein_coding,3.04269052092486,3.91748766065904,5.20894637776402
chr10,127594402,127594903,0.940752026197319,chr10,127536161,127623148,ENSMUSG00000040249.11,-,Lrp1,protein_coding,2.50119475025179,3.7187745184517,4.83814002544862
chr10,127594402,127594903,0.940752026197319,chr10,127594548,127599870,ENSMUSG00000086499.1,+,Gm16217,antisense,2.50119475025179,3.7187745184517,4.83814002544862
chr15,101803397,101803898,0.5845595435174218,chr15,101791308,101804343,ENSMUSG00000063661.5,-,Krt73,protein_coding,4.51246475560891,5.25170447262263,6.81577390446411
chr17,43801027,43801528,0.6874870430160483,chr17,43799851,44041516,ENSMUSG00000039601.11,+,Rcan2,protein_coding,4.0053496687881,5.26589826849458,6.49793988819376
chr1,39990001,39990502,0.7323838555444984,chr1,39898913,40028310,ENSMUSG00000026074.10,+,Map4k4,protein_coding,3.05988086285099,5.12396030977505,5.12065915102226
chr3,33082805,33083306,0.8940222458018501,chr3,32947408,33145247,ENSMUSG00000027674.12,-,Pex5l,protein_coding,2.03705551824631,2.44133288997593,3.81400819524417
chr3,33082805,33083306,0.8940222458018501,chr3,33022777,33090607,ENSMUSG00000087625.1,+,4930419G24Rik,antisense,2.03705551824631,2.44133288997593,3.81400819524417
chr5,99019653,99020154,0.85883516243967,chr5,99019803,99024222,ENSMUSG00000089659.2,-,Gm3470,processed_pseudogene,2.09722171498776,2.46972048171983,3.83166564059252
chr5,99019653,99020154,0.85883516243967,chr5,98927773,99039351,ENSMUSG00000029334.10,-,Prkg2,protein_coding,2.09722171498776,2.46972048171983,3.83166564059252
chr4,137783549,137784050,0.6344338971724854,chr4,137739733,137798384,ENSMUSG00000028766.6,-,Alpl,protein_coding,7.20275326704812,9.14080454153777,11.265450132249
chr16,10298039,10298540,0.773068419601965,chr16,10279749,10315968,ENSMUSG00000022505.8,-,Emp2,protein_coding,3.07707120477712,3.42070480514069,5.29723360450578
chr15,25948202,25948703,0.7227777348553612,chr15,25946227,25950287,ENSMUSG00000098719.1,+,Mir7212,miRNA,2.11441205691389,2.7819839909028,3.51383162432217
chr15,25948202,25948703,0.7227777348553612,chr15,25841264,25975687,ENSMUSG00000022270.11,+,Fam134b,protein_coding,2.11441205691389,2.7819839909028,3.51383162432217
chr14,15437965,15438466,1.1042507584801984,chr14,15355519,15440987,ENSMUSG00000045201.5,-,Lrrc3b,protein_coding,1.24629978964436,1.95874383032952,2.70158913829795
chr14,15437965,15438466,1.1042507584801984,chr14,15435623,15454423,ENSMUSG00000097547.3,+,B230110C06Rik,lincRNA,1.24629978964436,1.95874383032952,2.70158913829795
chr2,38723331,38723832,1.0578231448134263,chr2,38721370,38929688,ENSMUSG00000063972.9,-,Nr6a1,protein_coding,1.59870179913001,2.86714676613452,3.354914616187
chr17,26640351,26640852,1.2607789068850923,chr17,26559489,26658931,ENSMUSG00000001576.10,+,Ergic1,protein_coding,1.26349013157049,2.98069713311014,3.054738045265
chr6,115792072,115792573,1.0675526468790413,chr6,115772538,115806893,ENSMUSG00000030319.7,+,Cand2,protein_coding,1.81358107320663,3.34973582578092,3.83166564059252
chr5,35279402,35279903,0.6924985308409022,chr5,35276566,35283761,ENSMUSG00000045318.5,+,Adra2c,protein_coding,5.80174040006859,8.03368846352543,9.44673326136865
chr9,45626022,45626523,0.686038584376331,chr9,45428293,45755164,ENSMUSG00000032087.9,+,Dscaml1,protein_coding,3.86782693337906,6.07494463319591,6.26839309866518
chr9,96731135,96731636,1.1141662273452813,chr9,96680770,96754831,ENSMUSG00000040433.12,-,Zbtb38,protein_coding,1.2377046186813,1.90196864684171,2.70158913829795
chr13,83524545,83525046,0.3190872053682887,chr13,83502034,83669079,ENSMUSG00000005583.12,+,Mef2c,protein_coding,10.8041299005722,10.6879282915807,13.5785754728832
chr15,99497740,99498241,0.6295957402079643,chr15,99495005,99530017,ENSMUSG00000023011.7,-,Faim2,protein_coding,5.91347762258843,7.79239393370223,9.21718647184007
chr11,110416636,110417137,1.0620541948259907,chr11,110397122,110527522,ENSMUSG00000020623.7,+,Map2k6,protein_coding,1.40101286697953,2.0864879931771,2.94879337317489
chr10,34095824,34096325,0.8058208635571644,chr10,34089352,34098519,ENSMUSG00000049872.7,-,Fam26e,protein_coding,2.22614927943373,2.12906938079296,3.91995286733428
